source,label,segment,entry_fee_r,phantom_entry_slippage_r,gross_r_before,slippage_r_before,cost_r_before,gross_r_after,slippage_r_after,cost_r_after,net_r_unchanged,identity_abs,independent_gross_delta
wan370_cost_decomposition.csv,taker_tp,full,0.030699,0.076708,0.095518,0.153464,0.245840,0.018809,0.076756,0.169132,-0.150322,1.799e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=15m,full,0.036029,0.090028,0.112812,0.180112,0.288635,0.022784,0.090084,0.198607,-0.175823,2.068e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=1h,full,0.023346,0.058337,0.067610,0.116707,0.186912,0.009274,0.058371,0.128575,-0.119301,1.250e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=2h,full,0.017436,0.043569,0.065903,0.087171,0.139490,0.022334,0.043602,0.095921,-0.073587,9.534e-15,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=4h,full,0.012634,0.031569,0.026467,0.063150,0.100191,-0.005102,0.031582,0.068622,-0.073724,6.745e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.30~0.40%,full,0.057703,0.144186,0.156744,0.288451,0.461586,0.012558,0.144264,0.317400,-0.304842,3.153e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.40~0.50%,full,0.044727,0.111761,0.107831,0.223576,0.357848,-0.003930,0.111815,0.246087,-0.250017,2.379e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.50~0.75%,full,0.033079,0.082655,0.114676,0.165368,0.264965,0.032020,0.082713,0.182310,-0.150289,1.843e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.75~1.00%,full,0.023313,0.058253,0.087099,0.116549,0.186871,0.028846,0.058296,0.128618,-0.099772,1.285e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=1.00~1.50%,full,0.016650,0.041605,0.045593,0.083233,0.133313,0.003988,0.041628,0.091708,-0.087720,9.159e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=≥1.50%,full,0.008945,0.022351,0.048961,0.044726,0.072142,0.026610,0.022375,0.049791,-0.023180,5.031e-15,
wan370_cost_decomposition.csv,taker_tp,is,0.029194,0.072948,0.097276,0.145945,0.234023,0.024327,0.072997,0.161074,-0.136747,1.582e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=15m,is,0.034416,0.085996,0.109198,0.172047,0.275827,0.023201,0.086051,0.189831,-0.166630,1.985e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=1h,is,0.021743,0.054330,0.076481,0.108697,0.174430,0.022152,0.054368,0.120101,-0.097949,1.157e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=2h,is,0.015691,0.039209,0.071509,0.078453,0.126123,0.032300,0.039245,0.086914,-0.054615,8.604e-15,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=4h,is,0.011332,0.028316,0.061895,0.056664,0.090361,0.033578,0.028347,0.062044,-0.028466,6.141e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.30~0.40%,is,0.057686,0.144142,0.158647,0.288363,0.461720,0.014505,0.144221,0.317578,-0.303073,3.231e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.40~0.50%,is,0.044629,0.111518,0.101431,0.223086,0.357261,-0.010087,0.111568,0.245743,-0.255830,2.409e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.50~0.75%,is,0.033050,0.082583,0.101986,0.165218,0.265001,0.019403,0.082634,0.182417,-0.163014,1.910e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.75~1.00%,is,0.023304,0.058230,0.106313,0.116514,0.186961,0.048083,0.058283,0.128731,-0.080648,1.268e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=1.00~1.50%,is,0.016648,0.041600,0.046581,0.083223,0.133443,0.004981,0.041623,0.091843,-0.086862,9.090e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=≥1.50%,is,0.008815,0.022026,0.077237,0.044091,0.071268,0.055211,0.022065,0.049242,0.005969,4.954e-15,
wan370_cost_decomposition.csv,taker_tp,oos_warm,0.033977,0.084901,0.091838,0.169848,0.271590,0.006937,0.084947,0.186689,-0.179752,1.735e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=15m,oos_warm,0.039633,0.099032,0.120883,0.198125,0.317237,0.021851,0.099093,0.218205,-0.196354,2.057e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=1h,oos_warm,0.026825,0.067029,0.049172,0.134083,0.213987,-0.017857,0.067054,0.146958,-0.164815,1.540e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=2h,oos_warm,0.020979,0.052422,0.054521,0.104872,0.166630,0.002099,0.052449,0.114208,-0.112110,1.137e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=4h,oos_warm,0.015033,0.037564,-0.038839,0.075108,0.118311,-0.076402,0.037544,0.080747,-0.157149,8.299e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.30~0.40%,oos_warm,0.057730,0.144253,0.153843,0.288584,0.461381,0.009590,0.144330,0.317128,-0.307538,3.147e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.40~0.50%,oos_warm,0.044886,0.112159,0.118316,0.224378,0.358809,0.006157,0.112218,0.246650,-0.240493,2.448e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.50~0.75%,oos_warm,0.033133,0.082792,0.138810,0.165654,0.264896,0.056018,0.082862,0.182104,-0.126086,1.926e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.75~1.00%,oos_warm,0.023333,0.058304,0.038933,0.116627,0.186617,-0.019370,0.058323,0.128314,-0.147684,1.285e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=1.00~1.50%,oos_warm,0.016656,0.041620,0.042923,0.083261,0.132964,0.001303,0.041641,0.091344,-0.090041,8.923e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=≥1.50%,oos_warm,0.009438,0.023583,-0.058338,0.047136,0.075458,-0.081921,0.023554,0.051875,-0.133796,5.107e-15,
wan370_cost_decomposition.csv,taker_tp,oos,0.034233,0.085540,0.087979,0.171123,0.273630,0.002439,0.085584,0.188091,-0.185652,1.735e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=15m,oos,0.039746,0.099316,0.119297,0.198692,0.318151,0.019980,0.099376,0.218835,-0.198854,2.057e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=1h,oos,0.026937,0.067308,0.038818,0.134636,0.214847,-0.028490,0.067328,0.147539,-0.176029,1.549e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=2h,oos,0.021361,0.053375,0.052278,0.106777,0.169637,-0.001098,0.053401,0.116262,-0.117359,1.156e-14,
wan370_cost_decomposition.csv,taker_tp · axis=timeframe · bucket=4h,oos,0.015413,0.038514,-0.061905,0.076996,0.121268,-0.100418,0.038483,0.082754,-0.183173,8.521e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.30~0.40%,oos,0.057742,0.144283,0.148603,0.288640,0.461466,0.004320,0.144357,0.317183,-0.312864,3.147e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.40~0.50%,oos,0.044876,0.112134,0.110138,0.224323,0.358716,-0.001996,0.112189,0.246582,-0.248578,2.442e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.50~0.75%,oos,0.033107,0.082726,0.141424,0.165523,0.264683,0.058698,0.082797,0.181957,-0.123259,1.943e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=0.75~1.00%,oos,0.023351,0.058349,0.021004,0.116708,0.186746,-0.037344,0.058359,0.128397,-0.165741,1.288e-14,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=1.00~1.50%,oos,0.016669,0.041651,0.044337,0.083325,0.133063,0.002686,0.041674,0.091411,-0.088726,9.021e-15,
wan370_cost_decomposition.csv,taker_tp · axis=stop_width · bucket=≥1.50%,oos,0.009520,0.023788,-0.071351,0.047541,0.076160,-0.095140,0.023752,0.052371,-0.147511,5.128e-15,
wan370_cost_decomposition.csv,maker_tp,full,0.030697,0.076705,0.095545,0.121958,0.201742,0.018840,0.045252,0.125037,-0.106197,1.439e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=15m,full,0.036028,0.090026,0.112832,0.143190,0.236958,0.022806,0.053164,0.146932,-0.124125,1.635e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=1h,full,0.023344,0.058330,0.067687,0.092782,0.153422,0.009357,0.034452,0.095092,-0.085735,9.881e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=2h,full,0.017436,0.043569,0.065903,0.068961,0.114003,0.022334,0.025392,0.070434,-0.048100,7.550e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=4h,full,0.012634,0.031569,0.026467,0.049917,0.081669,-0.005102,0.018348,0.050101,-0.055203,5.461e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.30~0.40%,full,0.057703,0.144186,0.156744,0.229643,0.379279,0.012558,0.085457,0.235093,-0.222535,2.584e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.40~0.50%,full,0.044727,0.111761,0.107831,0.178731,0.295084,-0.003930,0.066970,0.183323,-0.187253,1.904e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.50~0.75%,full,0.033078,0.082654,0.114866,0.130868,0.216678,0.032212,0.048215,0.134025,-0.101813,1.424e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.75~1.00%,full,0.023313,0.058254,0.086868,0.092274,0.152896,0.028613,0.034020,0.094642,-0.066028,9.867e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=1.00~1.50%,full,0.016650,0.041604,0.045707,0.066251,0.109543,0.004103,0.024647,0.067939,-0.063836,7.133e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=≥1.50%,full,0.008945,0.022351,0.048961,0.035382,0.059063,0.026610,0.013031,0.036712,-0.010102,4.038e-15,
wan370_cost_decomposition.csv,maker_tp,is,0.029192,0.072945,0.097244,0.115958,0.192051,0.024300,0.043014,0.119107,-0.094807,1.356e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=15m,is,0.034415,0.085995,0.109122,0.136901,0.226636,0.023128,0.050906,0.140642,-0.117514,1.565e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=1h,is,0.021739,0.054321,0.076589,0.085993,0.142649,0.022267,0.031671,0.088327,-0.066060,9.076e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=2h,is,0.015691,0.039209,0.071509,0.062190,0.103360,0.032300,0.022981,0.064151,-0.031852,6.758e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=4h,is,0.011332,0.028316,0.061895,0.043919,0.072523,0.033578,0.015603,0.044207,-0.010629,4.829e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.30~0.40%,is,0.057686,0.144142,0.158647,0.229393,0.379186,0.014505,0.085251,0.235044,-0.220539,2.534e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.40~0.50%,is,0.044629,0.111518,0.101431,0.178644,0.295060,-0.010087,0.067127,0.183543,-0.193630,1.976e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.50~0.75%,is,0.033050,0.082583,0.101986,0.131222,0.217420,0.019403,0.048638,0.134837,-0.115434,1.438e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.75~1.00%,is,0.023305,0.058232,0.105986,0.091789,0.152357,0.047754,0.033557,0.094124,-0.046371,9.895e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=1.00~1.50%,is,0.016647,0.041598,0.046736,0.066199,0.109614,0.005138,0.024601,0.068016,-0.062878,7.258e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=≥1.50%,is,0.008815,0.022026,0.077237,0.034613,0.058002,0.055211,0.012587,0.035976,0.019235,3.893e-15,
wan370_cost_decomposition.csv,maker_tp,oos_warm,0.033977,0.084900,0.091994,0.135027,0.222854,0.007094,0.050128,0.137954,-0.130860,1.371e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=15m,oos_warm,0.039631,0.099028,0.121116,0.157235,0.260006,0.022088,0.058207,0.160978,-0.138890,1.671e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=1h,oos_warm,0.026825,0.067029,0.049172,0.107500,0.176781,-0.017857,0.040471,0.109752,-0.127609,1.242e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=2h,oos_warm,0.020979,0.052422,0.054521,0.082709,0.135612,0.002099,0.030287,0.083190,-0.081091,8.757e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=4h,oos_warm,0.015033,0.037564,-0.038839,0.060973,0.098528,-0.076402,0.023410,0.060964,-0.137367,6.863e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.30~0.40%,oos_warm,0.057730,0.144253,0.153843,0.230023,0.379420,0.009590,0.085770,0.235167,-0.225577,2.554e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.40~0.50%,oos_warm,0.044886,0.112159,0.118316,0.178874,0.295122,0.006157,0.066714,0.182962,-0.176806,1.890e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.50~0.75%,oos_warm,0.033132,0.082788,0.139352,0.130197,0.215269,0.056565,0.047409,0.132481,-0.075916,1.504e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.75~1.00%,oos_warm,0.023333,0.058304,0.038933,0.093488,0.154231,-0.019370,0.035184,0.095927,-0.115298,9.950e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=1.00~1.50%,oos_warm,0.016656,0.041620,0.042923,0.066390,0.109352,0.001303,0.024771,0.067732,-0.066429,7.216e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=≥1.50%,oos_warm,0.009438,0.023583,-0.058338,0.038299,0.063089,-0.081921,0.014716,0.039506,-0.121427,4.170e-15,
wan370_cost_decomposition.csv,maker_tp,oos,0.034232,0.085538,0.088139,0.136188,0.224735,0.002601,0.050650,0.139197,-0.136595,1.366e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=15m,oos,0.039745,0.099312,0.119535,0.157781,0.260889,0.020224,0.058469,0.161578,-0.141354,1.668e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=1h,oos,0.026937,0.067308,0.038818,0.108295,0.177980,-0.028490,0.040986,0.110672,-0.139162,1.252e-14,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=2h,oos,0.021361,0.053375,0.052278,0.084236,0.138088,-0.001098,0.030860,0.084713,-0.085811,8.923e-15,
wan370_cost_decomposition.csv,maker_tp · axis=timeframe · bucket=4h,oos,0.015413,0.038514,-0.061905,0.062876,0.101505,-0.100418,0.024363,0.062992,-0.163410,7.064e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.30~0.40%,oos,0.057742,0.144283,0.148603,0.230362,0.379900,0.004320,0.086079,0.235617,-0.231297,2.542e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.40~0.50%,oos,0.044876,0.112134,0.110138,0.179230,0.295604,-0.001996,0.067096,0.183469,-0.185465,1.898e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.50~0.75%,oos,0.033105,0.082721,0.141978,0.130004,0.214969,0.059256,0.047282,0.132248,-0.072991,1.504e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=0.75~1.00%,oos,0.023351,0.058349,0.021004,0.093939,0.154878,-0.037344,0.035590,0.096529,-0.133874,1.005e-14,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=1.00~1.50%,oos,0.016669,0.041651,0.044337,0.066412,0.109392,0.002686,0.024761,0.067741,-0.065055,7.258e-15,
wan370_cost_decomposition.csv,maker_tp · axis=stop_width · bucket=≥1.50%,oos,0.009520,0.023788,-0.071351,0.038690,0.063773,-0.095140,0.014902,0.039985,-0.135124,4.136e-15,
