symbol,day,status,size_bytes,seconds,cached,note
BTCUSDT,2026-01-20,200,24391102,0.0,True,
BTCUSDT,2026-02-05,200,111860342,2.246658166870475,False,
BTCUSDT,2026-05-22,200,12174030,0.0,True,
DOGEUSDT,2024-11-14,200,42038107,0.9683896247297525,False,
DOGEUSDT,2024-12-02,200,26913720,0.8811127920635045,False,
DOGEUSDT,2024-12-12,200,13916338,0.580512082669884,False,
DOGEUSDT,2025-01-08,200,15313435,0.5141107919625938,False,
DOGEUSDT,2025-01-19,200,25802571,0.7371020000427961,False,
DOGEUSDT,2025-01-21,200,33390761,0.9255125410854816,False,
DOGEUSDT,2025-02-25,200,16213902,0.5943401250988245,False,
DOGEUSDT,2025-03-11,200,11915683,0.0,True,
DOGEUSDT,2025-03-28,200,6079215,0.2874912917613983,False,
DOGEUSDT,2025-04-15,200,4373908,0.46397608425468206,False,
DOGEUSDT,2025-04-27,200,4278693,0.43733891705051064,False,
DOGEUSDT,2025-05-20,200,7343539,0.41314466716721654,False,
DOGEUSDT,2025-05-30,200,8331218,0.4493121253326535,False,
DOGEUSDT,2025-06-05,200,7352753,0.37334970897063613,False,
DOGEUSDT,2025-06-21,200,4070834,0.38240745896473527,False,
DOGEUSDT,2025-09-22,200,9179435,0.42133512534201145,False,
DOGEUSDT,2025-10-10,200,28757996,0.9757392080500722,False,
DOGEUSDT,2025-10-22,200,5706162,0.0,True,
DOGEUSDT,2025-12-07,200,3670534,0.402533124666661,False,
DOGEUSDT,2025-12-12,200,3809238,0.47919595800340176,False,
DOGEUSDT,2026-01-05,200,5802420,0.29502375004813075,False,
DOGEUSDT,2026-01-08,200,4475419,0.38610370783135295,False,
DOGEUSDT,2026-01-16,200,2739702,0.4673844580538571,False,
DOGEUSDT,2026-02-06,200,8401799,0.0,True,
DOGEUSDT,2026-02-19,200,2882134,0.36636483296751976,False,
DOGEUSDT,2026-03-22,200,2865575,0.0,True,
DOGEUSDT,2026-04-14,200,3886988,0.38887462485581636,False,
DOGEUSDT,2026-05-06,200,3968536,0.44298137491568923,False,
DOGEUSDT,2026-05-07,200,3579958,0.4397262088023126,False,
DOGEUSDT,2026-05-23,200,3316728,0.29246287513524294,False,
DOGEUSDT,2026-06-05,200,5604597,0.3007874167524278,False,
DOTUSDT,2024-08-27,200,1122733,0.0,True,
DOTUSDT,2024-10-01,200,1644614,0.20708387484773993,False,
DOTUSDT,2024-10-23,200,943942,0.19851266592741013,False,
DOTUSDT,2024-12-02,200,7890706,0.33951524971053004,False,
DOTUSDT,2024-12-09,200,7969685,0.4316519168205559,False,
DOTUSDT,2025-01-07,200,3169388,0.0,True,
DOTUSDT,2025-02-26,200,2459998,0.4478053329512477,False,
DOTUSDT,2025-08-18,200,1508667,0.23209783295169473,False,
DOTUSDT,2025-09-22,200,1828839,0.35393670899793506,False,
DOTUSDT,2025-09-25,200,1588315,0.3056273330003023,False,
DOTUSDT,2025-10-05,200,1264213,0.3155747093260288,False,
DOTUSDT,2025-10-07,200,1592079,0.5212822076864541,False,
DOTUSDT,2025-10-10,200,6458611,0.4740764577873051,False,
DOTUSDT,2025-10-26,200,804885,0.2526929168961942,False,
DOTUSDT,2025-12-07,200,1030948,0.25776666682213545,False,
DOTUSDT,2026-03-06,200,988604,0.0,True,
DOTUSDT,2026-04-07,200,1264669,0.4200142086483538,False,
DOTUSDT,2026-05-15,200,731602,0.4146075411699712,False,
DOTUSDT,2026-05-23,200,1120938,0.21956750005483627,False,
DOTUSDT,2026-05-31,200,745193,0.0,True,
DOTUSDT,2026-07-06,200,536808,0.0,True,
DOTUSDT,2026-07-08,200,558108,0.19756991602480412,False,
DOTUSDT,2026-07-13,200,545112,0.3067299579270184,False,
ETHUSDT,2024-08-23,200,17046629,0.7903289590030909,False,
ETHUSDT,2024-10-01,200,25456232,0.762790041975677,False,
ETHUSDT,2024-10-22,200,13465067,0.0,True,
ETHUSDT,2024-10-23,200,17058794,0.0,True,
ETHUSDT,2024-12-20,200,59755427,1.2345429579727352,False,
ETHUSDT,2025-01-10,200,24640466,0.0,True,
ETHUSDT,2025-01-13,200,38101393,0.8858885001391172,False,
ETHUSDT,2025-02-03,200,93849575,0.0,True,
ETHUSDT,2025-02-21,200,31741955,0.0,True,
ETHUSDT,2025-03-04,200,50631399,0.0,True,
ETHUSDT,2025-04-06,200,30756762,0.8735818327404559,False,
ETHUSDT,2025-04-07,200,62046818,1.4814513749442995,False,
ETHUSDT,2025-04-13,200,23647570,0.672491000033915,False,
ETHUSDT,2025-04-16,200,23233801,0.6180604170076549,False,
ETHUSDT,2025-06-26,200,21641641,0.805243625305593,False,
ETHUSDT,2025-09-06,200,11820107,0.0,True,
ETHUSDT,2025-09-17,200,26619334,0.0,True,
ETHUSDT,2025-09-22,200,31909900,0.7246848330833018,False,
ETHUSDT,2025-10-07,200,32734517,0.0,True,
ETHUSDT,2025-11-12,200,36259589,1.0212402916513383,False,
ETHUSDT,2025-11-21,200,81502688,0.0,True,
ETHUSDT,2025-12-21,200,12988092,0.5640282076783478,False,
ETHUSDT,2025-12-31,200,13479421,0.601740290876478,False,
ETHUSDT,2026-01-31,200,64420967,0.0,True,
ETHUSDT,2026-03-05,200,33542472,0.0,True,
ETHUSDT,2026-03-18,200,30295829,0.8068436672911048,False,
ETHUSDT,2026-03-30,200,22711153,0.6196854170411825,False,
ETHUSDT,2026-05-16,200,9062499,0.3712796247564256,False,
ETHUSDT,2026-06-05,200,64416942,0.0,True,
LINKUSDT,2024-10-15,200,2338685,0.22938912501558661,False,
LINKUSDT,2024-11-12,200,6814820,0.38721624994650483,False,
LINKUSDT,2024-12-19,200,14025729,0.6847298326902092,False,
LINKUSDT,2025-01-07,200,5240108,0.4291319171898067,False,
LINKUSDT,2025-02-02,200,10009300,0.3512323750182986,False,
LINKUSDT,2025-02-03,200,21997280,0.803470749873668,False,
LINKUSDT,2025-02-21,200,4492573,0.2647494589909911,False,
LINKUSDT,2025-06-16,200,2831018,0.0,True,
LINKUSDT,2025-08-11,200,5425230,0.37857225025072694,False,
LINKUSDT,2025-08-18,200,11602031,0.3855096250772476,False,
LINKUSDT,2025-10-05,200,3088425,0.31437004171311855,False,
LINKUSDT,2025-10-10,200,13675385,0.0,True,
LINKUSDT,2025-10-28,200,3659852,0.0,True,
LINKUSDT,2025-10-30,200,5224354,0.31816020933911204,False,
LINKUSDT,2026-01-07,200,2088333,0.0,True,
LINKUSDT,2026-02-06,200,5216813,0.2891727089881897,False,
LINKUSDT,2026-03-01,200,1949122,0.3908770000562072,False,
LINKUSDT,2026-03-29,200,1002962,0.20102874981239438,False,
LINKUSDT,2026-05-17,200,1140571,0.0,True,
LINKUSDT,2026-06-02,200,2129430,0.0,True,
LINKUSDT,2026-06-05,200,3667910,0.0,True,
LTCUSDT,2024-12-19,200,7304951,0.5226717093028128,False,
LTCUSDT,2025-01-07,200,2695774,0.0,True,
LTCUSDT,2025-02-03,200,11502980,0.5999785829335451,False,
LTCUSDT,2025-02-09,200,2595122,0.25208983290940523,False,
LTCUSDT,2025-02-24,200,5608051,0.0,True,
LTCUSDT,2025-02-27,200,6231132,0.3414102094247937,False,
LTCUSDT,2025-03-04,200,8349491,0.33634129213169217,False,
LTCUSDT,2025-03-25,200,1583910,0.21207741694524884,False,
LTCUSDT,2025-04-04,200,2278130,0.22274545906111598,False,
LTCUSDT,2025-06-21,200,1206948,0.40565604204311967,False,
LTCUSDT,2025-10-19,200,1414083,0.19371754210442305,False,
LTCUSDT,2025-10-22,200,2145159,0.0,True,
LTCUSDT,2025-10-28,200,3237230,0.412215540651232,False,
LTCUSDT,2026-01-29,200,1424751,0.22424104204401374,False,
LTCUSDT,2026-03-22,200,830619,0.314837290905416,False,
LTCUSDT,2026-05-17,200,665327,0.2534644999541342,False,
LTCUSDT,2026-05-22,200,755077,0.0,True,
LTCUSDT,2026-06-18,200,637630,0.3841988337226212,False,
SOLUSDT,2024-09-06,200,14040865,0.5353723331354558,False,
SOLUSDT,2024-09-24,200,9444287,0.34779316699132323,False,
SOLUSDT,2024-11-16,200,4588864,0.30086062476038933,False,
SOLUSDT,2024-12-05,200,9430212,0.3833385002799332,False,
SOLUSDT,2024-12-09,200,10236209,0.0,True,
SOLUSDT,2024-12-19,200,9796347,0.42506904201582074,False,
SOLUSDT,2025-02-03,200,22043398,0.0,True,
SOLUSDT,2025-02-24,200,9732133,0.0,True,
SOLUSDT,2025-03-03,200,13703422,0.6431308747269213,False,
SOLUSDT,2025-04-07,200,13002930,0.48206066712737083,False,
SOLUSDT,2025-06-13,200,8585607,0.4527548751793802,False,
SOLUSDT,2025-07-01,200,5951886,0.3672408340498805,False,
SOLUSDT,2025-08-18,200,7831405,0.5517696659080684,False,
SOLUSDT,2025-09-22,200,10052408,0.5848567499779165,False,
SOLUSDT,2025-09-24,200,8466823,0.5736660826951265,False,
SOLUSDT,2025-10-10,200,25954091,0.0,True,
SOLUSDT,2026-01-20,200,6336034,0.3597778747789562,False,
SOLUSDT,2026-01-25,200,5665176,0.29317654203623533,False,
SOLUSDT,2026-01-29,200,6323270,0.4552212920971215,False,
SOLUSDT,2026-01-31,200,10798282,0.0,True,
SOLUSDT,2026-02-06,200,15316314,0.0,True,
SOLUSDT,2026-02-16,200,5041434,0.49051304068416357,False,
SOLUSDT,2026-06-23,200,3959866,0.3912283340469003,False,
SOLUSDT,2026-07-13,200,3391802,0.0,True,
TRXUSDT,2024-11-12,200,3760130,0.24673962499946356,False,
TRXUSDT,2024-11-14,200,2163803,0.25514795910567045,False,
TRXUSDT,2025-02-02,200,2989244,0.0,True,
TRXUSDT,2025-02-03,200,5689921,0.0,True,
TRXUSDT,2025-06-05,200,1994884,0.2760900827124715,False,
TRXUSDT,2025-06-17,200,1920885,0.0,True,
TRXUSDT,2025-07-30,200,2613666,0.0,True,
TRXUSDT,2025-10-10,200,3624579,0.20637229178100824,False,
TRXUSDT,2025-10-29,200,1406688,0.0,True,
TRXUSDT,2025-11-16,200,1285794,0.0,True,
TRXUSDT,2025-11-21,200,2127005,0.0,True,
TRXUSDT,2026-01-20,200,1521853,0.0,True,
TRXUSDT,2026-05-28,200,2399813,0.3742814580909908,False,
TRXUSDT,2026-06-11,200,1884866,0.40804791590198874,False,
XRPUSDT,2024-08-27,200,3479868,0.46554474998265505,False,
XRPUSDT,2024-10-02,200,4822916,0.0,True,
XRPUSDT,2024-11-23,200,22884598,0.0,True,
XRPUSDT,2024-12-03,200,63788545,1.3874642080627382,False,
XRPUSDT,2024-12-09,200,26186597,0.8101497502066195,False,
XRPUSDT,2025-01-13,200,15519864,0.0,True,
XRPUSDT,2025-01-19,200,19130181,0.7489205827005208,False,
XRPUSDT,2025-01-26,200,4946425,0.34196179220452905,False,
XRPUSDT,2025-01-27,200,21615286,0.6695242919959128,False,
XRPUSDT,2025-02-02,200,23509856,0.752667292021215,False,
XRPUSDT,2025-05-23,200,7366154,0.0,True,
XRPUSDT,2025-07-24,200,15366027,0.6893001249991357,False,
XRPUSDT,2025-08-14,200,12306376,0.0,True,
XRPUSDT,2025-09-11,200,5206506,0.38491154182702303,False,
XRPUSDT,2025-10-10,200,25008042,0.6848163749091327,False,
XRPUSDT,2025-10-28,200,6191451,0.5544568342156708,False,
XRPUSDT,2025-11-03,200,8006285,0.0,True,
XRPUSDT,2026-01-19,200,5852849,0.0,True,
XRPUSDT,2026-04-07,200,3720926,0.4647989999502897,False,
XRPUSDT,2026-05-23,200,3110651,0.0,True,
