segment,threshold,scope,seed,is_actual,num_trades,mean_net_r,sum_net_r,win_rate,max_drawdown,blocked_candidates,trip_days
oos_warm,-2.0,both,15,False,695,-0.06783690748132222,-47.14665069951894,0.39280575539568346,0.6595001247252227,284,41
oos_warm,-2.0,both,16,False,797,-0.07382164596916155,-58.83585183742175,0.39021329987452946,0.7813753412195169,178,41
oos_warm,-2.0,both,17,False,747,-0.10366395555790683,-77.4369748017564,0.3788487282463186,0.7573362026283679,272,42
oos_warm,-2.0,both,18,False,780,-0.07895869223989337,-61.58777994711683,0.38846153846153847,0.8335770820036092,193,36
oos_warm,-2.0,both,19,False,704,-0.09867466839200328,-69.46696654797032,0.3806818181818182,0.8345942106260701,254,38
oos_warm,-3.0,both,-1,True,615,-0.08333791459330825,-51.25281747488457,0.3886178861788618,0.5902742947809431,419,36
oos_warm,-3.0,both,0,False,707,-0.03334290632760357,-23.573434773615723,0.4073550212164074,0.4406121843579937,230,23
oos_warm,-3.0,both,1,False,782,-0.11324904745593545,-88.56075511054152,0.37468030690537085,0.8739506183829868,168,27
oos_warm,-3.0,both,2,False,794,-0.08673858686436085,-68.87043797030252,0.3853904282115869,0.7580739120546637,135,30
oos_warm,-3.0,both,3,False,804,-0.08285341950079438,-66.61414927863868,0.38681592039800994,0.8202777532011415,142,25
oos_warm,-3.0,both,4,False,789,-0.10946421270234345,-86.36726382214898,0.376425855513308,0.9804851387879512,184,28
oos_warm,-3.0,both,5,False,801,-0.08899615121487718,-71.28591712311662,0.38451935081148564,0.7974504132535662,150,26
oos_warm,-3.0,both,6,False,808,-0.10020566143467845,-80.96617443922018,0.37995049504950495,0.8580588964123615,154,23
oos_warm,-3.0,both,7,False,720,-0.023420050572065167,-16.86243641188692,0.4111111111111111,0.444588953917792,230,26
oos_warm,-3.0,both,8,False,822,-0.05265410466549337,-43.28167403503555,0.39902676399026765,0.6461779562882419,99,23
oos_warm,-3.0,both,9,False,801,-0.09562423028249446,-76.59500845627807,0.38202247191011235,0.9151092583136307,148,27
oos_warm,-3.0,both,10,False,831,-0.09686932343652482,-80.49840777575213,0.381468110709988,0.9564065810958977,101,21
oos_warm,-3.0,both,11,False,779,-0.09501584135632885,-74.01734041658017,0.38254172015404364,0.8865171013786365,179,29
oos_warm,-3.0,both,12,False,837,-0.06678608926868344,-55.899956717888045,0.3930704898446834,0.7533354220310521,110,24
oos_warm,-3.0,both,13,False,819,-0.066675732348863,-54.60742479371879,0.39316239316239315,0.7565620293707761,139,25
oos_warm,-3.0,both,14,False,833,-0.0806018373672702,-67.14133052693607,0.3877551020408163,0.8287649793441824,104,25
oos_warm,-3.0,both,15,False,830,-0.07168365638013693,-59.497434795513655,0.39156626506024095,0.7877794989502299,116,25
oos_warm,-3.0,both,16,False,791,-0.08286618158147618,-65.54714963094766,0.3868520859671302,0.7284405279380417,198,26
oos_warm,-3.0,both,17,False,820,-0.062151522930608584,-50.96424880309904,0.3951219512195122,0.7061903161990672,117,25
oos_warm,-3.0,both,18,False,723,-0.04001531686530894,-28.93107409361836,0.40387275242047027,0.45916124060857966,222,27
oos_warm,-3.0,both,19,False,825,-0.08951628130066035,-73.85093207304479,0.3842424242424242,0.945735088874735,102,27
oos_warm,-5.0,both,-1,True,689,-0.08125793216474195,-55.9867152615072,0.3889695210449927,0.6081533293949839,257,19
oos_warm,-5.0,both,0,False,853,-0.07986364039370346,-68.12368525582905,0.388042203985932,0.7420994304530848,62,13
oos_warm,-5.0,both,1,False,845,-0.08269927739247514,-69.88088939664149,0.38698224852071006,0.7372814789332756,55,10
oos_warm,-5.0,both,2,False,837,-0.10380115431014779,-86.8815661575937,0.37873357228195936,0.9966544822786519,65,12
