symbol,timeframe,segment,gate,real_total_return,real_num_trades,real_long,real_short,pool_size,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,bucket_fallback_count
ETH/USDT:USDT,1d,IS,with_short,-0.04052179676348551,4,1,3,12,-0.04057624519510062,-0.04057624519510082,-0.04057624519510082,0.0,200,0
ETH/USDT:USDT,1d,OOS,current,-0.003640902276144334,4,4,0,6,0.0103913918955717,-0.003739680720076285,0.033849669328062736,0.73,200,0
ETH/USDT:USDT,1d,OOS,with_short,-0.01380955028533881,5,4,1,8,-0.0019697147236664558,-0.013907320615600292,0.02329839980502111,0.645,200,0
SOL/USDT:USDT,15m,IS,current,0.37079537877851415,204,204,0,687,3.3221594319233145,-0.22187521492627765,7.288726479787889,0.695,200,0
SOL/USDT:USDT,15m,IS,with_short,-0.021481101633145046,387,204,183,1353,3.023701545898608,-0.3883436343705054,7.45119091565335,0.655,200,0
SOL/USDT:USDT,15m,OOS,current,0.3830760050398521,89,89,0,326,-0.0022945940377232304,-0.2212256520365627,0.3961953441821195,0.035,200,0
SOL/USDT:USDT,15m,OOS,with_short,0.2959476051926471,181,89,92,644,0.2061752316933053,-0.34545690064280954,1.3193573236504714,0.395,200,0
SOL/USDT:USDT,1h,IS,current,-0.023342764900650945,48,48,0,147,0.11534035198552259,-0.1753076682030569,0.8420199901042426,0.44,200,0
SOL/USDT:USDT,1h,IS,with_short,-0.15791764587362342,107,48,59,318,0.0734136251986387,-0.24420224540523405,0.7985794685247467,0.76,200,0
SOL/USDT:USDT,1h,OOS,current,0.013128667644740563,21,21,0,79,-0.02521448896561005,-0.10543295850578907,0.07219410200570364,0.215,200,0
SOL/USDT:USDT,1h,OOS,with_short,-0.043028633405057914,49,21,28,162,-0.02885112566269965,-0.16653430255984658,0.12642172296533882,0.565,200,0
SOL/USDT:USDT,4h,IS,current,0.13540574061562838,20,20,0,40,0.35902490617410815,0.061705588600134614,0.7603600458040207,0.825,200,200
SOL/USDT:USDT,4h,IS,with_short,0.1380456201449617,38,20,18,79,0.313666360577976,-0.0032205287407203287,0.7420534609133727,0.67,200,200
SOL/USDT:USDT,4h,OOS,current,-0.020920256127768697,7,7,0,16,-0.0008263513272841997,-0.043356419664796156,0.042932781612498,0.77,200,0
SOL/USDT:USDT,4h,OOS,with_short,-0.09151575011695114,14,7,7,35,0.012739859931412049,-0.09901085769209385,0.17955928523369802,0.96,200,0
SOL/USDT:USDT,1d,IS,current,0.00124484914277582,2,2,0,6,0.002288688365179809,-0.007858007205388822,0.012640367684648846,0.495,200,0
SOL/USDT:USDT,1d,IS,with_short,0.03219405226234267,4,2,2,12,0.004343144366584808,-0.006481849181263533,0.014142747711420453,0.0,200,0
SOL/USDT:USDT,1d,OOS,current,-0.02011450782313641,2,2,0,4,-0.0169753749331446,-0.020311624338496405,-0.009041816726246179,0.635,200,200
SOL/USDT:USDT,1d,OOS,with_short,-0.01797052648733661,5,2,3,8,-0.016199290051967376,-0.04994692936130577,0.0033518817452002623,0.52,200,400
