symbol,timeframe,segment,lens,combine_obs,real_total_return,real_num_trades,real_long,real_short,pool_size,real_zones,fake_zones,pool_k,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,bucket_fallback_count,buy_hold,real_mean_net_r,random_mean_net_r,real_taps,real_invalidation_taps,fake_taps,fake_invalidation_taps
ETH/USDT:USDT,1h,oos_warm,baseline,False,0.1879362105717558,293,293,0,1813,1470,5880,4,-0.2766088043840998,-0.4269937132612385,-0.0971207780685017,0.0,200,0,-0.2796819118314838,0.0622229715920601,-0.1868403604333197,4602,523,17221,2272
ETH/USDT:USDT,1h,oos_warm,pen_5bp,False,0.1144631210396761,284,284,0,1795,1470,5880,4,-0.3060478304372517,-0.4520113693680983,-0.1609735455741802,0.0,200,0,-0.2796819118314838,0.0305451897379743,-0.2251637605494362,4602,523,17221,2272
SOL/USDT:USDT,1h,is,baseline,False,-0.2235839301843294,486,486,0,3161,962,3848,4,-0.2317108662556958,-0.456166143632369,0.0403238394189182,0.425,200,0,48.92621394893147,-0.0490869198444864,-0.0728797320054848,2928,286,11170,1293
SOL/USDT:USDT,1h,is,pen_5bp,False,-0.3037616547482861,475,475,0,3121,962,3848,4,-0.3168519262232813,-0.5329200527214325,-0.0556162115024453,0.39,200,0,48.92621394893147,-0.0865568492537868,-0.1170793675955372,2928,286,11170,1293
SOL/USDT:USDT,1h,oos_warm,baseline,False,-0.2058039880824895,237,237,0,1680,1460,5840,4,-0.1619572823041026,-0.3398463728254542,0.0509942881637405,0.68,200,0,-0.5162541822628602,-0.1341552470344642,-0.1290276568858996,4547,437,16986,1966
SOL/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.1947161173818902,237,237,0,1659,1460,5840,4,-0.1929047407731517,-0.3572477634212759,0.0100216010274763,0.455,200,0,-0.5162541822628602,-0.1376395010447672,-0.1597567980297359,4547,437,16986,1966
BNB/USDT:USDT,1h,is,baseline,False,-0.2844422216380627,481,481,0,3199,950,3800,4,-0.3006712713146039,-0.5013270826919912,-0.091668949760597,0.42,200,0,16.06886306615608,-0.0805566427583746,-0.1326669989098846,2779,337,10833,1451
BNB/USDT:USDT,1h,is,pen_5bp,False,-0.3907696609977251,472,472,0,3142,950,3800,4,-0.3557692126555848,-0.5339871632674845,-0.1407576118442169,0.585,200,0,16.06886306615608,-0.1315815605748364,-0.1671887795913129,2779,337,10833,1451
BNB/USDT:USDT,1h,oos_warm,baseline,False,-0.3304709751122504,229,229,0,1593,1415,5660,4,-0.2458135942926734,-0.3859481776954974,-0.0922220572990479,0.86,200,0,0.1152491584457027,-0.2543859185176825,-0.2438482228574869,4176,482,15876,2147
BNB/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.3490239281199634,221,221,0,1556,1415,5660,4,-0.2519836202706445,-0.3872061246289264,-0.1069479828675968,0.905,200,0,0.1152491584457027,-0.276632067042178,-0.2628189138281795,4176,482,15876,2147
XRP/USDT:USDT,1h,is,baseline,False,-0.0773345820665215,555,555,0,3267,943,3772,4,-0.3188095862939533,-0.5160185496102515,-0.0577113101899931,0.04,200,0,1.5036555645816407,-0.0272925905519976,-0.1173931094113395,2817,403,10517,1786
XRP/USDT:USDT,1h,is,pen_5bp,False,-0.2820876189543539,541,541,0,3221,943,3772,4,-0.3545245599157932,-0.574159043247259,-0.1100749946722753,0.275,200,0,1.5036555645816407,-0.0906340723296531,-0.1403828864411185,2817,403,10517,1786
XRP/USDT:USDT,1h,oos_warm,baseline,False,-0.2489768401094527,219,219,0,1511,1445,5780,4,-0.2381203750702903,-0.4063714191450285,-0.0547435433159796,0.5,200,0,0.8647279856232641,-0.1448328284892018,-0.2051587107703071,4317,580,15826,2539
XRP/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.3342891708465693,211,211,0,1478,1445,5780,4,-0.2643706270991192,-0.4040881949894596,-0.1164028376861382,0.79,200,0,0.8647279856232641,-0.2267726384317059,-0.2495458646445965,4317,580,15826,2539
TRX/USDT:USDT,1h,is,baseline,False,-0.2553889724697161,492,492,0,2947,930,3720,4,-0.2471300871560479,-0.4571199374398816,-0.0293402718625502,0.515,200,0,3.2179401993355476,-0.088754684254794,-0.1373300749818236,2845,357,10704,1371
TRX/USDT:USDT,1h,is,pen_5bp,False,-0.3658205313661277,477,477,0,2853,930,3720,4,-0.3281725958540031,-0.4972371727040737,-0.1239632065856341,0.625,200,0,3.2179401993355476,-0.1443933008270545,-0.200359730677021,2845,357,10704,1371
TRX/USDT:USDT,1h,oos_warm,baseline,False,-0.2265116885081483,164,164,0,1145,1386,5544,4,-0.1500253390666477,-0.2645694667780068,-0.0407634059092541,0.925,200,0,1.595144253507804,-0.2511227149836691,-0.3311787261423459,4092,484,15367,1958
TRX/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.243070372208787,155,155,0,1080,1386,5544,4,-0.1527130162836243,-0.267065820052951,-0.0516081284193238,0.96,200,0,1.595144253507804,-0.2914576457645906,-0.3433387237446164,4092,484,15367,1958
DOGE/USDT:USDT,1h,is,baseline,False,-0.2472605348601444,502,502,0,2835,931,3724,4,-0.4084009424431694,-0.5885639572906024,-0.1105287899320243,0.095,200,0,37.553481694185216,-0.0633357637140013,-0.1562696853983014,2674,403,10428,1646
DOGE/USDT:USDT,1h,is,pen_5bp,False,-0.2929428154814593,502,502,0,2811,931,3724,4,-0.4224301390464048,-0.6011796964823959,-0.1808385541631609,0.095,200,0,37.553481694185216,-0.0798393902125517,-0.163377272084971,2674,403,10428,1646
DOGE/USDT:USDT,1h,oos_warm,baseline,False,-0.2935379136521608,243,243,0,1552,1421,5684,4,-0.2601717868611953,-0.4123527681773995,-0.0902551922080278,0.635,200,0,-0.313523631258774,-0.1490967149407115,-0.1924367710853561,4211,567,16380,2334
DOGE/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.3169110465625516,237,237,0,1531,1421,5684,4,-0.2798483573625261,-0.434266453714155,-0.0950948022598875,0.625,200,0,-0.313523631258774,-0.1676878223889937,-0.2123397344503454,4211,567,16380,2334
LINK/USDT:USDT,1h,is,baseline,False,-0.4245937581235871,534,534,0,3392,971,3884,4,-0.3414375812238531,-0.5541590740620989,-0.0436694870086335,0.735,200,0,-0.1124235916074674,-0.1160773301520936,-0.1090304926167498,2846,306,11154,1375
LINK/USDT:USDT,1h,is,pen_5bp,False,-0.4811857851351655,523,523,0,3347,971,3884,4,-0.3956507963819811,-0.5800219602908163,-0.1944862144560534,0.825,200,0,-0.1124235916074674,-0.143370727617743,-0.1410994094542071,2846,306,11154,1375
LINK/USDT:USDT,1h,oos_warm,baseline,False,-0.2778239757492372,234,234,0,1515,1453,5812,4,-0.1887836728992243,-0.371959125228804,0.0404578321173679,0.795,200,0,-0.1861011848786911,-0.1701749292359841,-0.1613622943040088,4384,443,17021,1923
LINK/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.3378495941416623,232,232,0,1485,1453,5812,4,-0.2487019749139106,-0.4409445322166108,-0.0458716878983543,0.84,200,0,-0.1861011848786911,-0.2284850893149397,-0.2231925678905724,4384,443,17021,1923
LTC/USDT:USDT,1h,is,baseline,False,-0.4202143217376528,568,568,0,3682,974,3896,4,-0.3138117495286147,-0.5216198431617106,-0.0849494823957729,0.79,200,0,0.2463295269168026,-0.0821074531829438,-0.1000913875478055,3023,365,11560,1612
LTC/USDT:USDT,1h,is,pen_5bp,False,-0.4855476032897969,553,553,0,3626,974,3896,4,-0.3564646705467286,-0.5528439073835781,-0.1196712613460147,0.875,200,0,0.2463295269168026,-0.1218736751653957,-0.1249104914255891,3023,365,11560,1612
LTC/USDT:USDT,1h,oos_warm,baseline,False,-0.2196724242385287,246,246,0,1642,1438,5752,4,-0.215067792032782,-0.3968748694183954,-0.0223383431960659,0.505,200,0,-0.2298963986186483,-0.1115779362368574,-0.1603792018487326,4562,505,17435,2250
LTC/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.3268882405319462,235,235,0,1607,1438,5752,4,-0.2363288751916009,-0.3897589723375517,-0.0221993533156555,0.84,200,0,-0.2298963986186483,-0.189248238385897,-0.1889182797950761,4562,505,17435,2250
ADA/USDT:USDT,1h,is,baseline,False,-0.336471793127395,543,543,0,3371,946,3784,4,-0.3644526277441876,-0.5499799877453284,-0.1175435793523871,0.355,200,0,2.6164298949969114,-0.0768164388639719,-0.1237310877655013,2950,318,10652,1405
ADA/USDT:USDT,1h,is,pen_5bp,False,-0.404262388179434,538,538,0,3323,946,3784,4,-0.4204482323129987,-0.6211716067148313,-0.1486481147077414,0.435,200,0,2.6164298949969114,-0.1094071124009646,-0.1598089793478268,2950,318,10652,1405
ADA/USDT:USDT,1h,oos_warm,baseline,False,-0.1605645540107911,226,226,0,1499,1428,5712,4,-0.1446097510695085,-0.3475708493092574,0.0801998418046843,0.57,200,0,-0.5056947608200455,-0.0831882617099079,-0.1157068478369807,4465,471,16643,2063
ADA/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.2455496003617062,213,213,0,1473,1428,5712,4,-0.1812314945757104,-0.3519534935301658,-0.0174770914528853,0.74,200,0,-0.5056947608200455,-0.1602954206185894,-0.1545463457592106,4465,471,16643,2063
DOT/USDT:USDT,1h,is,baseline,False,-0.4310234862917222,554,554,0,3641,967,3868,4,-0.3360113510961056,-0.561274271958538,-0.0873893400508592,0.79,200,0,-0.0931746326948111,-0.1073868685943897,-0.1137381073356271,2928,318,11821,1326
DOT/USDT:USDT,1h,is,pen_5bp,False,-0.49086878659111,548,548,0,3592,967,3868,4,-0.4017126276872547,-0.6030647780996895,-0.1679531590582079,0.8,200,0,-0.0931746326948111,-0.1293068403951726,-0.1456876673825277,2928,318,11821,1326
DOT/USDT:USDT,1h,oos_warm,baseline,False,-0.1995263595239355,226,226,0,1437,1425,5700,4,-0.1956986803980188,-0.3595507446742639,-0.0315567022325549,0.505,200,0,-0.8261601642710472,-0.1111297929303764,-0.1441370077407929,4329,438,16882,1899
DOT/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.2573956470458458,219,219,0,1410,1425,5700,4,-0.2268405843824586,-0.3833065647055434,-0.0672728065295206,0.63,200,0,-0.8261601642710472,-0.1603723278805363,-0.1902402900517552,4329,438,16882,1899
BCH/USDT:USDT,1h,is,baseline,False,-0.2709706521667334,548,548,0,3203,972,3888,4,-0.4141046203069407,-0.6012173873688981,-0.2025246836089253,0.105,200,0,0.5599310527711483,-0.0922752013143239,-0.1685425055439198,3018,378,11740,1628
BCH/USDT:USDT,1h,is,pen_5bp,False,-0.3615258905849118,537,537,0,3147,972,3888,4,-0.4602691149580731,-0.6313417786086198,-0.270663378428398,0.175,200,0,0.5599310527711483,-0.121529951524932,-0.1966058864967425,3018,378,11740,1628
BCH/USDT:USDT,1h,oos_warm,baseline,False,-0.0354291452522707,274,274,0,1790,1471,5884,4,-0.100891598375921,-0.2829518808183664,0.1524904332840546,0.225,200,0,-0.3695186562957953,-0.0464012676009817,-0.0767226663449549,4688,557,17636,2363
BCH/USDT:USDT,1h,oos_warm,pen_5bp,False,-0.0592519306568405,267,267,0,1748,1471,5884,4,-0.1541705993484721,-0.3303882542672655,0.0501772772921729,0.21,200,0,-0.3695186562957953,-0.065878064967656,-0.1279377199082585,4688,557,17636,2363
BTC/USDT:USDT,15m,is,baseline,False,-0.5614348726710477,1647,1647,0,12965,3974,15896,4,-0.593730771002818,-0.7226051768768861,-0.4049990009394592,0.29,200,0,4.772530119579576,-0.1092293711638453,-0.1829655364804636,12582,1491,45639,6692
BTC/USDT:USDT,15m,is,pen_5bp,False,-0.7297752130778873,1580,1580,0,12366,3974,15896,4,-0.6987483880526303,-0.8028894290910592,-0.5577571139801919,0.68,200,0,4.772530119579576,-0.1643475416196265,-0.2503160925785334,12582,1491,45639,6692
BTC/USDT:USDT,15m,oos_warm,baseline,False,-0.435503587154431,625,625,0,6601,5998,23992,4,-0.2323993788621504,-0.3867519573105447,-0.0773063102392854,0.995,200,0,0.0818814169337931,-0.2094406555510764,-0.2049191833186762,18646,2165,68317,9873
BTC/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.5411175755262577,601,601,0,6102,5998,23992,4,-0.2677705035038812,-0.4084620490592829,-0.0910984600398917,1.0,200,0,0.0818814169337931,-0.2836946825436395,-0.2448054739679119,18646,2165,68317,9873
ETH/USDT:USDT,15m,is,baseline,False,-0.8049814529379942,1768,1768,0,13117,3966,15864,4,-0.7503214291978462,-0.8510284411445935,-0.6034119031199745,0.775,200,0,6.102044599819906,-0.1701755638644938,-0.2045127402120558,12471,1428,46374,6512
ETH/USDT:USDT,15m,is,pen_5bp,False,-0.8857788424700018,1724,1724,0,12685,3966,15864,4,-0.821718522270171,-0.8987215848441319,-0.7189691544532608,0.94,200,0,6.102044599819906,-0.224571896310456,-0.2631106612623288,12471,1428,46374,6512
ETH/USDT:USDT,15m,oos_warm,baseline,False,-0.4763419055402942,965,965,0,7020,5992,23968,4,-0.4351969332408482,-0.6029742755784445,-0.2332957816197516,0.64,200,0,-0.2780900137699814,-0.1219332356864908,-0.1803392399985537,18967,2216,70450,9936
ETH/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.5874452269084871,935,935,0,6751,5992,23968,4,-0.539767139895721,-0.6608690518577413,-0.3804186298957003,0.725,200,0,-0.2780900137699814,-0.1705372604387784,-0.2498354894345621,18967,2216,70450,9936
SOL/USDT:USDT,15m,is,baseline,False,-0.6524956450342703,1955,1955,0,12167,3946,15784,4,-0.8838694599981016,-0.9414387167678094,-0.8039966696614329,0.0,200,0,48.62689065400651,-0.0607087047196148,-0.2091153597849061,12434,1187,45738,5527
SOL/USDT:USDT,15m,is,pen_5bp,False,-0.8357003841039361,1887,1887,0,11903,3946,15784,4,-0.9161266631133764,-0.957932535641415,-0.8622121637483766,0.0,200,0,48.62689065400651,-0.1246806298005432,-0.2525425602586309,12434,1187,45738,5527
SOL/USDT:USDT,15m,oos_warm,baseline,False,-0.4832314059401716,976,976,0,6673,5928,23712,4,-0.5064605685753437,-0.6541823381927914,-0.299610691396647,0.35,200,0,-0.5184184887836522,-0.1231355975569452,-0.1802396522652814,18733,1800,69849,8225
SOL/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6191413084146994,925,925,0,6498,5928,23712,4,-0.5852458077304085,-0.7161457052339638,-0.4291106029511885,0.665,200,0,-0.5184184887836522,-0.192954217771511,-0.2421515903403644,18733,1800,69849,8225
BNB/USDT:USDT,15m,is,baseline,False,-0.8022241162951881,1808,1808,0,12861,3965,15860,4,-0.7130129790052926,-0.8260761224426635,-0.5660270591393364,0.94,200,0,16.054225212744903,-0.1583764533458458,-0.1954162054133136,12205,1342,45694,6065
BNB/USDT:USDT,15m,is,pen_5bp,False,-0.8764488719899076,1738,1738,0,12330,3965,15860,4,-0.7870565550878521,-0.8813567526315125,-0.6617961426062154,0.97,200,0,16.054225212744903,-0.2094242255456962,-0.2553364821676392,12205,1342,45694,6065
BNB/USDT:USDT,15m,oos_warm,baseline,False,-0.5987109668555299,683,683,0,6357,5958,23832,4,-0.4144058700226375,-0.5339610217321052,-0.2818744125467318,1.0,200,0,0.116604133050798,-0.2505211174264388,-0.2914129827419372,18115,1992,68826,8892
BNB/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6617065821953305,654,654,0,5983,5958,23832,4,-0.4478538410775317,-0.5693646901994797,-0.3270711252323421,1.0,200,0,0.116604133050798,-0.3145163492802087,-0.3361984306555429,18115,1992,68826,8892
XRP/USDT:USDT,15m,is,baseline,False,-0.8541374050926616,2002,2002,0,12910,3781,15124,4,-0.7893738276752288,-0.8860874943661327,-0.6572404367380399,0.885,200,0,1.5036555645816407,-0.1497302927341697,-0.1949358753160875,11838,1521,43302,6864
XRP/USDT:USDT,15m,is,pen_5bp,False,-0.907612126548573,1944,1944,0,12516,3781,15124,4,-0.8662316305787932,-0.9227984302339574,-0.7854617647101896,0.905,200,0,1.5036555645816407,-0.1933408283763096,-0.257417872683904,11838,1521,43302,6864
XRP/USDT:USDT,15m,oos_warm,baseline,False,-0.5363147314256984,866,866,0,6435,5734,22936,4,-0.4508395987752977,-0.6047945880579771,-0.2480366927355451,0.83,200,0,0.8594664931685101,-0.1577794328822602,-0.1937592701877834,17840,2207,65437,9640
XRP/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6098424016261162,825,825,0,6124,5734,22936,4,-0.5260616065686907,-0.6534469296319306,-0.3336310596808456,0.85,200,0,0.8594664931685101,-0.2061470790475986,-0.2562451385877603,17840,2207,65437,9640
TRX/USDT:USDT,15m,is,baseline,False,-0.883500824784325,1497,1497,0,11708,3745,14980,4,-0.5758114481576473,-0.7408901893575185,-0.3856232511385348,1.0,200,0,3.2109452736318405,-0.2482207630690595,-0.1786523818714033,11343,1300,43032,5720
TRX/USDT:USDT,15m,is,pen_5bp,False,-0.9258285356821888,1414,1414,0,11014,3745,14980,4,-0.6837762116992733,-0.7873698551407129,-0.5519456443790361,1.0,200,0,3.2109452736318405,-0.3126544494985497,-0.2502039411070317,11343,1300,43032,5720
TRX/USDT:USDT,15m,oos_warm,baseline,False,-0.4247016761556851,366,366,0,5302,5658,22632,4,-0.1715289553212982,-0.2791543838229543,-0.0667731312535064,1.0,200,0,1.6015470834319996,-0.333091897296504,-0.3270383468815944,16992,1871,65285,7987
TRX/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.4491758320382391,336,336,0,4761,5658,22632,4,-0.1828237179414959,-0.2842662136491584,-0.0648637858441074,1.0,200,0,1.6015470834319996,-0.3703156874926557,-0.3794861570632614,16992,1871,65285,7987
DOGE/USDT:USDT,15m,is,baseline,False,-0.4919558055393444,1893,1893,0,11979,3798,15192,4,-0.7251754366865026,-0.8488718689928272,-0.5483873085962868,0.015,200,0,37.553481694185216,-0.0709233670989943,-0.1556690874617617,11560,1593,42265,6693
DOGE/USDT:USDT,15m,is,pen_5bp,False,-0.7428754558730503,1825,1825,0,11603,3798,15192,4,-0.8198568996619549,-0.8989891330255269,-0.7193622509755373,0.085,200,0,37.553481694185216,-0.1252933708366667,-0.2157816863025025,11560,1593,42265,6693
DOGE/USDT:USDT,15m,oos_warm,baseline,False,-0.7127111449470384,984,984,0,6445,5780,23120,4,-0.5298808212492865,-0.7004988664085017,-0.3503529781682518,1.0,200,0,-0.3124941419064579,-0.1962083049503361,-0.1872592129013379,17769,2290,66880,9571
DOGE/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.7357932271443405,954,954,0,6240,5780,23120,4,-0.6059589363171995,-0.7366126263300756,-0.4360723015117853,0.975,200,0,-0.3124941419064579,-0.2174115831724869,-0.2469480590430064,17769,2290,66880,9571
LINK/USDT:USDT,15m,is,baseline,False,-0.6799237554753077,2049,2049,0,13707,3925,15700,4,-0.8003892457547161,-0.8995760910447729,-0.6451626044412445,0.055,200,0,-0.1203438395415473,-0.07754169507616,-0.1614386895581106,12689,1147,47819,5188
LINK/USDT:USDT,15m,is,pen_5bp,False,-0.7982289687890951,1974,1974,0,13328,3925,15700,4,-0.8652589391676595,-0.9253663630082344,-0.75811483506443,0.065,200,0,-0.1203438395415473,-0.1223675717411389,-0.2079314206232949,12689,1147,47819,5188
LINK/USDT:USDT,15m,oos_warm,baseline,False,-0.5514646527067752,928,928,0,6529,5905,23620,4,-0.4310850423818849,-0.6272840663854539,-0.1955276048252472,0.92,200,0,-0.1905162738496072,-0.124805388219005,-0.1460645554956251,18932,1737,72403,7757
LINK/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6630966765239402,882,882,0,6252,5905,23620,4,-0.5166775492270489,-0.685468545418409,-0.3655938011908,0.96,200,0,-0.1905162738496072,-0.1864490579211862,-0.1984159178732977,18932,1737,72403,7757
LTC/USDT:USDT,15m,is,baseline,False,-0.8886136379573844,1993,1993,0,13483,3877,15508,4,-0.8016476083863486,-0.8914228759830448,-0.6592734604822291,0.955,200,0,0.2465837242504587,-0.1754429796687275,-0.1936644901397506,12119,1411,45792,6240
LTC/USDT:USDT,15m,is,pen_5bp,False,-0.9345379923202368,1927,1927,0,13082,3877,15508,4,-0.8604186301569616,-0.9222219464230562,-0.761332688239513,1.0,200,0,0.2465837242504587,-0.2252046924200903,-0.2449633432050844,12119,1411,45792,6240
LTC/USDT:USDT,15m,oos_warm,baseline,False,-0.6061080890129251,918,918,0,6619,5832,23328,4,-0.5106711790280375,-0.6430255299667448,-0.3679022483483434,0.895,200,0,-0.2314130969965534,-0.1684316516849066,-0.2084576085989029,18486,1973,68947,8892
LTC/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.7294476984484024,864,864,0,6324,5832,23328,4,-0.567817184996453,-0.682615327606319,-0.4200205436261018,1.0,200,0,-0.2314130969965534,-0.2494518141368768,-0.2618334169031251,18486,1973,68947,8892
ADA/USDT:USDT,15m,is,baseline,False,-0.8163467613721136,1892,1892,0,13390,3902,15608,4,-0.8156538126051984,-0.902176226598748,-0.6815545239080578,0.395,200,0,2.6283825655856226,-0.130676307895061,-0.1988856841250997,12426,1248,46178,5638
ADA/USDT:USDT,15m,is,pen_5bp,False,-0.8921334896414072,1816,1816,0,12919,3902,15608,4,-0.8636431421378781,-0.9259969278491844,-0.780048603350044,0.77,200,0,2.6283825655856226,-0.190137806334559,-0.2468762209009212,12426,1248,46178,5638
ADA/USDT:USDT,15m,oos_warm,baseline,False,-0.619580913942661,955,955,0,6558,5854,23416,4,-0.5538236144035118,-0.6749237270614322,-0.3697985596259123,0.8,200,0,-0.5028636884306987,-0.1612864026417434,-0.2006869524197013,18655,1814,70057,8281
ADA/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.708345607685594,904,904,0,6337,5854,23416,4,-0.6256619649014538,-0.7419639212995544,-0.4653352228730801,0.89,200,0,-0.5028636884306987,-0.231315335245967,-0.2660024765984846,18655,1814,70057,8281
DOT/USDT:USDT,15m,is,baseline,False,-0.7123793209577025,2071,2071,0,13572,3917,15668,4,-0.6836887127005946,-0.8352790594071584,-0.4500715340604102,0.6,200,0,-0.1003690036900368,-0.0955264534497536,-0.1352995590286031,12685,1213,47068,5478
DOT/USDT:USDT,15m,is,pen_5bp,False,-0.8574392370132391,1997,1997,0,13179,3917,15668,4,-0.7908121737427009,-0.8956278424003667,-0.6522155329699585,0.865,200,0,-0.1003690036900368,-0.1513799154746654,-0.1898882636676554,12685,1213,47068,5478
DOT/USDT:USDT,15m,oos_warm,baseline,False,-0.4713286880920069,944,944,0,6144,5752,23008,4,-0.5533732664076235,-0.6825920675739992,-0.363384053311441,0.135,200,0,-0.8254792826221398,-0.0972248069261367,-0.1875048265827232,18553,1734,68898,7672
DOT/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6991201178160378,884,884,0,5923,5752,23008,4,-0.6242351228789017,-0.7380715445519554,-0.5020744566798296,0.89,200,0,-0.8254792826221398,-0.2052587831942343,-0.2552170903931631,18553,1734,68898,7672
BCH/USDT:USDT,15m,is,baseline,False,-0.8706120052183743,1913,1913,0,13354,3943,15772,4,-0.6883060701643842,-0.812339006336776,-0.4951688613967981,1.0,200,0,0.5596553247901015,-0.1722366337111857,-0.1449722385303917,12323,1472,46346,6372
BCH/USDT:USDT,15m,is,pen_5bp,False,-0.9141577328182302,1849,1849,0,12851,3943,15772,4,-0.8011171386655015,-0.886162149491358,-0.6798705782655505,1.0,200,0,0.5596553247901015,-0.2241190082798194,-0.207080267324709,12323,1472,46346,6372
BCH/USDT:USDT,15m,oos_warm,baseline,False,-0.5414724421967874,900,900,0,6653,5918,23672,4,-0.4004269189192299,-0.569530335589382,-0.2096942360261796,0.94,200,0,-0.3629114933363709,-0.1467710646395127,-0.1411651722783456,18535,2246,70131,9653
BCH/USDT:USDT,15m,oos_warm,pen_5bp,False,-0.6200838158064116,868,868,0,6363,5918,23672,4,-0.4822792049528954,-0.629735710425386,-0.324937537205881,0.955,200,0,-0.3629114933363709,-0.1920343175729224,-0.2036169631041544,18535,2246,70131,9653
