symbol,timeframe,direction,month,net_pp_sum,num_trades,symbol_buy_hold,funding_gap
ETH/USDT:USDT,4h,long,2025-04,4.694424649558006,1,-0.0585544661565688,False
ETH/USDT:USDT,4h,long,2025-06,11.459685562989112,3,-0.0211159664130438,False
ETH/USDT:USDT,4h,long,2025-07,8.0736114344271,2,0.5379027728662658,False
ETH/USDT:USDT,4h,long,2025-11,3.147017349612406,1,-0.2278120109293568,False
ETH/USDT:USDT,4h,long,2026-01,-1.947866991313692,3,-0.1838840429110504,False
ETH/USDT:USDT,4h,long,2026-02,11.23095443764884,2,-0.1346648803018015,False
ETH/USDT:USDT,4h,long,2026-03,-0.4349549532812362,3,0.0855888618930447,False
ETH/USDT:USDT,4h,long,2026-05,-1.6973695125600856,1,-0.1255393707994456,False
ETH/USDT:USDT,4h,long,2026-06,0.6942193902651521,2,-0.2166151545363908,False
ETH/USDT:USDT,4h,short,2024-09,-4.142109056054852,2,0.0729784908539727,False
ETH/USDT:USDT,4h,short,2024-11,1.7959126111579449,3,0.4754635546689918,False
ETH/USDT:USDT,4h,short,2024-12,2.3199925196610303,3,-0.1009554757978464,False
ETH/USDT:USDT,4h,short,2025-01,3.183115959539312,2,-0.0178188702610021,False
ETH/USDT:USDT,4h,short,2025-02,5.459065233348571,3,-0.282274678937944,False
ETH/USDT:USDT,4h,short,2025-05,-1.8791193367034391,1,0.375513692105879,False
ETH/USDT:USDT,4h,short,2025-08,-4.2698385435900725,2,0.2590508315119808,False
ETH/USDT:USDT,4h,short,2025-12,-2.654286950576693,1,0.0618165699721535,False
ETH/USDT:USDT,4h,short,2026-04,7.821741603215335,3,0.0550261829063023,False
ETH/USDT:USDT,4h,short,2026-07,-2.0844101484556465,1,0.2047896971166098,False
SOL/USDT:USDT,15m,long,2024-08,4.043962394162766,22,-0.1914473920164502,False
SOL/USDT:USDT,15m,long,2024-09,-3.624466388600142,11,0.1870322635911252,False
SOL/USDT:USDT,15m,long,2024-10,4.27148986269663,29,0.1623274120947675,False
SOL/USDT:USDT,15m,long,2024-11,7.508299744044633,20,0.432022167339317,False
SOL/USDT:USDT,15m,long,2024-12,-1.5999989030638926,24,-0.2018054500970219,False
SOL/USDT:USDT,15m,long,2025-01,0.6222212724086367,12,0.1924106683142827,False
SOL/USDT:USDT,15m,long,2025-02,3.035688049414185,24,-0.3043355723613133,False
SOL/USDT:USDT,15m,long,2025-03,5.1599401231666135,12,-0.1330268839671263,False
SOL/USDT:USDT,15m,long,2025-04,-3.164744260918745,15,0.1648499210110585,False
SOL/USDT:USDT,15m,long,2025-05,5.05254692122703,19,0.0372852119684203,False
SOL/USDT:USDT,15m,long,2025-06,-1.8967112554040304,16,-0.0183352366450958,False
SOL/USDT:USDT,15m,long,2025-07,10.837178638060474,20,0.1727638122487909,False
