symbol,timeframe,segment,arm,fill,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,mean_net_r,net_r_win,net_r_loss,hold_bars_median,n_take_profit,n_stop_loss,n_end_of_data
BNB/USDT:USDT,4h,full,ob_extend,baseline,107,71,61,0.6635514018691588,0.3620290124854666,0.0365578064770352,0.6229508196721312,19.996060101150057,0.5573770491803276,0.5069544284327343,1.4487394497818973,-1.049038215535448,1.7833333333333334,38,23,0
BNB/USDT:USDT,4h,full,fixed_1.5r,pen_5bp,107,70,60,0.6542056074766355,0.3431631558483088,0.0363784624916279,0.6166666666666667,19.38631292932222,0.5416666666666664,0.4919641169830607,1.4479691255077634,-1.045956983687113,1.7833333333333334,37,23,0
BNB/USDT:USDT,4h,full,ob_extend,pen_5bp,107,70,60,0.6542056074766355,0.3431631558483088,0.0363784624916279,0.6166666666666667,19.38631292932222,0.5416666666666664,0.4919641169830607,1.4479691255077634,-1.045956983687113,1.7833333333333334,37,23,0
BNB/USDT:USDT,4h,is,fixed_1.5r,baseline,71,46,40,0.647887323943662,0.2251429162465778,0.0363784624916279,0.625,19.90176723486443,0.5625,0.521751908031739,1.452669924982669,-1.0297781202198106,1.6541666666666668,25,15,0
BNB/USDT:USDT,4h,is,ob_extend,baseline,71,46,40,0.647887323943662,0.2251429162465778,0.0363784624916279,0.625,19.90176723486443,0.5625,0.521751908031739,1.452669924982669,-1.0297781202198106,1.6541666666666668,25,15,0
BNB/USDT:USDT,4h,is,fixed_1.5r,pen_5bp,71,46,40,0.647887323943662,0.1949773102857316,0.0363784624916279,0.6,17.30076052566296,0.5,0.4592873081898346,1.4516461115267445,-1.0292508968155296,1.4958333333333331,24,16,0
BNB/USDT:USDT,4h,is,ob_extend,pen_5bp,71,46,40,0.647887323943662,0.1949773102857316,0.0363784624916279,0.6,17.30076052566296,0.5,0.4592873081898346,1.4516461115267445,-1.0292508968155296,1.4958333333333331,24,16,0
BNB/USDT:USDT,4h,oos_warm,fixed_1.5r,baseline,36,25,21,0.6944444444444444,0.1117307168197659,0.0365578064770353,0.6190476190476191,19.689081413787644,0.547619047619047,0.4787687530060588,1.4411808436265676,-1.085150894252268,2.3083333333333336,13,8,0
BNB/USDT:USDT,4h,oos_warm,ob_extend,baseline,36,25,21,0.6944444444444444,0.1117307168197659,0.0365578064770353,0.6190476190476191,19.689081413787644,0.547619047619047,0.4787687530060588,1.4411808436265676,-1.085150894252268,2.3083333333333336,13,8,0
BNB/USDT:USDT,4h,oos_warm,fixed_1.5r,pen_5bp,36,24,20,0.6666666666666666,0.1240072462356158,0.0259187854890299,0.65,23.27932892309182,0.6249999999999993,0.5573177345695128,1.4411808436265676,-1.0841423251078748,2.4375,13,7,0
BNB/USDT:USDT,4h,oos_warm,ob_extend,pen_5bp,36,24,20,0.6666666666666666,0.1240072462356158,0.0259187854890299,0.65,23.27932892309182,0.6249999999999993,0.5573177345695128,1.4411808436265676,-1.0841423251078748,2.4375,13,7,0
BNB/USDT:USDT,4h,oos,fixed_1.5r,baseline,35,24,20,0.6857142857142857,0.0957420265370777,0.0365578064770352,0.6,17.70181623562617,0.4999999999999994,0.4297489126334868,1.43968211722399,-1.085150894252268,2.175,12,8,0
BNB/USDT:USDT,4h,oos,ob_extend,baseline,35,24,20,0.6857142857142857,0.0957420265370777,0.0365578064770352,0.6,17.70181623562617,0.4999999999999994,0.4297489126334868,1.43968211722399,-1.085150894252268,2.175,12,8,0
BNB/USDT:USDT,4h,oos,fixed_1.5r,pen_5bp,35,23,19,0.6571428571428571,0.1078419973460579,0.0259187854890298,0.631578947368421,21.22916991150124,0.578947368421052,0.5098520595227768,1.43968211722399,-1.0841423251078748,2.30625,12,7,0
BNB/USDT:USDT,4h,oos,ob_extend,pen_5bp,35,23,19,0.6571428571428571,0.1078419973460579,0.0259187854890298,0.631578947368421,21.22916991150124,0.578947368421052,0.5098520595227768,1.43968211722399,-1.0841423251078748,2.30625,12,7,0
XRP/USDT:USDT,4h,full,fixed_1.5r,baseline,102,69,58,0.6764705882352942,0.2354777687168118,0.0419799363467984,0.5862068965517241,14.274840616961573,0.4655172413793097,0.4038972209219196,1.4340214718454665,-1.0554454678864384,1.6916666666666669,34,24,0
XRP/USDT:USDT,4h,full,ob_extend,baseline,102,69,58,0.6764705882352942,0.2374543901988485,0.0419799363467984,0.5689655172413793,14.107215634347488,0.4723974954351353,0.4105944391075974,1.5257106562357212,-1.061358967501526,1.6916666666666669,33,25,0
XRP/USDT:USDT,4h,full,fixed_1.5r,pen_5bp,102,69,58,0.6764705882352942,0.2355874884623424,0.0419799363467985,0.5862068965517241,14.28276181914121,0.4655172413793097,0.4038534961096641,1.4340214718454665,-1.0555511361827223,1.6875,34,24,0
XRP/USDT:USDT,4h,full,ob_extend,pen_5bp,102,69,58,0.6764705882352942,0.2375642854832776,0.0419799363467984,0.5689655172413793,14.1149192725774,0.4723974954351353,0.4105507142953421,1.5257106562357212,-1.0614604090659585,1.6875,33,25,0
