lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
baseline,ETH/USDT:USDT,1h,is,default,-1,632.0,370.0,0.1883004014863458,0.15084582562690882,0.4810810810810811
baseline,ETH/USDT:USDT,1h,is,filter_bot3,-1,211.0,168.0,0.3651669523187673,0.08871293362079495,0.5535714285714286
baseline,ETH/USDT:USDT,1h,is,matched_random,0,211.0,167.0,-0.07950959152756931,0.16409261919887969,0.437125748502994
baseline,ETH/USDT:USDT,1h,is,matched_random,1,211.0,168.0,-0.08272900189630236,0.19115017627030956,0.43452380952380953
baseline,ETH/USDT:USDT,1h,is,matched_random,2,211.0,170.0,-0.07481079452687099,0.1333678840122458,0.4294117647058823
baseline,ETH/USDT:USDT,1h,is,matched_random,3,211.0,159.0,-0.04911966834861869,0.21518464822079308,0.44654088050314467
baseline,ETH/USDT:USDT,1h,is,matched_random,4,211.0,171.0,0.027056603721929785,0.0829856096175601,0.47368421052631576
baseline,ETH/USDT:USDT,1h,is,matched_random,5,211.0,168.0,0.020616010629407357,0.10321833119305948,0.4523809523809524
baseline,ETH/USDT:USDT,1h,is,matched_random,6,211.0,162.0,-0.10883285843313424,0.13683117991846938,0.41975308641975306
baseline,ETH/USDT:USDT,1h,is,matched_random,7,211.0,160.0,-0.07952260851005721,0.22255321366065273,0.425
baseline,ETH/USDT:USDT,1h,is,matched_random,8,211.0,165.0,0.13184243200642576,0.09943113674877731,0.4909090909090909
baseline,ETH/USDT:USDT,1h,is,matched_random,9,211.0,156.0,-0.006471793187604089,0.12769385461884772,0.4551282051282051
