threshold_atr,lens,barrier,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate,guard,threshold_fraction,mean_net_r,net_r_win,net_r_loss,cost_r_median,breakeven_win_rate,win_rate_margin,profit_factor,cap_hit_rate,effective_risk_mean,guard_reject_rate
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,1,159.0,121.0,-0.0136780744439993,0.1415043621265246,0.4380165289256198,0.003,0.3333333333333333,-0.0360088689950077,1.3724799664254437,-1.1338016377785949,0.1213347263968631,0.4485338905587452,-0.0105173616331254,0.9795115175172142,0.5619834710743802,0.0084863481821119,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,2,159.0,130.0,-0.0047775823669617,0.0856500377785161,0.4384615384615384,0.003,0.3333333333333333,-0.0368546430589206,1.3689448141588492,-1.1345336712974532,0.1228217045960821,0.4491286818384329,-0.0106671433768944,0.993162007589618,0.5769230769230769,0.0084870127007384,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,3,159.0,135.0,-0.0508460974450452,0.1313773564048158,0.4296296296296296,0.003,0.3333333333333333,-0.0631763855488695,1.3632711326679905,-1.1376433473226082,0.1270296973540128,0.4508118789416051,-0.0211822493119754,0.9267508511071804,0.5925925925925926,0.0082587701989075,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,4,159.0,130.0,0.2222856561968854,0.0747213570699162,0.5230769230769231,0.003,0.3333333333333333,0.1757661921090222,1.3673558004564568,-1.131138539626874,0.1154060066297243,0.4461624026518898,0.0769145204250333,1.3317581980790796,0.5384615384615384,0.0085370367345245,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,5,159.0,136.0,-0.0204004074875854,0.125742401941153,0.4411764705882353,0.003,0.3333333333333333,-0.0316466110685483,1.365822491877578,-1.134911692341806,0.1286041854644505,0.4514416741857802,-0.0102652035975449,0.9708960300871484,0.6029411764705882,0.0083716501294061,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,6,159.0,134.0,-0.0014978042497881,0.1234113559145229,0.4477611940298507,0.003,0.3333333333333333,-0.0131141039995002,1.366709278390769,-1.13188981945107,0.1218245717606947,0.4487298287042779,-0.0009686346744271,0.9978963675223838,0.5447761194029851,0.0084389676528625,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,7,159.0,121.0,0.1859434500304085,0.0675648183653705,0.512396694214876,0.003,0.3333333333333333,0.1475250062115102,1.369044715416443,-1.1361058746479105,0.1225597620145961,0.4490239048058385,0.0633727894090375,1.311348258876633,0.5785123966942148,0.0084806184029303,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,8,159.0,137.0,0.0786314103728693,0.0825015650602577,0.4598540145985401,0.003,0.3333333333333333,0.0259310666037218,1.3825727037871232,-1.1290476245118768,0.112423124003837,0.4449692496015348,0.0148847649970053,1.104436365310638,0.4817518248175182,0.008788845296982,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,9,159.0,129.0,0.0364441771030464,0.1195163125607653,0.4651162790697674,0.003,0.3333333333333333,0.0306861762795591,1.3671810011397263,-1.1314832366423253,0.121195509259327,0.4484782037037308,0.0166380753660366,1.054334078500981,0.5503875968992248,0.0085081143716974,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,10,159.0,126.0,0.0294301233779904,0.1138649241247598,0.4365079365079365,0.003,0.3333333333333333,-0.0408324306305797,1.3785700416182174,-1.1403695570204928,0.1255115854195336,0.4502046341678135,-0.0136966976598769,1.0438352005748062,0.6031746031746031,0.0084050269870179,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,11,159.0,127.0,0.1672527164341465,0.0956479228656822,0.5039370078740157,0.003,0.3333333333333333,0.1215117116453337,1.363931156012527,-1.1406286762832434,0.1239839023543947,0.4495935609417579,0.0543434469322578,1.2578662717422626,0.5826771653543307,0.0083234495299539,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,12,159.0,129.0,-0.0337135353885745,0.1284366463719851,0.4263565891472868,0.003,0.3333333333333333,-0.0653426901220372,1.3730120502287693,-1.1343901322746637,0.1165403239896403,0.4466161295958561,-0.0202595404485693,0.9504473876638128,0.5348837209302325,0.0084586917209262,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,13,159.0,134.0,0.0473505278942566,0.0980486800654825,0.4626865671641791,0.003,0.3333333333333333,0.0196987231186232,1.3652878088243043,-1.13900298957238,0.1290160150964912,0.4516064060385965,0.0110801611255826,1.0687426673303213,0.6268656716417911,0.008382326117365,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,14,159.0,124.0,0.1053365688885549,0.1041775110649396,0.4838709677419355,0.003,0.3333333333333333,0.0787340136628087,1.3701541422985146,-1.1319723569331654,0.1228035597656758,0.4491214239062703,0.0347495438356652,1.1686076749001393,0.5403225806451613,0.0085240650072403,0.0
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,15,159.0,130.0,0.1307091516388538,0.1057898043829332,0.4769230769230769,0.003,0.3333333333333333,0.0529973847921878,1.3694663722461586,-1.147312574357021,0.1273803264181532,0.4509521305672613,0.0259709463558156,1.2033660880810273,0.6230769230769231,0.0082649543352494,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,16,159.0,129.0,0.0921545794388457,0.0837100490207499,0.4651162790697674,0.003,0.3333333333333333,0.0310018955077695,1.3775708599619387,-1.1399276388002035,0.1260875320021643,0.4504350128008657,0.0146812662689017,1.1371804283454228,0.6124031007751938,0.0084467030838986,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,17,159.0,135.0,0.084236810848133,0.1429162681459086,0.4666666666666667,0.003,0.3333333333333333,0.0285318046969647,1.3698755557177338,-1.145143977446208,0.130422576446365,0.452169030578546,0.0144976360881206,1.125628501009869,0.6148148148148148,0.0082777855810135,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,18,159.0,126.0,0.1197327597895113,0.0926723300439678,0.492063492063492,0.003,0.3333333333333333,0.0934525444923335,1.3638135308793196,-1.1372096610700593,0.1238713186916623,0.4495485274766649,0.0425149645868271,1.18900845900581,0.5714285714285714,0.0083815185342911,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,19,159.0,137.0,-0.0178523382704348,0.133668180590542,0.4306569343065693,0.003,0.3333333333333333,-0.0547862465773776,1.3750412954283224,-1.1363224642483558,0.1213347263968631,0.4485338905587452,-0.0178769562521759,0.9759733518241042,0.5620437956204379,0.0085173734196906,0.0062893081761006
1.6,baseline,atr,BTC/USDT:USDT,1h,oos,matched_random,-1,159.0,130.05,0.0656129651221442,0.107106321764372,0.4652045791976518,0.003,0.3333333333333333,0.0295765090000149,1.3698650666036238,-1.1362096871228111,0.123305584605843,0.4493222338423372,0.0158823453553146,1.1014053228396878,0.5732453118490692,0.0084399414547168,0.0037735849056603
1.28,baseline,zone,BTC/USDT:USDT,1h,is,default,-1,714.0,385.0,1.0973741431628474,0.0778352879845957,0.5506493506493506,0.003,0.3333333333333333,0.2553033493426898,1.370011847075088,-1.1106978155085725,0.1015652160224976,0.440626086408999,0.1100232642403515,1.3782751836700806,0.412987012987013,0.0086632552007355,0.0378151260504201
1.28,baseline,zone,BTC/USDT:USDT,1h,is,filter_bot3,-1,203.0,159.0,0.7840706418461999,0.0426168653073974,0.6477987421383647,0.003,0.3333333333333333,0.4753070011285287,1.3538240139352224,-1.1405367902837829,0.1311095843725133,0.4524438337490054,0.1953549083893593,2.0933731958932293,0.610062893081761,0.0079524915893049,0.1133004926108374
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,0,203.0,161.0,0.193633065301215,0.0880487286863021,0.515527950310559,0.003,0.3333333333333333,0.15901140334438,1.3584202650635062,-1.1172826418182795,0.1078558517386619,0.4431423406954647,0.0723856096150942,1.2249877564196157,0.4409937888198758,0.0084914869027055,0.0344827586206896
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,1,203.0,163.0,0.3317044829077655,0.0552750449425273,0.5460122699386503,0.003,0.3333333333333333,0.2348873142057908,1.362506804007939,-1.1213036937994956,0.1131139311340869,0.4452455724536348,0.1007666974850154,1.3808381777657008,0.4601226993865031,0.0084219678572652,0.0394088669950738
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,2,203.0,158.0,0.3719051030291966,0.0941188404481436,0.5506329113924051,0.003,0.3333333333333333,0.2618077961784465,1.378599531682892,-1.1066553163410853,0.1007944950615024,0.440317798024601,0.110315113367804,1.3830661921387433,0.379746835443038,0.0087695033699483,0.0394088669950738
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,3,203.0,151.0,0.5156587829518903,0.0844675058806868,0.5960264900662252,0.003,0.3333333333333333,0.3649659785502578,1.3644374363534808,-1.1096640411594154,0.1015652160224977,0.4406260864089991,0.155400403657226,1.64218957190998,0.4172185430463576,0.0086156220332326,0.0246305418719211
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,4,203.0,147.0,0.2962268704658918,0.0596896274963489,0.5510204081632653,0.003,0.3333333333333333,0.2541980755270603,1.3658531521553212,-1.1101058821530778,0.1057901002690914,0.4423160401076366,0.1087043680556286,1.3695326707587032,0.4421768707482993,0.0085620460790999,0.0344827586206896
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,5,203.0,150.0,0.4604371572531159,0.0517652342179431,0.5733333333333334,0.003,0.3333333333333333,0.3122023703436896,1.374109327060757,-1.1147351027448695,0.1056843761114986,0.4422737504445995,0.1310595828887338,1.552662462725703,0.4,0.0085636874674755,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,6,203.0,160.0,0.2797249927666896,0.0873171233878988,0.53125,0.003,0.3333333333333333,0.2103245908687934,1.3764824305087682,-1.1113209607231778,0.111181353860842,0.4444725415443368,0.0867774584556632,1.2958401432354074,0.44375,0.0087178535720796,0.0394088669950738
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,7,203.0,150.0,0.3334238859817042,0.0533841870319862,0.5466666666666666,0.003,0.3333333333333333,0.2512546149340763,1.374258921199614,-1.102956460268484,0.0937948438831383,0.4375179375532553,0.1091487291134112,1.432864891530861,0.3666666666666666,0.0088262228015909,0.0541871921182266
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,8,203.0,155.0,0.1943784008295208,0.0691996156400764,0.5225806451612903,0.003,0.3333333333333333,0.1865979993255254,1.3651032788165254,-1.1033875093065153,0.1012745046204261,0.4405098018481704,0.0820708433131198,1.241069099031874,0.4129032258064516,0.0086371007072434,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,9,203.0,152.0,0.464706308725579,0.0741516957268001,0.5855263157894737,0.003,0.3333333333333333,0.3437738550878773,1.3684741593235028,-1.1038186381973714,0.100061448366843,0.4400245793467371,0.1455017364427365,1.5476219422856683,0.4013157894736842,0.0086245496822069,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,10,203.0,160.0,0.3131023164007954,0.0729228310349954,0.53125,0.003,0.3333333333333333,0.2082154394047351,1.3779252230302497,-1.1174556487041811,0.1034210481392714,0.4413684192557086,0.0898815807442914,1.346999069096495,0.41875,0.0086337811931836,0.0344827586206896
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,11,203.0,160.0,0.3581696107433625,0.1108204976710253,0.5375,0.003,0.3333333333333333,0.22973367396921,1.3806840053288068,-1.107857251664916,0.0963531317082879,0.4385412526833152,0.0989587473166848,1.386596668717747,0.3125,0.008954805928063,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,12,203.0,163.0,0.4458290106707414,0.0783706897074951,0.5521472392638037,0.003,0.3333333333333333,0.2607479232627893,1.3775151768304046,-1.1160884167520788,0.1029754903688709,0.4411901961475483,0.1109570431162553,1.4907917541489764,0.3987730061349693,0.0087141596555395,0.0147783251231527
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,13,203.0,149.0,0.387996120791344,0.0942027398410306,0.5771812080536913,0.003,0.3333333333333333,0.3144519268881735,1.3565077127270653,-1.1080369236220595,0.1117177017370671,0.4446870806948269,0.1324941273588644,1.5084175081174327,0.4429530201342282,0.0085132062483286,0.0344827586206896
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,14,203.0,146.0,0.2599344484161082,0.0802330934136271,0.547945205479452,0.003,0.3333333333333333,0.2470274220915092,1.3614902554183888,-1.103836618304708,0.0975940230463442,0.4390376092185377,0.1089075962609142,1.3423033996487357,0.3904109589041096,0.0086216056156649,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,15,203.0,164.0,0.3715350649671114,0.0706729213115778,0.5670731707317073,0.003,0.3333333333333333,0.2869937690266009,1.3566384403606566,-1.114090096241951,0.113624974217811,0.4454499896871244,0.1216231810445828,1.4316370594510046,0.4878048780487805,0.0083095431572911,0.0394088669950738
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,16,203.0,158.0,0.3685894755021822,0.0562344232710359,0.5569620253164557,0.003,0.3333333333333333,0.269021736231774,1.366526056386261,-1.1106979805338666,0.1052667625091121,0.4421067050036448,0.1148553203128108,1.4293519035288416,0.430379746835443,0.0085593531240498,0.0344827586206896
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,17,203.0,154.0,0.0698094184563173,0.1095260706788945,0.487012987012987,0.003,0.3333333333333333,0.0963222243105605,1.3623020002149515,-1.1055573097758868,0.1015748462137742,0.4406299384855097,0.0463830485274773,1.0802594223935476,0.3961038961038961,0.0087233166756111,0.0591133004926108
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,18,203.0,150.0,0.039221739659393,0.1225444230442046,0.4733333333333333,0.003,0.3333333333333333,0.0576580593947081,1.3677342098838328,-1.1197521518043785,0.1070656426300263,0.4428262570520106,0.0305070762813227,1.047869658349911,0.4533333333333333,0.0085377706336825,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,19,203.0,153.0,0.1208064071637496,0.1065370348392223,0.4901960784313725,0.003,0.3333333333333333,0.1011203465991759,1.3689227299246962,-1.1179204065984398,0.1053475803287087,0.4421390321314835,0.048057046299889,1.141520203711031,0.4183006535947712,0.008631558704575,0.0443349753694581
1.28,baseline,zone,BTC/USDT:USDT,1h,is,matched_random,-1,203.0,155.2,0.3088396331491837,0.0809741164135911,0.5419589119222334,0.003,0.3333333333333333,0.2325158259772567,1.368224555813881,-1.111126152525712,0.1043028660983931,0.4417211464393572,0.1002377654828763,1.363820977748299,0.4157101956240203,0.0086214570704418,0.0396551724137931
1.28,baseline,atr,BTC/USDT:USDT,1h,is,default,-1,714.0,433.0,0.4896566995995084,0.1103876959911371,0.4826789838337182,0.003,0.3333333333333333,0.0940847659519068,1.388889766364478,-1.114014542468751,0.1003265713209713,0.4401306285283885,0.0425483553053297,1.1787669975628488,0.3764434180138568,0.0089556277695933,0.0126050420168067
1.28,baseline,atr,BTC/USDT:USDT,1h,is,filter_bot3,-1,203.0,157.0,0.3360288239429861,0.0935893605058759,0.5095541401273885,0.003,0.3333333333333333,0.1790279056805803,1.414536989441523,-1.10461789562949,0.0815933239586494,0.4326373295834598,0.0769168105439287,1.381024960060861,0.2611464968152866,0.0093399081084747,0.0049261083743842
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,0,203.0,175.0,0.0339432147169527,0.1954079556703762,0.4514285714285714,0.003,0.3333333333333333,0.0141126338998099,1.3855842771652678,-1.1144942392040564,0.0989698358721963,0.4395879343488785,0.0118406370796928,1.0353694446594015,0.3714285714285714,0.0089849701449977,0.0098522167487684
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,1,203.0,174.0,0.2038193719047132,0.1132761852292021,0.4885057471264368,0.003,0.3333333333333333,0.1050060696936351,1.3857862707159367,-1.1182109762265409,0.1054810638678069,0.4421924255471228,0.046313321579314,1.209406065844553,0.3850574712643678,0.0088778739220946,0.0049261083743842
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,2,203.0,173.0,0.3533597516383588,0.0723455493915355,0.5144508670520231,0.003,0.3333333333333333,0.1757666380001931,1.392645233323834,-1.1135452070450929,0.0979603091564343,0.4391841236625737,0.0752667433894494,1.325679108671312,0.3468208092485549,0.0090166299317473,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,3,203.0,160.0,0.2070409811859854,0.0738561475780837,0.49375,0.003,0.3333333333333333,0.1220427440880951,1.3907732534754826,-1.1153610860551593,0.1021576903179544,0.4408630761271818,0.0528869238728182,1.2360023093213894,0.38125,0.0089925695442799,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,4,203.0,169.0,0.058808406986,0.1019874967185182,0.4556213017751479,0.003,0.3333333333333333,0.0285532750801986,1.3955212541498594,-1.1155394900107132,0.0960084134575275,0.4384033653830109,0.0172179363921369,1.0586780683158064,0.378698224852071,0.0089484544935236,0.0098522167487684
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,5,203.0,172.0,0.0669641761247448,0.1200775903760226,0.4593023255813953,0.003,0.3333333333333333,0.03608750598105,1.3922869768275676,-1.115952904738035,0.1033509061381286,0.4413403624552514,0.0179619631261439,1.06640976410205,0.3953488372093023,0.0089928915585287,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,6,203.0,171.0,0.1343929443232608,0.2076524829847374,0.4619883040935672,0.003,0.3333333333333333,0.0431879970614041,1.3986713330183542,-1.1207596501190202,0.1007491772653389,0.4402996709061355,0.0216886331874316,1.1330455823517285,0.3567251461988304,0.0089792431493815,0.0098522167487684
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,7,203.0,172.0,0.2337229779805673,0.0874612081924136,0.4941860465116279,0.003,0.3333333333333333,0.1229820045415352,1.388284921688716,-1.1132334892229516,0.0944035366985583,0.4377614146794233,0.0564246318322045,1.2581814067271369,0.3662790697674418,0.0088687350801126,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,8,203.0,172.0,-0.0182423718911632,0.1379962250242124,0.436046511627907,0.003,0.3333333333333333,-0.0211193677697624,1.389461442497702,-1.1117746334404823,0.1007903371894775,0.440316134875791,-0.004269623247884,0.9803940250204068,0.3720930232558139,0.009038198010059,0.0197044334975369
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,9,203.0,167.0,0.1707038443706043,0.1213385741525999,0.4850299401197604,0.003,0.3333333333333333,0.1029147963811505,1.392720089866187,-1.1119018172501045,0.0983530862834104,0.4393412345133641,0.0456887056063963,1.1768207417319936,0.3532934131736527,0.0090284227267661,0.0197044334975369
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,10,203.0,177.0,0.1176682523175537,0.116254668647,0.4689265536723164,0.003,0.3333333333333333,0.0573754724281367,1.3887800321357404,-1.1182264260370878,0.1018214534579514,0.4407285813831805,0.0281979722891358,1.119776296088404,0.4067796610169492,0.0088352582209411,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,11,203.0,175.0,0.0902805866544755,0.1047683828333537,0.4628571428571428,0.003,0.3333333333333333,0.0433972769116525,1.3859922481302691,-1.1135196663724745,0.0979603091564343,0.4391841236625737,0.0236730191945691,1.091301886262967,0.3428571428571428,0.0089751214483979,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,12,203.0,175.0,0.1063951794575647,0.1111356479920899,0.4628571428571428,0.003,0.3333333333333333,0.0446283906489492,1.3893445455448294,-1.1141163811230326,0.1031881721006689,0.4412752688402676,0.0215818740168752,1.1086593861745404,0.3885714285714285,0.0090228573460283,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,13,203.0,169.0,0.2217898399488296,0.1156056126139394,0.5029585798816568,0.003,0.3333333333333333,0.1403138211978712,1.3797869963596083,-1.1139149870015057,0.1054513217803264,0.4421805287121306,0.0607780511695261,1.236880887920751,0.3905325443786982,0.0089603766931801,0.0197044334975369
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,14,203.0,167.0,-0.0242728012325293,0.1561606853383545,0.437125748502994,0.003,0.3333333333333333,-0.0186812008390685,1.389542194346224,-1.1123014970999874,0.1028471952370504,0.4411388780948201,-0.0040131295918261,0.9733150741512112,0.3772455089820359,0.0090571848071707,0.0
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,15,203.0,172.0,0.1722821030689654,0.0638212774727374,0.4825581395348837,0.003,0.3333333333333333,0.0959969478609668,1.3901826714486514,-1.1109402999792335,0.1007903371894775,0.440316134875791,0.0422420046590927,1.1803867288423449,0.3720930232558139,0.0089919313996365,0.0197044334975369
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,16,203.0,173.0,0.2571435980640892,0.110825441007737,0.4971098265895953,0.003,0.3333333333333333,0.1320061398046035,1.3906845278182902,-1.112204680530765,0.0979399256877978,0.4391759702751192,0.0579338563144761,1.2601259358831571,0.3699421965317919,0.0090484403522563,0.0098522167487684
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,17,203.0,168.0,-0.0490015682402112,0.1391174338541205,0.4345238095238095,0.003,0.3333333333333333,-0.0321770231511786,1.3775890558752033,-1.1154709575609247,0.0981566977199223,0.4392626790879689,-0.0047388695641594,0.9465108442221016,0.369047619047619,0.0088024757884555,0.0147783251231527
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,18,203.0,170.0,-0.2329576022710196,0.2527846726221988,0.3705882352941176,0.003,0.3333333333333333,-0.1896819567115653,1.3855178556425405,-1.1171360518359452,0.1002709013324162,0.4401083605329665,-0.0695201252388488,0.7525554609302436,0.3823529411764705,0.0089157832487559,0.0
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,19,203.0,167.0,-0.0555909057249959,0.2014541452926737,0.4311377245508982,0.003,0.3333333333333333,-0.0383428223566012,1.3831226885932455,-1.115664051708064,0.1061599847176199,0.442463993887048,-0.0113262693361497,0.9416306524265264,0.4131736526946107,0.008926696717094,0.0197044334975369
1.28,baseline,atr,BTC/USDT:USDT,1h,is,matched_random,-1,203.0,170.9,0.1024124989691373,0.1301663691495954,0.4645476259290498,0.003,0.3333333333333333,0.0482184671375537,1.3886138934311754,-1.1147134246280588,0.1006405327313249,0.4402562130925299,0.0242914128365197,1.104556483482401,0.3759795142455583,0.0089632057291704,0.0130541871921182
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,default,-1,337.0,183.0,0.1687345677596191,0.1151545281559804,0.5027322404371585,0.003,0.3333333333333333,0.1028358236266406,1.3444186279417516,-1.1523907477688562,0.1212380559969825,0.448495222398793,0.0542370180383654,1.1973760115126335,0.5355191256830601,0.0078095814025605,0.1068249258160237
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,filter_bot3,-1,120.0,84.0,0.0730444922972547,0.0416301745818833,0.5238095238095238,0.003,0.3333333333333333,0.1033818448249443,1.2975189794534758,-1.2101690032664405,0.1994464761740269,0.4797785904696107,0.044030933339913,1.244216092154936,0.8571428571428571,0.0061843756257876,0.2
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,0,120.0,87.0,0.0481845204918761,0.0749696928502626,0.4827586206896552,0.003,0.3333333333333333,0.0594249202831109,1.3505194171048756,-1.1455966100838697,0.1228845515795833,0.4491538206318333,0.0336048000578218,1.1148568678596529,0.5402298850574713,0.0079873650687722,0.1083333333333333
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,1,120.0,86.0,-0.0116466594919969,0.0790552813311385,0.4302325581395348,0.003,0.3333333333333333,-0.0677814642953176,1.3670060494406333,-1.1511924440551171,0.1125356157020644,0.4450142462808258,-0.0147816881412909,0.97379270595751,0.4767441860465116,0.0081858925816586,0.1333333333333333
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,2,120.0,92.0,0.018503765129386,0.0778263463815359,0.4673913043478261,0.003,0.3333333333333333,0.022135394461125,1.3546127481996617,-1.1471814669828966,0.1125356157020644,0.4450142462808258,0.0223770580670003,1.0396489865226042,0.4673913043478261,0.0080880256219518,0.1166666666666666
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,3,120.0,86.0,-0.0114292471337659,0.0871592359742565,0.4534883720930232,0.003,0.3333333333333333,-0.0002173226742725,1.3592165108635947,-1.128258163269524,0.1064156933934335,0.4425662773573734,0.0109220947356498,0.9737970763319348,0.4418604651162791,0.0084215458926526,0.1166666666666666
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,4,120.0,87.0,0.028718906145587,0.0755212043301078,0.4827586206896552,0.003,0.3333333333333333,0.0505671137706057,1.338478219720536,-1.1514832517826623,0.1228845515795833,0.4491538206318333,0.0336048000578218,1.0703457378350074,0.5632183908045977,0.007684829105645,0.1166666666666666
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,5,120.0,88.0,0.0807086732975398,0.0794819480393738,0.5227272727272727,0.003,0.3333333333333333,0.1633309725253003,1.342859476763385,-1.1285335797354592,0.114477245704857,0.4457908982819428,0.0769363744453298,1.202710616791953,0.4886363636363636,0.0080254184897641,0.0916666666666666
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,6,120.0,89.0,-0.0610963154311906,0.0975351967802412,0.4157303370786517,0.003,0.3333333333333333,-0.1072809703782976,1.3541544347940448,-1.1471484702124644,0.1124634844900489,0.4449853937960196,-0.0292550567173678,0.8663519539449721,0.4719101123595505,0.0080822871607355,0.0833333333333333
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,7,120.0,82.0,0.0777340527716398,0.0644332302389655,0.5,0.003,0.3333333333333333,0.1066737592718461,1.357114683727879,-1.1437671651841863,0.1117952745171661,0.4447181098068665,0.0552818901931335,1.2010021587325033,0.4756097560975609,0.0081288583194274,0.125
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,8,120.0,87.0,0.0837411883008657,0.0557286916575987,0.4712643678160919,0.003,0.3333333333333333,0.0325840610476488,1.366899984971474,-1.1566975233192387,0.1197666442888589,0.4479066577155436,0.0233577101005483,1.2003446982166823,0.5632183908045977,0.0080144962525397,0.1
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,9,120.0,91.0,-0.0445816380323085,0.1548351972537431,0.4395604395604395,0.003,0.3333333333333333,-0.0502920902469892,1.3456275330431926,-1.1451310104745829,0.1159375570956296,0.4463750228382518,-0.0068145832778122,0.9007097155331474,0.5054945054945055,0.0080670352634451,0.0916666666666666
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,10,120.0,92.0,0.0831892143997802,0.0822611649739274,0.4891304347826087,0.003,0.3333333333333333,0.0749853342106015,1.3560601589210002,-1.151575668171695,0.1159777648304772,0.4463911059321909,0.0427393288504178,1.1905791936052197,0.5217391304347826,0.0080164558003991,0.1
1.28,baseline,zone,BTC/USDT:USDT,1h,oos,matched_random,11,120.0,85.0,-0.0517763279921662,0.118356311750567,0.4235294117647059,0.003,0.3333333333333333,-0.1008321365885117,1.3396312125722951,-1.1591317400535943,0.1351022786643824,0.454040911465753,-0.0305114997010471,0.8781688239497261,0.6,0.0076671839958539,0.1083333333333333
