symbol,timeframe,detector,direction,num_zones,born_dead,born_dead_share,num_taps,width_atr_p10,width_atr_p50,width_atr_p90,delay_bars_p50,delay_move_atr_p50
BCH/USDT:USDT,1h,lux,bullish,1809,359,0.1984521835268104,2580,0.5070189770201868,0.7996072988027778,1.3511465368770126,5.0,0.7358854080145678
BCH/USDT:USDT,1h,lux,bearish,2589,363,0.14020857473928158,3724,0.5467490862372216,0.8849618062978011,1.555289708358375,5.0,0.6573668163185161
BCH/USDT:USDT,2h,flux,bullish,357,0,0.0,750,0.790194009210404,1.3519591683936838,2.268689716385223,11.0,3.241049917836666
BCH/USDT:USDT,2h,flux,bearish,353,0,0.0,779,0.774146257103122,1.30296451836591,2.421336629799658,10.0,3.150773887932329
BCH/USDT:USDT,2h,lux,bullish,930,169,0.1817204301075269,1342,0.5152771418238997,0.8136345963733287,1.322850259859303,5.0,0.741562708456051
BCH/USDT:USDT,2h,lux,bearish,1280,167,0.13046875,1920,0.5382723820996249,0.8929920532583377,1.5379432298016968,5.0,0.5698057835855082
BCH/USDT:USDT,4h,flux,bullish,184,0,0.0,410,0.756518003236543,1.2609735584111637,2.263723846765751,9.0,3.137896674399404
BCH/USDT:USDT,4h,flux,bearish,196,0,0.0,434,0.7246292894459327,1.2202441915669795,2.154487203007868,9.0,2.8872738162517133
BCH/USDT:USDT,4h,lux,bullish,452,74,0.16371681415929204,662,0.5083813835865425,0.8193343583068433,1.290567712928329,5.0,0.709488241671862
BCH/USDT:USDT,4h,lux,bearish,659,70,0.1062215477996965,1051,0.5489465194621345,0.8891948409397125,1.4829394767710529,5.0,0.6366345170205211
