arm,label,kind,threshold,stop_limit,scope,segment,num_cells,num_symbols,num_trades,win_rate,mean_net_r,sum_net_r,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events,wallet_defined,trip_days,trading_days,trip_day_share,blocked_candidates,blocked_share_of_base,gross_r,cost_r,slippage_r,entry_fee_r,take_profit_fee_r,stop_fee_r,other_fee_r,funding_r,identity_max_abs,stop_width_p50,reentry_trades,symbols_below_gate,min_symbol_trades
loss-8R_reentry,하루 -8R · 재진입 재무장만,loss,-8.0,,reentry,is,12,12,1678,0.41179976162097737,-0.010112635350815295,-16.969002118668065,-0.2908421488057245,0.6249530324490429,-0.4653824106845006,9,0.14797615436011455,0,True,17,443,0.03837471783295711,91,0.052662037037037035,0.029499404052443334,0.03961203940325865,0.013283462753074748,0.009864447034557657,0.004556961814137661,0.010621456817359749,0.0,0.0012857109841288407,2.842170943040401e-14,0.028977159564968463,155,0,114
loss-8R_reentry,하루 -8R · 재진입 재무장만,loss,-8.0,,reentry,oos_warm,12,12,834,0.3932853717026379,-0.06736451608342174,-56.18200641357373,-0.4572956296553154,0.7445930844366406,-0.6141550857960297,8,0.22968998144804298,0,True,5,228,0.021929824561403508,52,0.05956471935853379,-0.015834184037520304,0.051530332045901586,0.019350773932260798,0.012912118236586114,0.005168641826873424,0.015467293025349948,5.585810887538682e-06,-0.001374080786056237,2.842170943040401e-14,0.021734532540909735,45,0,60
loss-8R_reentry,하루 -8R · 재진입 재무장만,loss,-8.0,,reentry,oos,12,12,785,0.3872611464968153,-0.08531562830635098,-66.97276822048552,-0.5522667393714266,0.7686787866067328,-0.7184623135098617,8,0.23055775901367487,0,True,4,227,0.01762114537444934,50,0.060753341433778855,-0.0324961746545131,0.05281945365183806,0.019939094112610724,0.013096193369513464,0.005114056489537376,0.01592418411716879,1.911553527654928e-05,-0.0012731899722688723,2.842170943040401e-14,0.021085369079962023,36,0,57
loss-10R_reentry,하루 -10R · 재진입 재무장만,loss,-10.0,,reentry,full,12,12,2528,0.40466772151898733,-0.03154145364572932,-79.73679481640372,-0.8076876050742947,1.0546421189898612,-0.7658404595559866,9,6.329260673409393,40,False,9,671,0.013412816691505217,104,0.03998462129950019,0.01198350099395096,0.043524954639680286,0.015302612580677938,0.010849788060334601,0.004731139728261536,0.012234126232217058,1.8427872943857833e-06,0.0004054452508948374,2.842170943040401e-14,0.026120389767914944,217,0,188
loss-10R_reentry,하루 -10R · 재진입 재무장만,loss,-10.0,,reentry,is,12,12,1689,0.4103019538188277,-0.013869314140604164,-23.425271583480434,-0.34909680722548536,0.6583470401648266,-0.5302625908944376,9,0.16004188155884144,0,True,6,443,0.013544018058690745,59,0.03414351851851852,0.02575488454706923,0.039624198687673425,0.01332220549946384,0.009843971572424389,0.004520240349547675,0.010652435517372483,0.0,0.0012853457488650384,2.842170943040401e-14,0.02879298966354165,167,0,114
loss-10R_reentry,하루 -10R · 재진입 재무장만,loss,-10.0,,reentry,oos_warm,12,12,839,0.3933253873659118,-0.0671174293598609,-56.31152323292329,-0.4585907978488108,0.7457943897605839,-0.6149024505212869,8,0.23067028785441962,0,True,3,228,0.013157894736842105,45,0.05154639175257732,-0.015739820604638778,0.051377608755222244,0.019289391555851434,0.012874608141479223,0.0051557035550168565,0.015418244965676519,5.552522384037259e-06,-0.0013658919851858185,2.842170943040401e-14,0.021860025314860962,50,0,60
loss-10R_reentry,하루 -10R · 재진입 재무장만,loss,-10.0,,reentry,oos,12,12,790,0.38734177215189874,-0.08493960131624691,-67.10228503983505,-0.5535619075649222,0.7699213172605781,-0.7189850380224898,8,0.2316160473914115,0,True,3,227,0.013215859030837005,44,0.053462940461725394,-0.03229050266302884,0.05264909865321824,0.019870180929434517,0.013055191666400403,0.005100661194093097,0.01586920212030157,1.899455087606479e-05,-0.0012651318078874237,2.842170943040401e-14,0.021473761705720434,41,0,58
loss-15R_reentry,하루 -15R · 재진입 재무장만,loss,-15.0,,reentry,full,12,12,2550,0.40431372549019606,-0.032493998002391014,-82.85969490609709,-0.8311942253927825,1.063993576207031,-0.7812022966866573,9,207.73045987237586,51,False,3,671,0.004470938897168405,56,0.021530180699730873,0.011095800201061972,0.043589798203453045,0.01534448698410062,0.010858666027496763,0.0047230903938960435,0.012267624903750884,1.8268887373361805e-06,0.00039410300547146283,2.842170943040401e-14,0.026071002599221967,240,0,191
loss-15R_reentry,하루 -15R · 재진입 재무장만,loss,-15.0,,reentry,is,12,12,1691,0.410408042578356,-0.013591281009029047,-22.98285618626812,-0.34467265325336205,0.6551250207709162,-0.5261173704642965,9,0.15879262482266623,0,True,2,443,0.004514672686230248,42,0.024305555555555556,0.026020106445889965,0.039611387454919045,0.013318887011467839,0.009840621821602488,0.004518271038303941,0.010649782054370881,0.0,0.0012838255291738913,2.842170943040401e-14,0.02879298966354165,170,0,114
loss-15R_reentry,하루 -15R · 재진입 재무장만,loss,-15.0,,reentry,oos_warm,12,12,859,0.39231664726426074,-0.06970528372506303,-59.87683871982914,-0.486521572139422,0.7618078318093208,-0.6386408117962189,8,0.24458522664094398,0,True,1,228,0.0043859649122807015,14,0.016036655211912942,-0.018283713023622736,0.051421570701440364,0.01933201847853832,0.012862755378098863,0.005126291244077939,0.01545245873180862,5.423243632371665e-06,-0.0013573763747157398,2.842170943040401e-14,0.021820409913384027,70,0,61
loss-15R_reentry,하루 -15R · 재진입 재무장만,loss,-15.0,,reentry,oos,12,12,810,0.38641975308641974,-0.08724395126758133,-70.66760052674088,-0.5814926818555338,0.7864842944009925,-0.7393570170379743,8,0.24671145667717015,0,True,1,227,0.004405286343612335,13,0.015795868772782502,-0.034579626054065164,0.05266432521351633,0.019901046039454726,0.013038163031533538,0.005070828690539944,0.015894350863529937,1.852554961986566e-05,-0.0012585889611617077,2.842170943040401e-14,0.021326653505198946,61,0,58
loss-20R_reentry,하루 -20R · 재진입 재무장만,loss,-20.0,,reentry,full,12,12,2556,0.40375586854460094,-0.03390505705750087,-86.66132583897222,-0.8692105347215338,1.0916800642257452,-0.7962136189946878,9,63.265127832638186,97,False,3,671,0.004470938897168405,50,0.019223375624759707,0.00970042664816433,0.043605483705665256,0.015358784497507907,0.010857105478288732,0.004715531764614517,0.01227906148394257,1.8226002661217765e-06,0.0003931778810454735,2.842170943040401e-14,0.02606801691796519,246,0,192
loss-20R_reentry,하루 -20R · 재진입 재무장만,loss,-20.0,,reentry,is,12,12,1692,0.4101654846335697,-0.01418798332595862,-24.006067787521985,-0.3549047692659008,0.6625768582161937,-0.535643170848714,9,0.16171203841195217,0,True,2,443,0.004514672686230248,41,0.023726851851851853,0.025413711583924307,0.03960169490988296,0.013317198379004103,0.009837397274635307,0.004515600665349861,0.010648431823852878,0.0,0.0012830667670408096,2.842170943040401e-14,0.028866638965838427,171,0,114
loss-20R_reentry,하루 -20R · 재진입 재무장만,loss,-20.0,,reentry,oos_warm,12,12,864,0.3912037037037037,-0.07251765978177128,-62.65525805145039,-0.5143057654556347,0.7875784610757427,-0.6530216237162598,8,0.2708825135103441,0,True,1,228,0.0043859649122807015,9,0.010309278350515464,-0.021071423017698983,0.05144623676407237,0.019356890646244462,0.012854034043776675,0.0051070635006744735,0.015472377901618229,5.391859120610255e-06,-0.0013495211873620608,2.842170943040401e-14,0.021789645844241715,75,0,61
loss-20R_reentry,하루 -20R · 재진입 재무장만,loss,-20.0,,reentry,oos,12,12,815,0.3852760736196319,-0.09011781577713147,-73.44601985836215,-0.6092768751717463,0.8131392972501454,-0.749289669349623,8,0.27562008160856205,0,True,1,227,0.004405286343612335,8,0.009720534629404616,-0.037434965771524886,0.052682850005606734,0.01992392262239157,0.01302784122647643,0.005050785184364601,0.015912756632924897,1.8411895941216176e-05,-0.0012508675564920039,2.842170943040401e-14,0.0212287188481445,66,0,58
loss-30R_reentry,하루 -30R · 재진입 재무장만,loss,-30.0,,reentry,full,12,12,2596,0.4071648690292758,-0.024960300942208996,-64.79694124597455,-0.6505666887915558,0.9378875685306275,-0.6936510415750445,9,0.5730485912878871,0,True,2,671,0.0029806259314456036,7,0.002691272587466359,0.01821813964279969,0.04317844058500873,0.015186685954870417,0.01076619581219969,0.004695165058179402,0.012141479572458648,1.7945170570906241e-06,0.00038711967024354014,2.842170943040401e-14,0.026274854232736646,286,0,192
loss-30R_reentry,하루 -30R · 재진입 재무장만,loss,-30.0,,reentry,is,12,12,1728,0.4149305555555556,-0.001740819238847526,-3.008135644728525,-0.14492544783796438,0.5385342360074312,-0.2691109276773344,9,0.11503409303031714,0,True,1,443,0.002257336343115124,2,0.0011574074074074073,0.03732638888888883,0.0390672081277364,0.013118628379978977,0.009721287179972662,0.004481301105758263,0.010489655252632372,0.0,0.0012563362093941262,2.842170943040401e-14,0.029500411267646964,207,0,114
loss-30R_reentry,하루 -30R · 재진입 재무장만,loss,-30.0,,reentry,oos_warm,12,12,868,0.391705069124424,-0.07118525990926973,-61.788805601246125,-0.505641240953592,0.7795418682486379,-0.6486389782880985,8,0.26209460070628343,0,True,1,228,0.0043859649122807015,5,0.0057273768613974796,-0.01982224595310131,0.05136301395616847,0.019303740666174966,0.012846382582347488,0.005120921866686006,0.015429904024831704,5.367011843556752e-06,-0.001343302195715231,2.842170943040401e-14,0.021789645844241715,79,0,61
loss-30R_reentry,하루 -30R · 재진입 재무장만,loss,-30.0,,reentry,oos,12,12,819,0.38583638583638585,-0.0886197404251012,-72.57956740815789,-0.6006123506697039,0.8048269117631882,-0.7462627577324696,8,0.26590359474834474,0,True,1,227,0.004405286343612335,4,0.004860267314702308,-0.03603113199486299,0.052588608430238326,0.01986482334204369,0.013018883110174436,0.005065747546957093,0.015865590772148427,1.8321972151515487e-05,-0.0012447583132368537,2.842170943040401e-14,0.0212287188481445,70,0,59
loss-1R_both,하루 -1R · 둘 다,loss,-1.0,,both,full,12,12,1267,0.425414364640884,0.015604932313634459,19.77144924137486,0.11818142369647049,0.40442527973067294,0.2922206637902888,9,0.09133593605384328,0,True,286,671,0.4262295081967213,2408,0.9257977700884276,0.06416281808422113,0.0485578857705867,0.01632722259280016,0.012278877479130125,0.005760821005626228,0.013051570337311597,3.67684789282341e-06,0.0011357175078257093,2.842170943040401e-14,0.024805318567132396,82,0,93
loss-1R_both,하루 -1R · 둘 다,loss,-1.0,,both,is,12,12,849,0.4369846878680801,0.04852208635779294,41.19525131776621,0.26535843447365387,0.3981467346250569,0.6664840155565949,9,0.09133593605384328,0,True,187,443,0.4221218961625282,1605,0.9288194444444444,0.09246171967020034,0.043939633312407404,0.013569469314115488,0.011008951216109971,0.005599655834397206,0.010850147663567967,0.0,0.0029114092842166864,2.842170943040401e-14,0.0274943025954703,57,0,62
loss-1R_both,하루 -1R · 둘 다,loss,-1.0,,both,oos_warm,12,12,418,0.4019138755980861,-0.05125311501529025,-21.423802076391325,-0.1471770107771832,0.3807203427015299,-0.3865751163513853,8,0.09566323659322093,0,True,99,228,0.4342105263157895,803,0.9198167239404352,0.006684905532794698,0.05793802054808495,0.021928496596635785,0.014858225319570656,0.006088163662021993,0.017522880983264565,1.1144895407194403e-05,-0.002470890908815288,2.842170943040401e-14,0.01992464824233702,25,0,29
loss-1R_both,하루 -1R · 둘 다,loss,-1.0,,both,oos,12,12,406,0.39901477832512317,-0.06225704503172678,-25.276360282881072,-0.16440781639888047,0.3502122386512468,-0.46945194443248267,8,0.09463815476627226,0,True,95,227,0.4185022026431718,725,0.8809234507897934,-0.0037179731620510066,0.0585390718696758,0.022475536836417696,0.014903903901412777,0.005912945572212384,0.01793447941402676,3.6959840374608826e-05,-0.0027247536947684644,2.842170943040401e-14,0.019834964202638757,23,0,27
loss-2R_both,하루 -2R · 둘 다,loss,-2.0,,both,full,12,12,1625,0.41846153846153844,-0.0014864349767798894,-2.41545683726732,-0.062003524698896396,0.5111001207082533,-0.12131385258327754,9,0.09147142211464877,0,True,172,671,0.2563338301043219,1701,0.6539792387543253,0.04664264031551265,0.04812907529229264,0.01650226793545888,0.012088464438813042,0.005496885792691887,0.013192346631175803,2.8668100185890834e-06,0.0008462436841344157,2.842170943040401e-14,0.024468831217617153,108,0,124
loss-2R_both,하루 -2R · 둘 다,loss,-2.0,,both,is,12,12,1092,0.43223443223443225,0.037168844737410243,40.588378453251984,0.27435995907659055,0.3777919634385128,0.726219680745654,9,0.09147142211464877,0,True,111,443,0.2505643340857788,1121,0.6487268518518519,0.0805860805860806,0.04341723584867047,0.013870068403270559,0.010905906091747443,0.005373995946555817,0.011090506695256398,0.0,0.0021767587118402135,2.842170943040401e-14,0.02681513199545805,81,0,78
loss-2R_both,하루 -2R · 둘 다,loss,-2.0,,both,oos_warm,12,12,533,0.3902439024390244,-0.08068261780585237,-43.00383529051931,-0.33636348377548614,0.48577608178851067,-0.6924249595350119,8,0.11465713829613892,0,True,61,228,0.2675438596491228,580,0.6643757159221076,-0.022900017799797126,0.05778260000605526,0.021895066977015456,0.014511266905971898,0.005748660111604807,0.01749855528037652,8.740274446917936e-06,-0.001879689543360388,2.842170943040401e-14,0.01986776190501692,27,0,37
loss-2R_both,하루 -2R · 둘 다,loss,-2.0,,both,oos,12,12,517,0.390715667311412,-0.08236555188437798,-42.58299032422342,-0.3157231535325003,0.47175652053252665,-0.6692502165653306,8,0.1122133060606352,0,True,57,227,0.2511013215859031,508,0.6172539489671932,-0.024196319349695853,0.058169232534682196,0.02225707477725288,0.01454454612392464,0.0056368769491525975,0.017767732436396014,2.902455549727502e-05,-0.0020660223075412466,2.842170943040401e-14,0.01980216650026059,25,0,35
loss-3R_both,하루 -3R · 둘 다,loss,-3.0,,both,full,12,12,1845,0.4113821138211382,-0.01839049301875168,-33.93045961959685,-0.3708879983306068,0.6370827557787767,-0.582166123578764,9,0.1325268558291925,0,True,117,671,0.17436661698956782,1258,0.48366013071895425,0.028885794315830927,0.047276287334582605,0.0164023092232045,0.011888048902938653,0.005332902372519304,0.013112761486702231,2.5249681735540705e-06,0.0005377403810443161,2.842170943040401e-14,0.02448436616844446,129,0,139
loss-3R_both,하루 -3R · 둘 다,loss,-3.0,,both,is,12,12,1230,0.42276422764227645,0.014083217768526637,17.322357855287763,0.03816935283907533,0.5592005348498028,0.0682570034546325,9,0.1325268558291925,0,True,81,443,0.18284424379232506,839,0.4855324074074074,0.05691056910569107,0.0428273513371644,0.01390379374156037,0.010756694634829237,0.005206559252025602,0.011117473475752928,0.0,0.0018428302329962264,2.842170943040401e-14,0.026836458610010293,94,0,88
loss-3R_both,하루 -3R · 둘 다,loss,-3.0,,both,oos_warm,12,12,615,0.3886178861788618,-0.08333791459330825,-51.25281747488457,-0.40905735116968245,0.5902742947809431,-0.6929953663685929,8,0.13618197947613805,0,True,36,228,0.15789473684210525,419,0.47995418098510884,-0.02716375526388926,0.05617415932941909,0.02139934018649279,0.014150757439157533,0.005585588613506707,0.01710333750860082,7.5749045206622125e-06,-0.002072439322859504,2.842170943040401e-14,0.019981534579657127,35,0,41
loss-3R_both,하루 -3R · 둘 다,loss,-3.0,,both,oos,12,12,588,0.3877551020408163,-0.08885735145899175,-52.248122657887144,-0.4029485095221914,0.5818883302634126,-0.6924842595481892,8,0.1357907052481391,0,True,35,227,0.15418502202643172,375,0.4556500607533414,-0.03147873657107616,0.05737861488791574,0.021930609409328075,0.014296341785548033,0.005517802274501636,0.017510195393918137,2.5519889782468e-05,-0.0019018538651627002,2.842170943040401e-14,0.01979893687373417,32,0,39
loss-5R_both,하루 -5R · 둘 다,loss,-5.0,,both,full,12,12,2072,0.40685328185328185,-0.02897060733058876,-60.02709838897991,-0.6091974443644217,0.797759802921551,-0.7636351720573318,9,0.2215062192736108,0,True,66,671,0.09836065573770492,790,0.3037293348712034,0.01751654947524522,0.046487156805834026,0.016230546214889098,0.011571484848618432,0.005082769672557121,0.012975696410627421,2.2483427993278285e-06,0.0006244113163426506,2.842170943040401e-14,0.024877041416700853,160,0,156
loss-5R_both,하루 -5R · 둘 다,loss,-5.0,,both,is,12,12,1383,0.41576283441793205,-0.0029214628542825246,-4.040383127472731,-0.16673953410456543,0.7042534281817024,-0.23676069924865945,9,0.19961768936914376,0,True,47,443,0.10609480812641084,533,0.30844907407407407,0.03940708604483009,0.042328548899112646,0.013935120175111759,0.010524852649669392,0.004958685996833037,0.011142522092020596,0.0,0.0017673679854778414,2.842170943040401e-14,0.027408028647587655,120,0,99
loss-5R_both,하루 -5R · 둘 다,loss,-5.0,,both,oos_warm,12,12,689,0.3889695210449927,-0.08125793216474195,-55.9867152615072,-0.44245791025985753,0.6081533293949839,-0.7275433494708201,8,0.14472755454178926,0,True,19,228,0.08333333333333333,257,0.2943871706758305,-0.026423380968493382,0.05483455119624873,0.020838055958012525,0.013672344545492892,0.005331837486093269,0.016655348199645186,6.761344383464819e-06,-0.0016697963373786362,2.842170943040401e-14,0.02066335898013879,40,0,49
loss-5R_both,하루 -5R · 둘 다,loss,-5.0,,both,oos,12,12,655,0.38778625954198476,-0.08718711453805825,-57.10756002242815,-0.44105038727943846,0.606045742289182,-0.7277509872662153,8,0.1483529960712665,0,True,19,227,0.08370044052863436,238,0.2891859052247874,-0.031312209318767645,0.0558749052192907,0.021292388105142133,0.01380839109142221,0.005285173407500669,0.017002484070564976,2.290945830853616e-05,-0.0015364409136478566,2.842170943040401e-14,0.02036625395673866,35,0,44
loss-8R_both,하루 -8R · 둘 다,loss,-8.0,,both,full,12,12,2264,0.40591872791519434,-0.02990074186885205,-67.69527959108105,-0.6910325885878489,0.9203899430363204,-0.7508041497152467,9,0.4964994853320745,0,True,32,671,0.04769001490312966,453,0.17416378316032297,0.015147654820100751,0.04504839668895284,0.01578586620132454,0.011240524015916166,0.0049292070663496754,0.012620320943962022,2.0576706184661046e-06,0.00047042079078203023,2.842170943040401e-14,0.02531189017264488,177,0,172
loss-8R_both,하루 -8R · 둘 다,loss,-8.0,,both,is,12,12,1524,0.41010498687664043,-0.015905399595576616,-24.239828983658764,-0.3621348315832647,0.6555291296633713,-0.5524313340113947,9,0.17084495975199046,0,True,25,443,0.056433408577878104,299,0.1730324074074074,0.025262467191601044,0.0411678667871777,0.013748831046498261,0.010233399214979942,0.0047389192898183476,0.01099356530478123,0.0,0.0014531519310999194,2.842170943040401e-14,0.027946848725672067,134,0,106
loss-8R_both,하루 -8R · 둘 다,loss,-8.0,,both,oos_warm,12,12,740,0.3972972972972973,-0.05872358190192215,-43.45545060742239,-0.32889775700458457,0.5717663303867917,-0.5752310682269275,8,0.13306362687561984,0,True,7,228,0.03070175438596491,154,0.1764032073310424,-0.005683391199043171,0.053040190702879075,0.019981057520182918,0.013314656714060484,0.005321097027746614,0.01597055823330194,6.29535983811792e-06,-0.0015534741522510275,2.842170943040401e-14,0.021338629620974277,43,0,54
loss-8R_both,하루 -8R · 둘 다,loss,-8.0,,both,oos,12,12,703,0.39544807965860596,-0.06623880124486468,-46.565877275139876,-0.34706551532875385,0.5870488975857567,-0.5912037596119566,8,0.14150876481970673,0,True,6,227,0.02643171806167401,137,0.16646415552855406,-0.012104547800558781,0.054134253444305995,0.02044897522639615,0.01347071919049903,0.0052887081903795485,0.016329655363158925,2.1345227869261996e-05,-0.0014251497539969477,2.842170943040401e-14,0.02070342147925184,36,0,49
loss-10R_both,하루 -10R · 둘 다,loss,-10.0,,both,full,12,12,2340,0.4047008547008547,-0.03253435550078185,-76.13039187182953,-0.7697032301047826,1.0264621548681985,-0.7498603104403935,9,4.401672911168043,19,False,18,671,0.026825633383010434,315,0.12110726643598616,0.012091577142182956,0.04462593264296479,0.015664842399823,0.011126450863423005,0.004862932218921552,0.01252361714260915,1.9908402906868636e-06,0.0004460991778974601,2.842170943040401e-14,0.025313647371602035,196,0,173
loss-10R_both,하루 -10R · 둘 다,loss,-10.0,,both,is,12,12,1581,0.40670461733080326,-0.02401554534210574,-37.96857718586917,-0.49638355572140763,0.7106858164369192,-0.6984571019160994,9,0.1971623822234556,0,True,14,443,0.03160270880361174,188,0.1087962962962963,0.016761543327008223,0.04077708866911399,0.013688723997874182,0.010110834149207012,0.004638696858722131,0.010945503708701409,0.0,0.0013933299546092458,2.842170943040401e-14,0.02784351215244917,150,0,106
loss-10R_both,하루 -10R · 둘 다,loss,-10.0,,both,oos_warm,12,12,759,0.4005270092226614,-0.05027907073249062,-38.16181468596038,-0.2733196743833764,0.5704067678259768,-0.47916625432951115,8,0.14211616251044734,0,True,4,228,0.017543859649122806,127,0.145475372279496,0.0023640191208275014,0.052643089853318205,0.019781104841826977,0.013241984493430224,0.005330015360522714,0.015810833663041503,6.137768485121555e-06,-0.0015269862739883538,2.842170943040401e-14,0.021625087439829944,46,0,55
loss-10R_both,하루 -10R · 둘 다,loss,-10.0,,both,oos,12,12,715,0.3958041958041958,-0.06515105103282412,-46.58300148846924,-0.3445950340554595,0.5657821786570142,-0.6090595410294078,8,0.13543931133989992,0,True,3,227,0.013215859030837005,121,0.14702308626974483,-0.011202093851458464,0.05394895718136574,0.020373611543979906,0.01342321900403632,0.005271533967673157,0.016269752804285508,2.0986986282645014e-05,-0.0014101471248918098,2.842170943040401e-14,0.02100319581402647,37,0,53
loss-15R_both,하루 -15R · 둘 다,loss,-15.0,,both,full,12,12,2447,0.408255006129955,-0.02288595143212305,-56.001923154405105,-0.574582878355239,0.8771088651273061,-0.655087300105948,9,0.3532900123929765,0,True,4,671,0.005961251862891207,168,0.06459054209919261,0.020962113000698026,0.04384806443282106,0.01536989682262996,0.010960736343502487,0.004816970037049956,0.0122878657125842,1.903786792074892e-06,0.00041069173026245617,2.842170943040401e-14,0.0258749673914696,224,0,184
loss-15R_both,하루 -15R · 둘 다,loss,-15.0,,both,is,12,12,1661,0.41180012040939196,-0.010375768029539972,-17.234150697065893,-0.28718559836133983,0.6412159563106078,-0.4478765625449063,9,0.15361625848754018,0,True,2,443,0.004514672686230248,75,0.043402777777777776,0.029500301023479787,0.0398760690530198,0.013379009104572265,0.009918947311591987,0.00457324372996718,0.01069785568001718,0.0,0.001307013226871192,2.842170943040401e-14,0.028540089795962592,170,0,113
loss-15R_both,하루 -15R · 둘 다,loss,-15.0,,both,oos_warm,12,12,786,0.40076335877862596,-0.04932286572180568,-38.76777245733926,-0.2873972799939001,0.5771143893034152,-0.4979901477431406,8,0.14423381076885874,0,True,2,228,0.008771929824561403,93,0.10652920962199312,0.002918944672656582,0.05224181039446232,0.0195771035652429,0.013162277796432925,0.005332020159269413,0.01564792508166032,5.926929109678448e-06,-0.0014834431372529521,2.842170943040401e-14,0.021635982815022804,54,0,56
loss-15R_both,하루 -15R · 둘 다,loss,-15.0,,both,oos,12,12,738,0.3943089430894309,-0.06855920790395839,-50.59669543312129,-0.39275000139871447,0.6054123939835125,-0.6487313528791259,8,0.14720492336120228,0,True,2,227,0.00881057268722467,91,0.11057108140947752,-0.014918017755816795,0.05364119014814167,0.02021477647126184,0.013366475365309065,0.005277581173252255,0.016143402346108306,2.03329203144867e-05,-0.0013813781281043133,2.842170943040401e-14,0.020780955656822413,45,0,53
loss-20R_both,하루 -20R · 둘 다,loss,-20.0,,both,full,12,12,2513,0.40628730600875446,-0.027797042545574028,-69.85396791702753,-0.7022634072267147,0.970095940812471,-0.7239112933907936,9,1.2176929111152,4,True,3,671,0.004470938897168405,96,0.03690888119953864,0.016034337649306812,0.04383138019488089,0.015404006861085891,0.010934409883944243,0.0047760140070390545,0.012315190099305035,1.8537868206157025e-06,0.0003999055566861242,2.842170943040401e-14,0.025798082232881037,246,0,190
loss-20R_both,하루 -20R · 둘 다,loss,-20.0,,both,is,12,12,1667,0.41031793641271747,-0.014062548514347729,-23.442268373417665,-0.34926677512485793,0.6708794260332193,-0.520610353472911,9,0.1650938169625741,0,True,2,443,0.004514672686230248,69,0.03993055555555555,0.02579484103179358,0.039857389546141354,0.013387285372339235,0.009906538525346299,0.004556783344616368,0.010704473383723647,0.0,0.0013023089201158067,2.842170943040401e-14,0.028540089795962592,171,0,114
loss-20R_both,하루 -20R · 둘 다,loss,-20.0,,both,oos_warm,12,12,846,0.3983451536643026,-0.054860164945165484,-46.41169954361,-0.35299663210185817,0.6379596535171931,-0.5533212486960899,8,0.16677636313131805,0,True,1,228,0.0043859649122807015,27,0.030927835051546393,-0.0031982381646476704,0.05166192678051792,0.019377854049904598,0.012959778152008963,0.005207996884413315,0.01548902551877806,5.5065795274317495e-06,-0.001378234404114445,2.842170943040401e-14,0.02167964562855281,75,0,59
loss-20R_both,하루 -20R · 둘 다,loss,-20.0,,both,oos,12,12,798,0.39223057644110276,-0.07298323623983966,-58.24062251939204,-0.4583493535066722,0.6683456919720447,-0.685796824924913,8,0.17076160254986078,0,True,1,227,0.004405286343612335,25,0.030376670716889428,-0.020062026445855637,0.05292120979398414,0.019955596691390482,0.013136442090477932,0.005150191008631665,0.015937690985124254,1.8804129313397475e-05,-0.0012775151109536132,2.842170943040401e-14,0.021018874498582075,66,0,56
loss-30R_both,하루 -30R · 둘 다,loss,-30.0,,both,full,12,12,2550,0.4031372549019608,-0.035518578139039525,-90.57237425455078,-0.9083210188773196,1.1201634170315462,-0.810882595402363,9,134.16022125270337,154,False,2,671,0.0029806259314456036,55,0.02114571318723568,0.008154623730473745,0.04367320186951329,0.01537555923298647,0.010878917618403624,0.0047303248499544395,0.012292470273960018,1.8268887373361805e-06,0.00039410300547146283,2.842170943040401e-14,0.02591427748070856,257,0,191
loss-30R_both,하루 -30R · 둘 다,loss,-30.0,,both,is,12,12,1690,0.4076923076923077,-0.020433791698218146,-34.53310796998867,-0.46017517109056816,0.727697989866251,-0.6323710900660138,9,0.19266707894386007,0,True,1,443,0.002257336343115124,42,0.024305555555555556,0.019230769230769204,0.03966456092898737,0.013348539870405065,0.00984675659163567,0.004511186797319202,0.010673492480377092,0.0,0.0012845851892503255,2.842170943040401e-14,0.02876481409410321,178,0,114
loss-30R_both,하루 -30R · 둘 다,loss,-30.0,,both,oos_warm,12,12,860,0.3941860465116279,-0.0651619375401886,-56.0392662845622,-0.4481458477867528,0.7262132563660975,-0.6170995143069025,8,0.21566695259154403,0,True,1,228,0.0043859649122807015,13,0.014891179839633447,-0.013611290101502268,0.05155064743868643,0.019358887980384744,0.012907234054726676,0.005160956604551595,0.015473949891582286,5.4169375351247214e-06,-0.0013557980300939773,2.842170943040401e-14,0.021710183306720063,79,0,60
loss-30R_both,하루 -30R · 둘 다,loss,-30.0,,both,oos,12,12,812,0.3879310344827586,-0.08358151386741891,-67.86818926034415,-0.5534985691915669,0.7596279036350194,-0.7286443356581961,8,0.22313133432996074,0,True,1,227,0.004405286343612335,11,0.013365735115431349,-0.030799873280533,0.052781640586886114,0.01992554839487832,0.013077746008210274,0.005101366675601943,0.015913988576359214,1.8479920187304413e-05,-0.0012554889883509646,2.842170943040401e-14,0.021037747653340568,70,0,59
stops1_both,손절 1건 · 둘 다 (대조군 B),stops,,1.0,both,full,12,12,1191,0.41981528127623846,0.002218790681411103,2.6425797015606234,-0.019196438002184187,0.4549320228903491,-0.04219627776524108,9,0.0983170078475756,0,True,315,671,0.46944858420268254,2587,0.9946174548250672,0.05020511378061141,0.047986323099200284,0.016092085887781177,0.0119442856884215,0.005517492356064495,0.012863320401244679,3.911474626538422e-06,0.001565227291061862,2.842170943040401e-14,0.02506794709525596,64,0,87
stops1_both,손절 1건 · 둘 다 (대조군 B),stops,,1.0,both,is,12,12,800,0.4375,0.05004350297677645,40.03480238142116,0.26569443184153424,0.4405080859882142,0.6031544943051123,9,0.0983170078475756,0,True,206,443,0.4650112866817156,1725,0.9982638888888888,0.09375000000000008,0.04370649702322363,0.013228433300225823,0.010779604012754414,0.005506980692663498,0.010577455266861758,0.0,0.0036140237507180806,2.842170943040401e-14,0.02789518043906062,43,0,58
