arm,symbol,timeframe,metric,quantile,value,sample
mid,DOGE/USDT:USDT,4h,stop_fraction,0.75,0.02873698299596792,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.9,0.0441134042040382,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.95,0.04938894866027922,441
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.05,0.527253437170695,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.1,0.6779128733764933,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.25,0.9449743874189717,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.33,1.0719116066857117,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.5,1.3640428577691597,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.67,1.7475468238941334,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.75,1.9921470145378526,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.9,2.830471883128271,6694
proximal,LINK/USDT:USDT,15m,zone_width_atr,0.95,3.574232658322759,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.05,0.003381828059969611,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.1,0.004139903419064047,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.25,0.006104991198444314,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.33,0.007008754848249813,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.5,0.00926533545215287,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.67,0.01222345725119555,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.75,0.01399628080516807,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.9,0.02177837813732221,6694
proximal,LINK/USDT:USDT,15m,stop_fraction,0.95,0.02838698209182998,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.05,0.527253437170695,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.1,0.6779128733764933,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.25,0.9449743874189717,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.33,1.0719116066857117,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.5,1.3640428577691597,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.67,1.7475468238941334,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.75,1.9921470145378526,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.9,2.830471883128271,6694
mid,LINK/USDT:USDT,15m,zone_width_atr,0.95,3.574232658322759,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.05,0.0017934296463902274,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.1,0.002173820941410761,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.25,0.003161220519697225,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.33,0.00361598927608613,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.5,0.00475329068388998,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.67,0.006248075652435876,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.75,0.00714604519941796,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.9,0.011106869535184,6694
mid,LINK/USDT:USDT,15m,stop_fraction,0.95,0.014494978342049235,6694
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.05,0.535069167734113,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.1,0.6548737549723971,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.25,0.9087966610889678,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.33,1.0379838357950497,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.5,1.3098963028074229,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.67,1.6727424938227828,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.75,1.937620764173219,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.9,2.818462889130178,1530
proximal,LINK/USDT:USDT,1h,zone_width_atr,0.95,3.3859671829399276,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.05,0.006749444057092926,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.1,0.008509136665957878,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.25,0.012833968313118954,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.33,0.014879299091269437,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.5,0.018751477054789217,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.67,0.02450605285303368,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.75,0.02745851706491156,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.9,0.039045931044531704,1530
proximal,LINK/USDT:USDT,1h,stop_fraction,0.95,0.04702177904295744,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.05,0.535069167734113,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.1,0.6548737549723971,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.25,0.9087966610889678,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.33,1.0379838357950497,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.5,1.3098963028074229,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.67,1.6727424938227828,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.75,1.937620764173219,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.9,2.818462889130178,1530
mid,LINK/USDT:USDT,1h,zone_width_atr,0.95,3.3859671829399276,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.05,0.003485463373000625,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.1,0.0043718844344524145,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.25,0.006557130465863763,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.33,0.007593909560358182,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.5,0.009562583481497987,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.67,0.012502550284048179,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.75,0.014017600674600974,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.9,0.02000774886771533,1530
mid,LINK/USDT:USDT,1h,stop_fraction,0.95,0.024172193558416818,1530
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.05,0.5707672357921242,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.1,0.7022572635752189,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.25,0.9596707462572212,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.33,1.0826327993529086,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.5,1.3811229402674443,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.67,1.8678709097868933,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.75,2.1015856321326805,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.9,3.3239998348256203,774
proximal,LINK/USDT:USDT,2h,zone_width_atr,0.95,4.09344484679681,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.05,0.011116370430228603,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.1,0.01411249733145414,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.25,0.019707902324783765,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.33,0.022752706853033707,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.5,0.02827706095237421,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.67,0.03479909761481462,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.75,0.04359574253917403,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.9,0.06004978965150339,774
proximal,LINK/USDT:USDT,2h,stop_fraction,0.95,0.07598026018837073,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.05,0.5707672357921242,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.1,0.7022572635752189,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.25,0.9596707462572212,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.33,1.0826327993529086,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.5,1.3811229402674443,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.67,1.8678709097868933,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.75,2.1015856321326805,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.9,3.3239998348256203,774
mid,LINK/USDT:USDT,2h,zone_width_atr,0.95,4.09344484679681,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.05,0.0056881268262311884,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.1,0.0072049730496388225,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.25,0.01005002765760867,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.33,0.011604966272914977,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.5,0.014438438050349523,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.67,0.017804135048235147,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.75,0.022379190043760842,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.9,0.03104819011421279,774
mid,LINK/USDT:USDT,2h,stop_fraction,0.95,0.039582624663099565,774
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.05,0.4976058587949408,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.1,0.6631846774254124,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.25,0.9390029963399323,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.33,1.0474896392432365,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.5,1.3699530131090547,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.67,1.8031730323258268,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.75,2.0709950531889127,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.9,2.7484173132747842,404
proximal,LINK/USDT:USDT,4h,zone_width_atr,0.95,3.1875347813656076,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.05,0.01856898961415077,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.1,0.021677999620995793,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.25,0.02784351215244917,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.33,0.03166212790200515,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.5,0.03740566974454004,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.67,0.050903245515586615,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.75,0.061189279567792555,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.9,0.09605359036447103,404
proximal,LINK/USDT:USDT,4h,stop_fraction,0.95,0.14191993493712401,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.05,0.4976058587949408,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.1,0.6631846774254124,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.25,0.9390029963399323,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.33,1.0474896392432365,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.5,1.3699530131090547,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.67,1.8031730323258268,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.75,2.0709950531889127,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.9,2.7484173132747842,404
mid,LINK/USDT:USDT,4h,zone_width_atr,0.95,3.1875347813656076,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.05,0.009469629252957405,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.1,0.01105558198307143,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.25,0.014215494402066648,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.33,0.016182517462599303,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.5,0.01915552144675882,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.67,0.026211161330658303,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.75,0.03165399351146006,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.9,0.05053989024531019,404
mid,LINK/USDT:USDT,4h,stop_fraction,0.95,0.07646518089942933,404
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.05,0.512485728226624,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.1,0.6561240808233774,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.25,0.9470740726245982,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.33,1.081391490944685,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.5,1.3598855253041433,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.67,1.7573839181558617,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.75,2.0222479509779236,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.9,2.92094072071333,6816
proximal,LTC/USDT:USDT,15m,zone_width_atr,0.95,3.6320513509072914,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.05,0.0026358561530790726,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.1,0.003272031620896407,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.25,0.004922553066894136,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.33,0.005706966441641378,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.5,0.0077274432010127425,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.67,0.01060033559454544,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.75,0.012300170270932104,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.9,0.01861471755500014,6816
proximal,LTC/USDT:USDT,15m,stop_fraction,0.95,0.02349953112131091,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.05,0.512485728226624,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.1,0.6561240808233774,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.25,0.9470740726245982,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.33,1.081391490944685,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.5,1.3598855253041433,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.67,1.7573839181558617,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.75,2.0222479509779236,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.9,2.92094072071333,6816
mid,LTC/USDT:USDT,15m,zone_width_atr,0.95,3.6320513509072914,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.05,0.0014193935843540588,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.1,0.001738359323496455,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.25,0.002566846576465326,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.33,0.002961067463625911,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.5,0.003977923731543085,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.67,0.005427336577768793,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.75,0.00628689912638461,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.9,0.009492919694015297,6816
mid,LTC/USDT:USDT,15m,stop_fraction,0.95,0.011987090571557123,6816
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.05,0.5251212945506858,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.1,0.6716141334871596,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.25,1.0006320466236622,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.33,1.1419946051837726,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.5,1.4678113989481427,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.67,1.8625326038843348,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.75,2.1419592810288517,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.9,2.8339546348049462,1772
proximal,LTC/USDT:USDT,1h,zone_width_atr,0.95,3.470534464607026,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.05,0.005668066156486783,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.1,0.007281323726401082,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.25,0.011202335693244901,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.33,0.01316155944139555,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.5,0.017785007324203246,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.67,0.022548239577080624,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.75,0.026087289407555933,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.9,0.03862301999167829,1772
proximal,LTC/USDT:USDT,1h,stop_fraction,0.95,0.046320618454789596,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.05,0.5251212945506858,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.1,0.6716141334871596,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.25,1.0006320466236622,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.33,1.1419946051837726,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.5,1.4678113989481427,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.67,1.8625326038843348,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.75,2.1419592810288517,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.9,2.8339546348049462,1772
mid,LTC/USDT:USDT,1h,zone_width_atr,0.95,3.470534464607026,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.05,0.002941510124876407,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.1,0.0037532253655886234,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.25,0.005731584441807952,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.33,0.00672304297530908,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.5,0.009070493641811544,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.67,0.011500397717667924,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.75,0.013313394554793264,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.9,0.019787879158862178,1772
mid,LTC/USDT:USDT,1h,stop_fraction,0.95,0.023804731909446833,1772
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.05,0.5393788093031564,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.1,0.6937249770006141,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.25,0.9887305527255204,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.33,1.1497274874948047,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.5,1.438318185640025,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.67,1.7804220247756735,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.75,2.0660695668591824,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.9,2.791406775817536,817
proximal,LTC/USDT:USDT,2h,zone_width_atr,0.95,3.3651539994597033,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.05,0.008870792213238778,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.1,0.010992748081319653,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.25,0.0162848040044828,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.33,0.01860743862687379,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.5,0.024399148760241508,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.67,0.02970022759788912,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.75,0.03317894260975981,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.9,0.04801365912652432,817
proximal,LTC/USDT:USDT,2h,stop_fraction,0.95,0.0673471800989005,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.05,0.5393788093031564,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.1,0.6937249770006141,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.25,0.9887305527255204,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.33,1.1497274874948047,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.5,1.438318185640025,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.67,1.7804220247756735,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.75,2.0660695668591824,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.9,2.791406775817536,817
mid,LTC/USDT:USDT,2h,zone_width_atr,0.95,3.3651539994597033,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.05,0.004554257577957325,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.1,0.005625639008069733,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.25,0.008307600110366102,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.33,0.009489212399938716,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.5,0.012447777648285167,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.67,0.015170966569802848,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.75,0.01696596957030098,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.9,0.024692465314685767,817
mid,LTC/USDT:USDT,2h,stop_fraction,0.95,0.03494015715617062,817
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.05,0.5061897610486551,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.1,0.6336844635058678,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.25,0.9484917458432937,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.33,1.100794364379678,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.5,1.446688214728107,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.67,1.784451870859579,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.75,2.0138343702620545,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.9,2.5730215033280577,401
proximal,LTC/USDT:USDT,4h,zone_width_atr,0.95,3.223860068588896,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.05,0.01257747439900591,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.1,0.01654342196947531,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.25,0.023000417020358613,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.33,0.02623945570458311,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.5,0.031197995125717828,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.67,0.041024932222310434,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.75,0.048256483926125866,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.9,0.06908748604096687,401
proximal,LTC/USDT:USDT,4h,stop_fraction,0.95,0.11172547448212025,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.05,0.5061897610486551,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.1,0.6336844635058678,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.25,0.9484917458432937,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.33,1.100794364379678,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.5,1.446688214728107,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.67,1.784451870859579,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.75,2.0138343702620545,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.9,2.5730215033280577,401
mid,LTC/USDT:USDT,4h,zone_width_atr,0.95,3.223860068588896,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.05,0.006427264184890106,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.1,0.008439031933539235,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.25,0.01173167903904793,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.33,0.013391492634911453,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.5,0.015943028461670835,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.67,0.021037885041167038,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.75,0.024819915010221464,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.9,0.03587267117454053,401
mid,LTC/USDT:USDT,4h,stop_fraction,0.95,0.05925653323250121,401
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.05,0.5616110108810086,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.1,0.6903721652594114,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.25,0.967903228562581,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.33,1.0902218028228123,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.5,1.378674935454487,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.67,1.7713048357956334,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.75,2.026063424416746,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.9,2.9468538953640904,6785
proximal,ADA/USDT:USDT,15m,zone_width_atr,0.95,3.6801915848677296,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.05,0.0032861437991570535,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.1,0.0039050693946957723,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.25,0.005628738505692531,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.33,0.0064768857360107054,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.5,0.008581517229488243,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.67,0.011313492492165178,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.75,0.013478318522833148,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.9,0.0209769810291193,6785
proximal,ADA/USDT:USDT,15m,stop_fraction,0.95,0.02791060413194522,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.05,0.5616110108810086,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.1,0.6903721652594114,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.25,0.967903228562581,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.33,1.0902218028228123,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.5,1.378674935454487,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.67,1.7713048357956334,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.75,2.026063424416746,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.9,2.9468538953640904,6785
mid,ADA/USDT:USDT,15m,zone_width_atr,0.95,3.6801915848677296,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.05,0.001745437194006675,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.1,0.0020559537375548723,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.25,0.0029217387012615234,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.33,0.003348305815614797,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.5,0.004408378697080868,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.67,0.0057877826986382245,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.75,0.006883521502931179,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.9,0.010697546619520774,6785
mid,ADA/USDT:USDT,15m,stop_fraction,0.95,0.014249988675676947,6785
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.05,0.5813825322164252,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.1,0.7216521557584161,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.25,0.9827375493211373,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.33,1.1198821813092865,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.5,1.3866953238116837,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.67,1.84253199317595,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.75,2.1081335923691595,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.9,3.0337349228971653,1670
proximal,ADA/USDT:USDT,1h,zone_width_atr,0.95,3.7369099805628605,1670
