lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
baseline,ETH/USDT:USDT,15m,is,matched_random,15,472.0,296.0,-0.03782277465929656,0.20140583212565683,0.46621621621621623
baseline,ETH/USDT:USDT,15m,is,matched_random,16,472.0,296.0,-0.09819503328830942,0.19157989027652292,0.4527027027027027
baseline,ETH/USDT:USDT,15m,is,matched_random,17,472.0,298.0,-0.04969299265578866,0.15282069112676916,0.47315436241610737
baseline,ETH/USDT:USDT,15m,is,matched_random,18,472.0,291.0,-0.3236762455136898,0.33026776134525765,0.4020618556701031
baseline,ETH/USDT:USDT,15m,is,matched_random,19,472.0,284.0,-0.1535709486642305,0.1862502326596556,0.44366197183098594
baseline,ETH/USDT:USDT,15m,is,matched_random,-1,472.0,294.45,-0.12877909173203175,0.21018857575192135,0.45139813471814394
baseline,ETH/USDT:USDT,15m,oos,default,-1,859.0,384.0,0.4801644023108247,0.0966929700158104,0.5364583333333334
baseline,ETH/USDT:USDT,15m,oos,filter_bot3,-1,258.0,137.0,0.10572396954224987,0.06928915610790178,0.5620437956204379
baseline,ETH/USDT:USDT,15m,oos,matched_random,0,258.0,166.0,0.3078124724395986,0.06888761231198888,0.5481927710843374
baseline,ETH/USDT:USDT,15m,oos,matched_random,1,258.0,163.0,0.3059116929156366,0.048120140737274324,0.558282208588957
