lens,seed,symbol,timeframe,segment,scenario,leverage,total_return,win_rate,max_drawdown,num_trades,fill_rate,mean_r,sharpe,peak_concurrency,max_concurrent_risk_ratio,liquidations
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,is,lev_2,2.0,-0.032145484320052854,0.467680608365019,0.20736120123790083,263,0.2238709677419355,0.16920152091254753,-0.8650488489916598,3,0.027262979777933485,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,is,lev_3,3.0,-0.022265081687308157,0.467680608365019,0.21142117767335672,263,0.2238709677419355,0.16920152091254753,-0.1422610304297047,3,0.030000000000000002,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,is,single,1.0,-0.2285722021930832,0.43190661478599224,0.28597151939552606,257,0.2232258064516129,0.07976653696498054,-20.129978764568623,1,,
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,is,lev_1,1.0,-0.19051844965197123,0.44150943396226416,0.27513758625375095,265,0.2232258064516129,0.10377358490566038,-15.67043249228463,3,0.02232373501685522,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,is,lev_2,2.0,-0.22039589368901152,0.43656716417910446,0.34489856061634777,268,0.2232258064516129,0.0914179104477612,-13.842568281633543,3,0.027262979777933485,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,is,lev_3,3.0,-0.22125743275765872,0.43656716417910446,0.3600567085731315,268,0.2232258064516129,0.0914179104477612,-13.035210735838428,3,0.03,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,is,single,1.0,-0.13765177429663436,0.4444444444444444,0.2552177377062427,261,0.23161290322580644,0.1111111111111111,-10.29150123640559,1,,
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,is,lev_1,1.0,-0.11246269657086651,0.4490566037735849,0.2407568440894218,265,0.23161290322580644,0.12264150943396226,-7.985165618755914,2,0.02,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,is,lev_2,2.0,-0.13123010462311194,0.44569288389513106,0.2753860951750755,267,0.23161290322580644,0.11423220973782772,-7.220359684233997,2,0.02,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,is,lev_3,3.0,-0.15278794746446983,0.44569288389513106,0.2986910599984329,267,0.23161290322580644,0.11423220973782772,-8.238830090760977,2,0.02,0.0
baseline,0,ETH/USDT:USDT,15m,oos,single,1.0,0.5147820944367255,0.551094890510949,0.06287856204849421,274,0.49774266365688485,0.3777372262773723,30.167015668414844,1,,
baseline,0,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.5133807436342999,0.5521885521885522,0.06672375099111179,297,0.49774266365688485,0.38047138047138046,28.159423379282746,4,0.03921781406569731,0.0
baseline,0,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.7957758168130382,0.551948051948052,0.10722268286238128,308,0.49774266365688485,0.37987012987012986,31.515881512420954,5,0.04007261680927741,0.0
baseline,0,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.9036734845773168,0.5501618122977346,0.12299637795831617,309,0.49774266365688485,0.37540453074433655,32.93028216870423,5,0.04958357931158734,0.0
pen_5bp,0,ETH/USDT:USDT,15m,oos,single,1.0,0.34542570328351213,0.5215686274509804,0.07102664666402865,255,0.45146726862302483,0.30392156862745096,22.993701058691293,1,,
pen_5bp,0,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.3410265675471657,0.5232974910394266,0.07102664666402878,279,0.45146726862302483,0.30824372759856633,21.17272925848622,4,0.03921781406569731,0.0
pen_5bp,0,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.4706891620961709,0.5241379310344828,0.11862808449008723,290,0.45146726862302483,0.3103448275862069,22.245008871735216,5,0.0400726168092774,0.0
pen_5bp,0,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.5228789433870039,0.523972602739726,0.13613604094671483,292,0.45146726862302483,0.3099315068493151,23.00394453810016,5,0.04958357931158735,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,15m,oos,single,1.0,0.3012934945529194,0.5448275862068965,0.05443103646612519,145,0.23363431151241534,0.3620689655172414,34.8536789408548,1,,
pen_5bp_drop_50,0,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.3102826991836404,0.5408805031446541,0.05560052481968536,159,0.23363431151241534,0.3522012578616352,33.02868681726341,4,0.039217290747761036,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.37677551390485986,0.5365853658536586,0.07749785410556298,164,0.23363431151241534,0.34146341463414637,31.687159440370092,4,0.04,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.3470499935608159,0.5333333333333333,0.08758559341172653,165,0.23363431151241534,0.3333333333333333,28.336176012365463,4,0.04,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,15m,oos,single,1.0,0.2424999898878992,0.5217391304347826,0.06821312791109292,138,0.2200902934537246,0.30434782608695654,30.310407155878217,1,,
pen_5bp_drop_50,1,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.20300184957173714,0.5135135135135135,0.08726308224193252,148,0.2200902934537246,0.28378378378378377,24.41705775481149,4,0.03920348583865263,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.20817758606654332,0.506578947368421,0.12856687429747155,152,0.2200902934537246,0.26644736842105265,20.706575252484985,4,0.04,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.19084493830927676,0.5098039215686274,0.14692625445472768,153,0.2200902934537246,0.27450980392156865,18.328192411114596,4,0.04,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,oos,single,1.0,0.08919390433479693,0.4900662251655629,0.12297004980477928,151,0.2325056433408578,0.2251655629139073,11.673692056397398,1,,
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.09623164677412169,0.49375,0.1275896820649377,160,0.2325056433408578,0.234375,11.893486296968206,2,0.02,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.08694943915835683,0.4878048780487805,0.1686602143019083,164,0.2325056433408578,0.21951219512195122,9.120979156595427,3,0.030000000000000002,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.10416397299564906,0.4909090909090909,0.17891580976277954,165,0.2325056433408578,0.22727272727272727,10.227135597597401,3,0.030000000000000002,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,oos,single,1.0,0.24237641883623565,0.5394736842105263,0.06585726188263587,152,0.23024830699774265,0.34868421052631576,27.497600363087923,1,,
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.23379526847648213,0.5370370370370371,0.07426810689574821,162,0.23024830699774265,0.3425925925925926,25.19260679582192,4,0.039217290747761036,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.3292393374357993,0.5333333333333333,0.08275477397242036,165,0.23024830699774265,0.3333333333333333,28.034921594744375,4,0.04,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.3401166123780644,0.5333333333333333,0.09079679038884636,165,0.23024830699774265,0.3333333333333333,27.93956672357466,4,0.04,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,oos,single,1.0,0.12701850284948085,0.5138888888888888,0.07889538621881494,144,0.2291196388261851,0.2847222222222222,16.596439815802196,1,,
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,oos,lev_1,1.0,0.14548460831253268,0.5220125786163522,0.090419267373123,159,0.2291196388261851,0.3050314465408805,17.227408431224834,4,0.039217290747761036,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,oos,lev_2,2.0,0.22276286282075017,0.5220125786163522,0.11677570301944003,159,0.2291196388261851,0.3050314465408805,21.045930805656983,4,0.04,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,15m,oos,lev_3,3.0,0.24531867443784777,0.51875,0.1303391201220278,160,0.2291196388261851,0.296875,21.992439349233234,4,0.04,0.0
baseline,0,ETH/USDT:USDT,1h,is,single,1.0,0.16682685727499666,0.5167785234899329,0.12076368717392588,149,0.46808510638297873,0.28378378378378377,9.288968333417422,1,,
baseline,0,ETH/USDT:USDT,1h,is,lev_1,1.0,0.18712790759993714,0.5159235668789809,0.12076368717392624,157,0.46808510638297873,0.28205128205128205,9.820947669339516,3,0.029970051856505264,0.0
baseline,0,ETH/USDT:USDT,1h,is,lev_2,2.0,0.25873421143755243,0.5159235668789809,0.13605471512014553,157,0.46808510638297873,0.28205128205128205,11.880358990460122,3,0.029934385799349733,0.0
baseline,0,ETH/USDT:USDT,1h,is,lev_3,3.0,0.2849275698984495,0.5189873417721519,0.13289232287363664,158,0.46808510638297873,0.2898089171974522,12.629532627896653,3,0.029898974010332473,0.0
pen_5bp,0,ETH/USDT:USDT,1h,is,single,1.0,0.14844603897947165,0.5102040816326531,0.12076368717392638,147,0.45390070921985815,0.2671232876712329,8.463022975585549,1,,
pen_5bp,0,ETH/USDT:USDT,1h,is,lev_1,1.0,0.1648899492116687,0.5064935064935064,0.12076368717392529,154,0.45390070921985815,0.2581699346405229,8.900561778979677,3,0.030000000000000002,0.0
pen_5bp,0,ETH/USDT:USDT,1h,is,lev_2,2.0,0.21886925233204985,0.5064935064935064,0.13605471512014572,154,0.45390070921985815,0.2581699346405229,10.453898560265372,3,0.03,0.0
pen_5bp,0,ETH/USDT:USDT,1h,is,lev_3,3.0,0.23915420959512648,0.5096774193548387,0.13289232287363673,155,0.45390070921985815,0.2662337662337662,11.058544752140076,3,0.03,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,is,single,1.0,0.026738098934426125,0.4835164835164835,0.10981265245107058,91,0.24349881796690306,0.2087912087912088,2.9743580375664,1,,
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,is,lev_1,1.0,0.04409745250713058,0.48936170212765956,0.1179734998431671,94,0.24349881796690306,0.22340425531914893,4.405458050656601,2,0.02,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,is,lev_2,2.0,0.08309847555201322,0.48936170212765956,0.11880716919349484,94,0.24349881796690306,0.22340425531914893,7.095826795142872,2,0.02,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,is,lev_3,3.0,0.09431469866106582,0.48936170212765956,0.11865803702585813,94,0.24349881796690306,0.22340425531914893,7.793878396358002,2,0.02,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,is,single,1.0,0.008977976849066545,0.4605263157894737,0.07807633037233354,76,0.2293144208037825,0.1513157894736842,1.4930265020808486,1,,
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,is,lev_1,1.0,0.023614936390603726,0.4675324675324675,0.07354413825780255,77,0.2293144208037825,0.16883116883116883,3.0159593552264052,2,0.02,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,is,lev_2,2.0,0.03966748002196054,0.4675324675324675,0.07137688459950736,77,0.2293144208037825,0.16883116883116883,4.391550984164673,2,0.02,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,is,lev_3,3.0,0.05299779243587218,0.47435897435897434,0.06688343054261449,78,0.2293144208037825,0.1858974358974359,5.572882917221684,2,0.02,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,is,single,1.0,-0.019301428444840348,0.46511627906976744,0.10720443125089962,86,0.23167848699763594,0.16279069767441862,-1.4146660249194947,1,,
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,is,lev_1,1.0,0.008981234311858316,0.4772727272727273,0.10297226647556516,88,0.23167848699763594,0.19318181818181818,1.3690435597244133,2,0.02,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,is,lev_2,2.0,0.05417747002048036,0.4772727272727273,0.10066738189197526,88,0.23167848699763594,0.19318181818181818,5.187737088328789,2,0.02,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,is,lev_3,3.0,0.06852230503403316,0.4772727272727273,0.0931680734762405,88,0.23167848699763594,0.19318181818181818,6.282051379595532,2,0.02,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,is,single,1.0,0.0026438518531884257,0.4606741573033708,0.1232240673518085,89,0.2364066193853428,0.15168539325842698,0.7628277781366529,1,,
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,is,lev_1,1.0,-0.0018283922275652003,0.45555555555555555,0.12713488370767242,90,0.2364066193853428,0.1388888888888889,0.33809350691117107,2,0.014130397712451281,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,is,lev_2,2.0,0.004769821392655649,0.45555555555555555,0.1460923671073525,90,0.2364066193853428,0.1388888888888889,0.969962786920185,2,0.02,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,is,lev_3,3.0,0.014597206068569176,0.45555555555555555,0.14478802557622938,90,0.2364066193853428,0.1388888888888889,1.7861753707382215,2,0.02,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,is,single,1.0,0.00952070182020052,0.4625,0.12197215261777655,80,0.2222222222222222,0.13924050632911392,1.5006400551774182,1,,
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,is,lev_1,1.0,-0.020532379337230122,0.4457831325301205,0.12197215261777657,83,0.2222222222222222,0.0975609756097561,-1.5495381319260055,3,0.029999999999999995,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,is,lev_2,2.0,-0.005853629147586253,0.4457831325301205,0.12722378513770097,83,0.2222222222222222,0.0975609756097561,0.023896010666855805,3,0.030000000000000002,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,is,lev_3,3.0,-0.0015676881553035856,0.4523809523809524,0.1220716354448209,84,0.2222222222222222,0.1144578313253012,0.4236602626797085,3,0.030000000000000002,0.0
baseline,0,ETH/USDT:USDT,1h,oos,single,1.0,0.16515191691649417,0.5512820512820513,0.07260688603759999,78,0.49065420560747663,0.3782051282051282,16.688993440325294,1,,
baseline,0,ETH/USDT:USDT,1h,oos,lev_1,1.0,0.13460126766308203,0.5301204819277109,0.0917879246590413,83,0.49065420560747663,0.3253012048192771,13.14202611786027,3,0.030000000000000002,0.0
baseline,0,ETH/USDT:USDT,1h,oos,lev_2,2.0,0.1815863678915639,0.5301204819277109,0.08728926750127487,83,0.49065420560747663,0.3253012048192771,15.940445898606816,3,0.03,0.0
baseline,0,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.1934089043542157,0.5301204819277109,0.08604051752561234,83,0.49065420560747663,0.3253012048192771,16.641576643265815,3,0.03,0.0
pen_5bp,0,ETH/USDT:USDT,1h,oos,single,1.0,0.1485126220240747,0.5394736842105263,0.07260688603759999,76,0.4719626168224299,0.34868421052631576,15.415673622022856,1,,
pen_5bp,0,ETH/USDT:USDT,1h,oos,lev_1,1.0,0.11839826030939657,0.5185185185185185,0.0917879246590413,81,0.4719626168224299,0.2962962962962963,11.88870745444426,3,0.030000000000000002,0.0
pen_5bp,0,ETH/USDT:USDT,1h,oos,lev_2,2.0,0.15592202810349337,0.5185185185185185,0.08728926750127487,81,0.4719626168224299,0.2962962962962963,14.17860099844465,3,0.03,0.0
pen_5bp,0,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.16363090607673658,0.5185185185185185,0.08604051752561234,81,0.4719626168224299,0.2962962962962963,14.63965848619731,3,0.03,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,oos,single,1.0,0.06931720089952341,0.5185185185185185,0.06529685531214612,54,0.29906542056074764,0.2962962962962963,10.674958354803584,1,,
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,oos,lev_1,1.0,0.05435619303734311,0.5,0.07837445388132265,56,0.29906542056074764,0.25,8.307751404212494,2,0.02,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,oos,lev_2,2.0,0.07359926802703048,0.5,0.08488054164810092,56,0.29906542056074764,0.25,10.246556442418171,2,0.02,0.0
pen_5bp_drop_50,0,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.07928248345378051,0.5,0.08578147277238601,56,0.29906542056074764,0.25,10.80783166430528,2,0.02,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,oos,single,1.0,0.018019748360750237,0.46808510638297873,0.0708560647995016,47,0.24766355140186916,0.1702127659574468,3.5643827022020464,1,,
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,oos,lev_1,1.0,-0.013411367675938164,0.44,0.09954316137999272,50,0.24766355140186916,0.1,-1.6295389836785708,3,0.03,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,oos,lev_2,2.0,-0.004109371929717236,0.44,0.0988461722381152,50,0.24766355140186916,0.1,-0.05601597745675756,3,0.030000000000000006,0.0
pen_5bp_drop_50,1,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.0006131887029225254,0.44,0.0961749744597296,50,0.24766355140186916,0.1,0.6627732138829178,3,0.030000000000000006,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,oos,single,1.0,0.06835679512681654,0.5,0.04300809311955539,48,0.2757009345794392,0.25,11.483408099606345,1,,
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,oos,lev_1,1.0,0.05217376638095466,0.4807692307692308,0.06241254570597499,52,0.2757009345794392,0.20192307692307693,8.418572210492322,3,0.03,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,oos,lev_2,2.0,0.04953957313793071,0.4807692307692308,0.05722370048245645,52,0.2757009345794392,0.20192307692307693,7.5947805347531645,3,0.030000000000000002,0.0
pen_5bp_drop_50,2,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.05159712134631445,0.4807692307692308,0.05593381548476971,52,0.2757009345794392,0.20192307692307693,7.780727378128422,3,0.030000000000000002,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,oos,single,1.0,0.062423022074836444,0.5102040816326531,0.061723013370038896,49,0.27102803738317754,0.2755102040816326,10.388905101835034,1,,
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,oos,lev_1,1.0,0.056745956507905614,0.5,0.07142181882988918,52,0.27102803738317754,0.25,9.113285716222732,2,0.02,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,oos,lev_2,2.0,0.07922017025280147,0.5,0.07636187339080129,52,0.27102803738317754,0.25,11.644104362848738,2,0.02,0.0
pen_5bp_drop_50,3,ETH/USDT:USDT,1h,oos,lev_3,3.0,0.07976477131757728,0.5,0.07922773679814525,52,0.27102803738317754,0.25,11.616701855765228,2,0.02,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,oos,single,1.0,-0.0038706158053679247,0.4473684210526316,0.05119993266622708,38,0.21495327102803738,0.11842105263157894,-0.2890762557314354,1,,
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,oos,lev_1,1.0,-0.034625872088550565,0.4146341463414634,0.07204794944401276,41,0.21495327102803738,0.036585365853658534,-6.441012009445904,3,0.030000000000000002,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,oos,lev_2,2.0,-0.030856311284061303,0.4146341463414634,0.08061264293135782,41,0.21495327102803738,0.036585365853658534,-5.292761806974055,3,0.03,0.0
pen_5bp_drop_50,4,ETH/USDT:USDT,1h,oos,lev_3,3.0,-0.02540187396482979,0.4146341463414634,0.08061264293135834,41,0.21495327102803738,0.036585365853658534,-4.191040193706818,3,0.03,0.0
baseline,0,SOL/USDT:USDT,15m,is,single,1.0,0.8458666750634642,0.5147540983606558,0.1024057784224972,610,0.5018610421836228,0.28688524590163933,19.400852868732517,1,,
baseline,0,SOL/USDT:USDT,15m,is,lev_1,1.0,0.8350760383199922,0.5119236883942766,0.10240577842249787,629,0.5018610421836228,0.27980922098569155,18.757088416905358,2,0.02,0.0
baseline,0,SOL/USDT:USDT,15m,is,lev_2,2.0,1.212614861567433,0.5111111111111111,0.12950967053531692,630,0.5018610421836228,0.2777777777777778,20.596775054154545,2,0.020110268861055366,0.0
baseline,0,SOL/USDT:USDT,15m,is,lev_3,3.0,1.2228520263854148,0.5111111111111111,0.13385368307746834,630,0.5018610421836228,0.2777777777777778,20.24107019244537,2,0.020110268861055366,0.0
pen_5bp,0,SOL/USDT:USDT,15m,is,single,1.0,0.25521353845983086,0.4737762237762238,0.1515565574129196,572,0.4665012406947891,0.18444055944055945,8.176985334562497,1,,
pen_5bp,0,SOL/USDT:USDT,15m,is,lev_1,1.0,0.23978783439041,0.4720812182741117,0.15208322031742225,591,0.4665012406947891,0.1802030456852792,7.602660833625386,2,0.020000000000000004,0.0
pen_5bp,0,SOL/USDT:USDT,15m,is,lev_2,2.0,0.24575588262236361,0.47048903878583476,0.22718406752278206,593,0.4665012406947891,0.17622259696458684,6.836110022377361,2,0.020110268861055366,0.0
pen_5bp,0,SOL/USDT:USDT,15m,is,lev_3,3.0,0.18834232293884307,0.47048903878583476,0.24382645080634918,593,0.4665012406947891,0.17622259696458684,5.53186096383264,2,0.020110268861055366,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,is,single,1.0,-0.0442096754394548,0.44932432432432434,0.18624274474170724,296,0.22890818858560794,0.12331081081081081,-1.789570890006448,1,,
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,is,lev_1,1.0,-0.07363434510595417,0.4440789473684211,0.20473409967494843,304,0.22890818858560794,0.11019736842105263,-3.6247314436750533,2,0.019999999999999997,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,is,lev_2,2.0,-0.0766698732390636,0.4426229508196721,0.21873886452444655,305,0.22890818858560794,0.10655737704918032,-2.912388413859706,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,is,lev_3,3.0,-0.10397662748076346,0.4426229508196721,0.22932107728423456,305,0.22890818858560794,0.10655737704918032,-4.282822754171827,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,is,single,1.0,0.016232276964417543,0.4591194968553459,0.17335611420983418,318,0.23945409429280398,0.14779874213836477,1.8796379029113461,1,,
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,is,lev_1,1.0,0.019977717194846263,0.45987654320987653,0.17355384975899352,324,0.23945409429280398,0.14969135802469136,2.0699387566220704,2,0.018456253698478996,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,is,lev_2,2.0,0.04438422406509108,0.45987654320987653,0.20288360416089515,324,0.23945409429280398,0.14969135802469136,3.1959966863912674,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,is,lev_3,3.0,0.010920817511749555,0.45987654320987653,0.22076629984784002,324,0.23945409429280398,0.14969135802469136,1.6644613127899561,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,is,single,1.0,-0.09702813722425545,0.4336569579288026,0.23078717671423296,309,0.2326302729528536,0.08414239482200647,-4.935145004650476,1,,
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,is,lev_1,1.0,-0.10011610898851686,0.43354430379746833,0.2369933383831149,316,0.2326302729528536,0.08386075949367089,-5.0577112608145685,2,0.018579996836921502,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,is,lev_2,2.0,-0.1435257055771055,0.4308176100628931,0.276013100678347,318,0.2326302729528536,0.0770440251572327,-6.3851384883489555,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,is,lev_3,3.0,-0.18315873773996,0.4308176100628931,0.29001628907669197,318,0.2326302729528536,0.0770440251572327,-8.450341309627673,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,is,single,1.0,0.06179735274862578,0.4577922077922078,0.18498835489547413,308,0.23014888337468983,0.1444805194805195,4.511110942894124,1,,
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,is,lev_1,1.0,0.051820148311701814,0.4551282051282051,0.18780307945803995,312,0.23014888337468983,0.13782051282051283,3.9209939856689604,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,is,lev_2,2.0,-0.002329125992479203,0.4551282051282051,0.2567192554550447,312,0.23014888337468983,0.13782051282051283,1.0287824699288863,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,is,lev_3,3.0,-0.029955214794274616,0.4551282051282051,0.2662266290126942,312,0.23014888337468983,0.13782051282051283,-0.29704422014467585,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,is,single,1.0,0.023948939279694423,0.459546925566343,0.20778766211654495,309,0.23511166253101737,0.1488673139158576,2.3525660225497487,1,,
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,is,lev_1,1.0,0.012203937378754018,0.45714285714285713,0.21281045852184646,315,0.23511166253101737,0.14285714285714285,1.6575967029781509,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,is,lev_2,2.0,0.0056001253271009774,0.45714285714285713,0.28033812274771314,315,0.23511166253101737,0.14285714285714285,1.4049592416668855,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,is,lev_3,3.0,-0.01385984476095,0.45714285714285713,0.288271771637824,315,0.23511166253101737,0.14285714285714285,0.4926932358965714,2,0.02,0.0
baseline,0,SOL/USDT:USDT,15m,oos,single,1.0,0.1417644635389217,0.508833922261484,0.1216255483673006,283,0.5063451776649747,0.27208480565371024,10.35062762721216,1,,
baseline,0,SOL/USDT:USDT,15m,oos,lev_1,1.0,0.11521041693948009,0.5016949152542373,0.12162554836730073,295,0.5063451776649747,0.2542372881355932,8.393106410232713,3,0.030000000000000002,0.0
baseline,0,SOL/USDT:USDT,15m,oos,lev_2,2.0,0.2047637290413273,0.5,0.15796915539175999,296,0.5063451776649747,0.25,11.094083725058692,3,0.030000000000000002,0.0
baseline,0,SOL/USDT:USDT,15m,oos,lev_3,3.0,0.24664560101299504,0.5,0.1561804408146322,296,0.5063451776649747,0.25,12.412879381851834,3,0.030000000000000002,0.0
pen_5bp,0,SOL/USDT:USDT,15m,oos,single,1.0,0.03423848642965513,0.4781021897810219,0.11586380461430328,274,0.46573604060913704,0.19525547445255476,3.3300536883574647,1,,
pen_5bp,0,SOL/USDT:USDT,15m,oos,lev_1,1.0,0.024812970654116726,0.4755244755244755,0.12465619844677019,286,0.46573604060913704,0.1888111888111888,2.5924441140054584,3,0.03,0.0
pen_5bp,0,SOL/USDT:USDT,15m,oos,lev_2,2.0,0.03225447457342525,0.4738675958188153,0.17149351244749417,287,0.46573604060913704,0.18466898954703834,2.8506106691636077,3,0.030000000000000006,0.0
pen_5bp,0,SOL/USDT:USDT,15m,oos,lev_3,3.0,0.037227883533651765,0.4738675958188153,0.16676580902384452,287,0.46573604060913704,0.18466898954703834,3.0766519803250993,3,0.030000000000000002,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,oos,single,1.0,0.00735024417114164,0.48322147651006714,0.09905368585301677,149,0.23604060913705585,0.2080536912751678,1.8499701704229867,1,,
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,oos,lev_1,1.0,-0.009700101826072205,0.47368421052631576,0.1100241222203979,152,0.23604060913705585,0.18421052631578946,-0.3816956147540206,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,oos,lev_2,2.0,0.005269540375525503,0.47368421052631576,0.12797255120938872,152,0.23604060913705585,0.18421052631578946,1.6485915418888595,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,15m,oos,lev_3,3.0,0.02769092907587201,0.47368421052631576,0.12914482609033698,152,0.23604060913705585,0.18421052631578946,3.8672678811474834,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,oos,single,1.0,-0.04968736246382996,0.4452054794520548,0.14139387231055814,146,0.23223350253807107,0.11301369863013698,-6.200935757007901,1,,
