scope,arm,width_label,width_threshold,guard,reentry,segment,num_cells,num_symbols,num_trades,win_rate,total_return,mean_net_r,max_drawdown,peak_concurrency,liquidation_events,symbols_below_gate,min_symbol_trades,adopted_point
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,False,full,48,12,26200,0.4180152671755725,-0.9999986565528112,-0.0917459749754012,0.999999364491886,13,0,0,1662,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,False,is,48,12,17587,0.423210325808836,-0.9991098016747776,-0.0712497811850419,0.9995877633454098,13,0,0,1264,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,False,oos_warm,48,12,8614,0.4074762015323891,-0.9984908450726252,-0.1334124677002897,0.9985938185284144,10,0,0,370,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,False,oos,48,12,8409,0.4076584611725532,-0.998079238008006,-0.1341927950179562,0.998137133221534,10,0,0,370,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,True,full,48,12,30255,0.4075359444719881,-0.9999999989535516,-0.1061968665857828,0.9999999993075792,14,0,0,1754,True
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,True,is,48,12,20741,0.4097198785015187,-0.9999963593454132,-0.0948069874933452,0.999997358007491,14,0,0,1415,True
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,True,oos_warm,48,12,9515,0.4028376248029427,-0.999712565881535,-0.1308602023194444,0.999771227667797,11,0,0,339,True
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,True,oos,48,12,9226,0.4010405376110991,-0.9997200620391627,-0.1365954336198144,0.9997395810290236,11,0,0,339,True
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,False,full,48,12,24383,0.416601730714022,-0.9999962598239684,-0.0836225828069106,0.9999982334244116,13,0,0,1428,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,False,is,48,12,16538,0.420486153101947,-0.9987512574297244,-0.0680690593478027,0.999417802972568,13,0,0,1146,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,False,oos_warm,48,12,7845,0.4084130019120459,-0.9970048462184204,-0.1164108773852049,0.9972322356106474,10,0,0,282,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.003,False,oos,48,12,7644,0.4086865515436944,-0.996315392718379,-0.1167550073259923,0.9964789219586004,10,0,0,282,False
