scope,arm,segment,lens,exclude_symbol,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events
all,off,full,baseline,LINK,24,8,3404,0.5990011750881316,60456.63126602088,0.13934544471030827,433861.5545826201,11,0.10791249192128075,0
all,off,is,baseline,LINK,24,8,2182,0.6209899175068744,4144.724658781097,0.13934544471030827,29744.24221328338,11,0.10791249192128075,0
all,off,oos_warm,baseline,LINK,24,8,1222,0.5597381342062193,13.583127496893683,0.11525554688410959,117.85226710651618,8,0.07832184318777924,0
all,off,oos,baseline,LINK,24,8,1184,0.5557432432432432,10.808390774904087,0.11525554688410923,93.77761910038089,8,0.07550686402201852,0
all,off,full,baseline,LTC,24,8,3433,0.5968540635013108,67825.25461681705,0.1334244538009214,508342.0069158916,11,0.1100013107306406,0
all,off,is,baseline,LTC,24,8,2212,0.6188969258589512,4724.276652611997,0.1334244538009214,35407.87702725729,11,0.1100013107306406,0
all,off,oos_warm,baseline,LTC,24,8,1221,0.556920556920557,13.353922447974435,0.10720616182446549,124.56301224401209,10,0.09804077401800362,0
all,off,oos,baseline,LTC,24,8,1178,0.5509337860780985,10.091773204578585,0.10720616182446485,94.13426460600704,8,0.0759325554513589,0
all,off,full,baseline,SOL,24,8,3355,0.5967213114754099,38918.220396151184,0.13410704495725462,290202.65421966463,11,0.10790157069274137,0
all,off,is,baseline,SOL,24,8,2154,0.6230269266480966,3775.6264047417308,0.12637858009359165,29875.524807650403,11,0.10790157069274137,0
all,off,oos_warm,baseline,SOL,24,8,1201,0.5495420482930891,9.305287371630492,0.134107044957254,69.3870137441065,9,0.0883218695488996,0
all,off,oos,baseline,SOL,24,8,1176,0.54421768707483,7.57734204470114,0.1341070449572543,56.50219231298673,7,0.0703258843167777,0
all,off,full,baseline,TRX,24,8,3429,0.5902595508894721,47148.676475266,0.13957563820245797,337800.1854942312,10,0.0980433050373153,0
all,off,is,baseline,TRX,24,8,2184,0.6103479853479854,3008.587103220158,0.13957563820245797,21555.245184379004,9,0.0904494354295283,0
all,off,oos_warm,baseline,TRX,24,8,1245,0.5550200803212851,14.666493395329013,0.1258368381195105,116.55166813234663,10,0.0980433050373153,0
all,off,oos,baseline,TRX,24,8,1201,0.5487094088259784,10.912976563885872,0.12583683811951044,86.72322609951102,8,0.07748072574516761,0
all,off,full,baseline,XRP,24,8,3444,0.591753774680604,42865.67696330548,0.12427811801596463,344917.33257337386,11,0.10790157069274134,0
all,off,is,baseline,XRP,24,8,2220,0.6094594594594595,2772.8619521971696,0.12427811801596463,22311.747204290386,11,0.10790157069274134,0
all,off,oos_warm,baseline,XRP,24,8,1224,0.559640522875817,14.453788869828532,0.10739003449002064,134.59152833377354,10,0.0980407740180036,0
all,off,oos,baseline,XRP,24,8,1182,0.5532994923857868,10.877002889935287,0.1073900344900205,101.28503023198172,8,0.07011223213683974,0
all,freeze,full,baseline,,27,9,4973,0.5897848381258798,4692390.628775958,0.19614778798847976,23922730.288712475,12,0.11360810822756046,0
all,freeze,is,baseline,,27,9,3230,0.6099071207430341,129915.2854445946,0.19614778798847976,662333.675933296,11,0.10790157069274137,0
all,freeze,oos_warm,baseline,,27,9,1743,0.5524956970740104,35.11857907357665,0.14889951146207642,235.85422630833202,12,0.1136081082275605,0
all,freeze,oos,baseline,,27,9,1676,0.545346062052506,22.112373423426504,0.14889951146207633,148.50534569455837,9,0.08882742681317277,0
all,freeze,full,baseline,BNB,24,8,4461,0.5891055817081372,989914.6117749546,0.18941647499306258,5226127.303927551,11,0.10761808353674925,0
all,freeze,is,baseline,BNB,24,8,2883,0.608394033992369,35865.3579641123,0.18941647499306258,189346.56008895676,11,0.10761808353674925,0
all,freeze,oos_warm,baseline,BNB,24,8,1578,0.5538656527249683,26.600115204489395,0.13390686721170872,198.64638579315147,10,0.09621871062424447,0
all,freeze,oos,baseline,BNB,24,8,1512,0.5462962962962963,17.09545135365239,0.1339068672117092,127.6667262077319,9,0.08882742681317275,0
all,freeze,full,baseline,BTC,24,8,4430,0.5871331828442438,981162.6557114408,0.1793947323930362,5469294.681193927,11,0.1077479019011543,0
all,freeze,is,baseline,BTC,24,8,2862,0.6069182389937107,35397.45642811038,0.1793947323930362,197316.03016390715,10,0.10010828213231349,0
all,freeze,oos_warm,baseline,BTC,24,8,1568,0.5510204081632653,26.717696044290932,0.15988651468348775,167.10412442963957,11,0.1077479019011543,0
all,freeze,oos,baseline,BTC,24,8,1499,0.542361574382922,16.203208667417275,0.1598865146834876,101.34193430567458,8,0.08087856856866532,0
all,freeze,full,baseline,DOGE,24,8,4450,0.5896629213483147,897894.8474697195,0.18684021492761874,4805683.015391312,11,0.1071603198130939,0
all,freeze,is,baseline,DOGE,24,8,2904,0.6074380165289256,31910.33313323324,0.18684021492761874,170789.4263855091,11,0.1071603198130939,0
all,freeze,oos_warm,baseline,DOGE,24,8,1546,0.55627425614489,27.137208925772942,0.13212966156945902,205.38317137448527,10,0.09969381485514375,0
all,freeze,oos,baseline,DOGE,24,8,1488,0.5504032258064516,18.05982139437678,0.13212966156945902,136.68256756173514,8,0.08087856856866532,0
all,freeze,full,baseline,ETH,24,8,4407,0.5897435897435898,1004113.4532406128,0.19469135486211372,5157462.969795223,11,0.1071603198130939,0
all,freeze,is,baseline,ETH,24,8,2880,0.6149305555555555,58119.41655749183,0.19469135486211372,298520.7874209605,11,0.1071603198130939,0
all,freeze,oos_warm,baseline,ETH,24,8,1527,0.5422396856581533,16.276449700723568,0.1631726210769944,99.74988201631808,10,0.08882742681317277,0
all,freeze,oos,baseline,ETH,24,8,1477,0.5355450236966824,11.09264592501083,0.16317262107699396,67.98104885363519,9,0.08882742681317277,0
all,freeze,full,baseline,LINK,24,8,4415,0.5947904869762174,1253933.5199907098,0.1955730688125407,6411585.846682302,11,0.10791249192128079,0
all,freeze,is,baseline,LINK,24,8,2856,0.613795518207283,40539.722822986296,0.1955730688125407,207286.83693072354,11,0.10791249192128079,0
all,freeze,oos_warm,baseline,LINK,24,8,1559,0.5599743425272611,29.930245754763288,0.135849124533132,220.31975441596353,10,0.09762254858045105,0
all,freeze,oos,baseline,LINK,24,8,1500,0.5546666666666666,20.3801742789714,0.1358491245331321,150.02065231565697,9,0.08223525829760321,0
all,freeze,full,baseline,LTC,24,8,4468,0.592882721575649,1448213.1397819414,0.18723136294744716,7734885.42188539,12,0.1136081082275605,0
all,freeze,is,baseline,LTC,24,8,2917,0.6133013369900583,55380.60571260123,0.18723136294744716,295787.01367540477,11,0.11000131073064062,0
all,freeze,oos_warm,baseline,LTC,24,8,1551,0.5544809800128949,25.149731867605055,0.1299852931725489,193.4813643434266,12,0.11360810822756047,0
all,freeze,oos,baseline,LTC,24,8,1484,0.5464959568733153,15.725747200571268,0.1299852931725492,120.98097266816254,9,0.08265083149675558,0
all,freeze,full,baseline,SOL,24,8,4323,0.5928753180661578,602746.0406238649,0.19107652512736062,3154474.576205052,11,0.10790157069274137,0
all,freeze,is,baseline,SOL,24,8,2807,0.6156038475240471,31965.160438288414,0.19107652512736062,167289.83540485823,11,0.10790157069274137,0
all,freeze,oos_warm,baseline,SOL,24,8,1516,0.5507915567282322,17.855784753614202,0.1594093087730871,112.01218354839749,11,0.10688124636603981,0
all,freeze,oos,baseline,SOL,24,8,1475,0.5444067796610169,12.759575415734664,0.15587341301722504,81.8585746520136,9,0.08882742681317277,0
all,freeze,full,baseline,TRX,24,8,4421,0.586745080298575,852721.7809699596,0.16240852723686797,5250474.192936252,12,0.1136098646369171,0
all,freeze,is,baseline,TRX,24,8,2849,0.6054756054756055,29313.1797660339,0.1583636069264799,185100.48069088566,10,0.10010828213231347,0
all,freeze,oos_warm,baseline,TRX,24,8,1572,0.5527989821882952,28.08908889062632,0.16240852723686863,172.95328865127328,12,0.11360986463691711,0
all,freeze,oos,baseline,TRX,24,8,1500,0.544,16.785133217864328,0.16240852723686752,103.35130490644595,9,0.08298950926442425,0
all,freeze,full,baseline,XRP,24,8,4459,0.5877999551468939,740456.496395496,0.194078435805242,3815243.52936637,12,0.11360810822756048,0
all,freeze,is,baseline,XRP,24,8,2891,0.6035973711518505,23212.74480726762,0.194078435805242,119604.96647119334,11,0.1079015706927414,0
all,freeze,oos_warm,baseline,XRP,24,8,1568,0.5586734693877551,30.897373842228053,0.14212885107632905,217.38987973409345,12,0.11360810822756051,0
all,freeze,oos,baseline,XRP,24,8,1503,0.5508982035928144,19.340631891530936,0.1421288510763287,136.07815545588466,9,0.08882742681317277,0
all,band,full,baseline,,27,9,4557,0.597103357472021,2400987.081039459,0.15591428031410318,15399404.571553402,12,0.11359069619721221,0
all,band,is,baseline,,27,9,2959,0.6191280838120987,78274.08181756217,0.13830994666131038,565932.412722547,11,0.10790157069274135,0
all,band,oos_warm,baseline,,27,9,1598,0.5563204005006258,29.673721768001514,0.15591428031410345,190.32074360489054,12,0.1135906961972122,0
all,band,oos,baseline,,27,9,1525,0.5449180327868852,17.122410924195194,0.15591428031410334,109.81938851079296,8,0.08043451242237028,0
all,band,full,baseline,BNB,24,8,4101,0.5971714216044867,578753.1874057242,0.16185893716582392,3575664.078485784,11,0.10761808353674925,0
all,band,is,baseline,BNB,24,8,2652,0.6176470588235294,24046.620652267367,0.12455346594631579,193062.6375554397,11,0.10761808353674925,0
all,band,oos_warm,baseline,BNB,24,8,1449,0.559696342305038,23.06700420696945,0.16185893716582408,142.5130092343147,10,0.09621871062424449,0
all,band,oos,baseline,BNB,24,8,1378,0.548621190130624,13.956290238625893,0.161858937165824,86.22502089166517,8,0.08043451242237028,0
all,band,full,baseline,BTC,24,8,4057,0.5942814887848163,524572.393933044,0.15048918279421777,3485781.3976593646,11,0.10772322631319359,0
all,band,is,baseline,BTC,24,8,2621,0.6146508966043495,20727.300741807125,0.1402371716265463,147801.75970037558,10,0.1001082821323135,0
all,band,oos_warm,baseline,BTC,24,8,1436,0.5571030640668524,24.307110335148057,0.1504891827942179,161.52064808795004,11,0.10772322631319359,0
all,band,oos,baseline,BTC,24,8,1363,0.5451210564930301,13.999155454436055,0.15048918279421838,93.0243303505658,8,0.08043451242237029,0
all,band,full,baseline,DOGE,24,8,4075,0.5977914110429448,509039.0106019267,0.16053532923579555,3170884.645922682,11,0.1071603198130939,0
all,band,is,baseline,DOGE,24,8,2658,0.6173814898419865,20677.137173711337,0.1427946828623187,144803.27109692202,11,0.1071603198130939,0
all,band,oos_warm,baseline,DOGE,24,8,1417,0.5610444601270289,23.617305046659837,0.16053532923579603,147.115934910318,10,0.09966840886277312,0
all,band,oos,baseline,DOGE,24,8,1356,0.551622418879056,14.982118482349557,0.16053532923579575,93.3259896975306,8,0.08043451242237028,0
all,band,full,baseline,ETH,24,8,4030,0.5962779156327543,487666.0672053229,0.15566888054354144,3132713.908538194,11,0.10716031981309389,0
all,band,is,baseline,ETH,24,8,2634,0.6245254365983295,34893.06869981351,0.1348097977933198,258831.8450956282,11,0.10716031981309389,0
all,band,oos_warm,baseline,ETH,24,8,1396,0.5429799426934098,12.975643580019948,0.15566888054354128,83.35412662256927,9,0.08874958305330526,0
all,band,oos,baseline,ETH,24,8,1338,0.531390134529148,7.947089687093316,0.15566888054354094,51.051241965284746,8,0.07593724332490358,0
all,band,full,baseline,LINK,24,8,4044,0.6006429277942631,573129.5639635174,0.1625884005311764,3525033.5330878636,11,0.10791249192128076,0
all,band,is,baseline,LINK,24,8,2622,0.6228070175438597,25173.502844634608,0.1625884005311764,154829.63583129397,11,0.10791249192128076,0
all,band,oos_warm,baseline,LINK,24,8,1422,0.559774964838256,21.766311116474313,0.14973038712646713,145.37003165623142,10,0.09759820152419395,0
all,band,oos,baseline,LINK,24,8,1363,0.5524578136463683,14.582840534146776,0.14973038712646802,97.39399472619776,8,0.0755068640220185,0
all,band,full,baseline,LTC,24,8,4082,0.6004409603135717,757328.255059641,0.1334244538009217,5676082.858016612,12,0.11359069619721218,0
all,band,is,baseline,LTC,24,8,2659,0.6220383602858217,31662.871550934142,0.1334244538009217,237309.3585841265,11,0.11000131073064061,0
all,band,oos_warm,baseline,LTC,24,8,1423,0.5600843288826423,22.917771831578143,0.11955697206381433,191.68912892295089,12,0.11359069619721217,0
all,band,oos,baseline,LTC,24,8,1350,0.5474074074074075,13.124879389447067,0.11955697206381401,109.77928901077898,8,0.0804345124223703,0
all,band,full,baseline,SOL,24,8,3966,0.5993444276348966,323705.06760249817,0.15950897460965496,2029384.6687602275,11,0.10790157069274138,0
all,band,is,baseline,SOL,24,8,2575,0.6240776699029126,19902.88827151173,0.1502745392513658,132443.5155194185,11,0.10790157069274138,0
all,band,oos_warm,baseline,SOL,24,8,1391,0.5535585909417685,15.263458837126615,0.15950897460965538,95.69028247143336,11,0.10686383428774722,0
all,band,oos,baseline,SOL,24,8,1344,0.5431547619047619,10.163096121669255,0.15950897460965482,63.71488592751633,8,0.08043451242237029,0
all,band,full,baseline,TRX,24,8,4064,0.5952263779527559,508757.2122266981,0.14295233589437056,3558928.9887688565,12,0.113592448003291,0
all,band,is,baseline,TRX,24,8,2620,0.6156488549618321,20198.836633541716,0.14295233589437056,141297.7025325904,10,0.10010828213231346,0
all,band,oos_warm,baseline,TRX,24,8,1444,0.5581717451523546,24.186253802761318,0.13649347339923698,177.19714503870574,12,0.11359244800329103,0
all,band,oos,baseline,TRX,24,8,1369,0.545653761869978,13.86986040139815,0.1364934733992359,101.61555754999047,8,0.08011223213683974,0
all,band,full,baseline,XRP,24,8,4080,0.5946078431372549,394191.87412783725,0.14206562412423973,2774716.801181313,12,0.1135906961972122,0
all,band,is,baseline,XRP,24,8,2641,0.6134040136312003,15857.76261359064,0.12660049769063172,125258.29600087025,11,0.10790157069274137,0
all,band,oos_warm,baseline,XRP,24,8,1439,0.5601111883252259,23.856471071079724,0.1420656241242398,167.92571192462907,12,0.11359069619721218,0
all,band,oos,baseline,XRP,24,8,1367,0.5479151426481346,13.846234817366337,0.1420656241242395,97.4636538763065,8,0.08011223213683977,0
1h,off,full,baseline,,9,9,2217,0.5926928281461434,641.7856372420684,0.11228275127520859,5715.798998093941,6,0.05,0
1h,off,is,baseline,,9,9,1447,0.6164478230822391,153.7375063288934,0.11228275127520859,1369.1996729940995,6,0.05,0
1h,off,oos_warm,baseline,,9,9,770,0.548051948051948,3.1540390076846228,0.07902928141698418,39.90975181772042,4,0.04,0
1h,off,oos,baseline,,9,9,756,0.5436507936507936,2.756864874779375,0.07902928141698401,34.88409391239768,4,0.039999999999999994,0
1h,off,full,baseline,BNB,8,8,1997,0.5908863294942414,312.40247178312165,0.11101662396719983,2814.0152404150017,6,0.049098005507091244,0
1h,off,is,baseline,BNB,8,8,1305,0.6114942528735632,83.05692849690406,0.11101662396719983,748.148570266769,6,0.049098005507091244,0
1h,off,oos_warm,baseline,BNB,8,8,692,0.5520231213872833,2.7284549576976795,0.07796589687317793,34.99549247969122,4,0.035700666572401694,0
1h,off,oos,baseline,BNB,8,8,678,0.5471976401179941,2.3711134062355383,0.0779658968731775,30.412186626833627,4,0.035700666572401694,0
1h,off,full,baseline,BTC,8,8,1963,0.5904228222109017,324.8588271936971,0.13081465413201795,2483.351955858478,5,0.044466988614341216,0
1h,off,is,baseline,BTC,8,8,1278,0.6111111111111112,81.7740301190763,0.13081465413201795,625.1136821150792,5,0.044466988614341216,0
1h,off,oos_warm,baseline,BTC,8,8,685,0.5518248175182482,2.93672782060903,0.07796589687317743,37.666825347831676,4,0.04,0
1h,off,oos,baseline,BTC,8,8,671,0.5469448584202683,2.5602531473805743,0.07796589687317748,32.838115766758726,4,0.04,0
1h,off,full,baseline,DOGE,8,8,1985,0.5909319899244333,271.0509515863219,0.09735475157184054,2784.1573956080256,6,0.049999999999999996,0
1h,off,is,baseline,DOGE,8,8,1304,0.6104294478527608,70.41802804242833,0.09735475157184054,723.3137253754388,6,0.049999999999999996,0
1h,off,oos_warm,baseline,DOGE,8,8,681,0.55359765051395,2.809275599498488,0.08215893629748154,34.19318367665627,4,0.04,0
1h,off,oos,baseline,DOGE,8,8,667,0.5487256371814093,2.4450648324765396,0.0821589362974817,29.760181212953274,4,0.04,0
1h,off,full,baseline,ETH,8,8,1967,0.5882053889171327,282.0198070015621,0.11633770760239762,2424.1478778781607,5,0.049999999999999996,0
1h,off,is,baseline,ETH,8,8,1288,0.6218944099378882,108.20899899832008,0.10753298667803957,1006.2865576523466,5,0.049999999999999996,0
1h,off,oos_warm,baseline,ETH,8,8,679,0.524300441826215,1.591542909443902,0.11633770760239819,13.680370210518863,4,0.035700666572401694,0
1h,off,oos,baseline,ETH,8,8,668,0.5209580838323353,1.4210845368523959,0.1163377076023984,12.215167086746852,4,0.0357006665724017,0
1h,off,full,baseline,LINK,8,8,1951,0.5986673500768837,341.54465782430026,0.12578585457509686,2715.2866987948214,5,0.041525961348581254,0
1h,off,is,baseline,LINK,8,8,1273,0.6213668499607227,89.36382865491531,0.11452178229462459,780.3216721253373,5,0.041525961348581254,0
1h,off,oos_warm,baseline,LINK,8,8,678,0.556047197640118,2.790727583405326,0.12578585457509667,22.186338780559826,4,0.039999999999999994,0
1h,off,oos,baseline,LINK,8,8,668,0.5538922155688623,2.588435454671118,0.12578585457509633,20.57811240711313,4,0.04,0
1h,off,full,baseline,LTC,8,8,1975,0.5984810126582278,415.7742196254921,0.11393803696516654,3649.125706392535,5,0.05,0
1h,off,is,baseline,LTC,8,8,1289,0.6229635376260667,110.11166661669877,0.11393803696516654,966.4170943226135,5,0.05,0
1h,off,oos_warm,baseline,LTC,8,8,686,0.5524781341107872,2.7509492235701503,0.07902928141698394,34.80923999618896,4,0.0397774945123498,0
1h,off,oos,baseline,LTC,8,8,672,0.5476190476190477,2.3923151321022713,0.07902928141698395,30.271249962145625,4,0.039777494512349805,0
1h,off,full,baseline,SOL,8,8,1937,0.5993804852865255,325.14599395409743,0.0870282358114687,3736.097726472002,6,0.04909800550709125,0
1h,off,is,baseline,SOL,8,8,1260,0.6293650793650793,104.64614137121548,0.0870282358114687,1202.4389601314322,6,0.04909800550709125,0
1h,off,oos_warm,baseline,SOL,8,8,677,0.5435745937961596,2.0871548143731764,0.07633067166654042,27.34359293327274,4,0.04,0
1h,off,oos,baseline,SOL,8,8,669,0.5396113602391629,1.8845050469518738,0.07633067166654037,24.688699913247962,4,0.04,0
1h,off,full,baseline,TRX,8,8,1990,0.5884422110552764,316.84210071362355,0.10943349642124357,2895.2935899443414,5,0.049999999999999996,0
1h,off,is,baseline,TRX,8,8,1285,0.6101167315175098,79.87289917282945,0.10943349642124357,729.8761511317688,5,0.049999999999999996,0
1h,off,oos_warm,baseline,TRX,8,8,705,0.548936170212766,2.9301435210623343,0.08255525029501914,35.493121401621146,4,0.04,0
1h,off,oos,baseline,TRX,8,8,691,0.5441389290882779,2.554489371870104,0.08255525029501919,30.942785137727626,4,0.04,0
1h,off,full,baseline,XRP,8,8,1971,0.589041095890411,256.65312737681137,0.11143413862274874,2303.18222538328,5,0.04639140145389357,0
1h,off,is,baseline,XRP,8,8,1294,0.6097372488408037,70.90849176174636,0.11143413862274874,636.3264672579497,5,0.04639140145389357,0
1h,off,oos_warm,baseline,XRP,8,8,677,0.5494830132939439,2.583069552209375,0.07773888188732624,33.227510989330206,4,0.039777494512349805,0
1h,off,oos,baseline,XRP,8,8,664,0.5436746987951807,2.204009341212913,0.07773888188732567,28.351441231266907,4,0.039777494512349805,0
1h,freeze,full,baseline,,9,9,2828,0.5866336633663366,3076.977328425603,0.12451499176693313,24711.701657460508,6,0.05915434518222156,0
1h,freeze,is,baseline,,9,9,1861,0.6093498119290703,584.9348035307012,0.1156443266522208,5058.050147931474,6,0.05915434518222156,0
1h,freeze,oos_warm,baseline,,9,9,967,0.5429162357807652,4.253105481835942,0.12451499176693276,34.15737672614482,5,0.05000000000000001,0
1h,freeze,oos,baseline,,9,9,945,0.5396825396825397,3.630217668813626,0.12451499176693306,29.154864143657985,5,0.05,0
1h,freeze,full,baseline,BNB,8,8,2542,0.5853658536585366,1331.6012318088945,0.1254814519274085,10611.93675523639,6,0.04943623012148105,0
1h,freeze,is,baseline,BNB,8,8,1670,0.6047904191616766,268.14084330817553,0.1254814519274085,2136.896243942858,6,0.04943623012148105,0
1h,freeze,oos_warm,baseline,BNB,8,8,872,0.5481651376146789,3.9513155098612094,0.11106877745418973,35.57539391743938,5,0.04444977054195449,0
1h,freeze,oos,baseline,BNB,8,8,850,0.5447058823529412,3.3635841256293033,0.11106877745418955,30.283795344885448,4,0.04,0
1h,freeze,full,baseline,BTC,8,8,2509,0.5838979673176564,1291.1250174000436,0.16933516974504084,7624.671350576631,5,0.05000000000000001,0
1h,freeze,is,baseline,BTC,8,8,1647,0.6053430479659988,274.51368362821165,0.16933516974504084,1621.1262199195396,5,0.04943623012148105,0
1h,freeze,oos_warm,baseline,BTC,8,8,862,0.54292343387471,3.6898760177141834,0.09976230851285212,36.986674353459115,5,0.049999999999999996,0
1h,freeze,oos,baseline,BTC,8,8,840,0.5392857142857143,3.132463348888493,0.09976230851285192,31.3992668732696,5,0.05000000000000001,0
1h,freeze,full,baseline,DOGE,8,8,2540,0.5877952755905512,1314.5595885450387,0.10287421055495283,12778.32006149718,6,0.059154345182221575,0
1h,freeze,is,baseline,DOGE,8,8,1680,0.6077380952380952,269.1306792359869,0.10287421055495283,2616.1141629585,6,0.059154345182221575,0
1h,freeze,oos_warm,baseline,DOGE,8,8,860,0.5488372093023256,3.8700858127845583,0.10240587077135198,37.79164010455555,5,0.05,0
1h,freeze,oos,baseline,DOGE,8,8,838,0.545346062052506,3.2926194142309315,0.10240587077135134,32.15264309975539,5,0.049999999999999996,0
1h,freeze,full,baseline,ETH,8,8,2507,0.5839648982848026,1248.2041767133126,0.14537464805847722,8586.12002425086,6,0.059154345182221575,0
1h,freeze,is,baseline,ETH,8,8,1663,0.6151533373421527,403.9171009148038,0.10693786398089782,3777.1195896240743,6,0.059154345182221575,0
1h,freeze,oos_warm,baseline,ETH,8,8,844,0.5225118483412322,2.0850862408405666,0.14537464805847722,14.342846353800539,5,0.044421573703818655,0
1h,freeze,oos,baseline,ETH,8,8,827,0.5187424425634825,1.7489646706533368,0.14537464805847727,12.030740531525222,4,0.04,0
1h,freeze,full,baseline,LINK,8,8,2493,0.5912555154432411,1356.4952851341504,0.16939750093278266,8007.764445547582,5,0.05,0
1h,freeze,is,baseline,LINK,8,8,1638,0.6123321123321124,282.08234852789155,0.1270342473058008,2220.522060077659,5,0.049567552953598056,0
1h,freeze,oos_warm,baseline,LINK,8,8,855,0.5508771929824562,3.7954077398096686,0.169397500932783,22.405334901107473,5,0.05000000000000001,0
1h,freeze,oos,baseline,LINK,8,8,839,0.5494636471990465,3.4924912523958764,0.16939750093278283,20.617135631662606,5,0.05,0
1h,freeze,full,baseline,LTC,8,8,2534,0.590765588003157,1678.9349754153118,0.09565072877772651,17552.76720699982,5,0.049999999999999996,0
1h,freeze,is,baseline,LTC,8,8,1672,0.6148325358851675,383.12561254539577,0.09565072877772651,4005.464646649001,5,0.049999999999999996,0
1h,freeze,oos_warm,baseline,LTC,8,8,862,0.5440835266821346,3.37340005599544,0.08396052635286513,40.17840528795498,5,0.04442157370381866,0
1h,freeze,oos,baseline,LTC,8,8,840,0.5404761904761904,2.8543894786311363,0.08396052635286547,33.99680305283984,4,0.04,0
1h,freeze,full,baseline,SOL,8,8,2453,0.5898899306971056,1007.3448789309982,0.09877242755500229,10198.644539439403,6,0.04957470383641746,0
1h,freeze,is,baseline,SOL,8,8,1614,0.6171003717472119,285.6271939132161,0.09411295046410463,3034.940382855773,6,0.04957470383641746,0
1h,freeze,oos_warm,baseline,SOL,8,8,839,0.5375446960667462,2.5179665445013626,0.09877242755500192,25.492605647453793,4,0.04,0
1h,freeze,oos,baseline,SOL,8,8,827,0.535671100362757,2.307453122816026,0.09877242755500218,23.36130821054391,4,0.04,0
1h,freeze,full,baseline,TRX,8,8,2529,0.5840253064452353,1347.7499436378996,0.11687509699851469,11531.540749480855,6,0.059154345182221575,0
1h,freeze,is,baseline,TRX,8,8,1646,0.6057108140947752,278.86803385447814,0.11687509699851469,2386.0346730494875,6,0.059154345182221575,0
1h,freeze,oos_warm,baseline,TRX,8,8,883,0.5436013590033975,3.8192354270055904,0.10209862524213507,37.40731491680684,5,0.05,0
1h,freeze,oos,baseline,TRX,8,8,861,0.5400696864111498,3.249499066736674,0.10209862524213509,31.82705995335614,5,0.05,0
1h,freeze,full,baseline,XRP,8,8,2517,0.5828367103694875,961.9749386632118,0.11446817879588753,8403.86340363242,5,0.049436230121481045,0
1h,freeze,is,baseline,XRP,8,8,1658,0.6013268998793727,202.4279739686175,0.11446817879588753,1768.421373503062,5,0.049436230121481045,0
1h,freeze,oos_warm,baseline,XRP,8,8,859,0.5471478463329453,3.733739022597576,0.10743841284369832,34.752365785870545,4,0.04016810162269829,0
