window_index,symbol,timeframe,variant,is_start_time,is_end_time,oos_start_time,oos_end_time,is_num_bars,oos_num_bars,is_total_return,is_max_drawdown,is_win_rate,is_profit_factor,is_sharpe,is_num_trades,is_avg_trade_return,is_fill_rate,is_num_penetrations,oos_total_return,oos_max_drawdown,oos_win_rate,oos_profit_factor,oos_sharpe,oos_num_trades,oos_avg_trade_return,oos_fill_rate,oos_num_penetrations,return_gap,profit_factor_gap
6,ETH/USDT:USDT,4h,B,1736596800000,1768147200000,1768161600000,1776038400000,2192,548,0.12104795207131501,0.1371129839958198,0.5384615384615384,1.6302080593001866,10.697603735588416,13,0.009643820192437914,0.35135135135135137,0.0,0.02337986262486702,0.010767953861610658,0.5,3.171244688205784,17.354864383259905,2,0.01187578361768206,0.25,0.0,0.09766808944644799,-1.5410366289055974
0,ETH/USDT:USDT,1h,A,1689238800000,1720792800000,1720796400000,1728684000000,8766,2192,-0.17607537609511964,0.17607537609511964,0.40625,0.3908887933874636,-30.62932227203799,32,-0.005875117807307145,,,-0.0027391413048870163,0.028693871207352867,0.4,0.9488234039384987,-1.4927465162794207,10,-0.00020740807395161514,,,-0.17333623479023264,-0.5579346105510352
0,ETH/USDT:USDT,1h,B,1689238800000,1720792800000,1720796400000,1728684000000,8766,2192,-0.14836063734826602,0.14992276780172084,0.40425531914893614,0.5756578361548714,-19.857308849851734,47,-0.0032931096550632716,0.31333333333333335,0.0,-0.0065750679278822645,0.05531876980672944,0.26666666666666666,0.9372656052617855,-1.6069315106035,15,-0.00029946919191369713,0.45454545454545453,0.0,-0.14178556942038376,-0.36160776910691406
1,ETH/USDT:USDT,1h,A,1697130000000,1728684000000,1728687600000,1736575200000,8766,2192,-0.193875135841088,0.22324217145845765,0.45714285714285713,0.43285036597095483,-27.21062794803525,35,-0.0061247495029137875,,,-0.028951774512231895,0.05942792227696567,0.5,0.6802141322275572,-11.445814029154006,8,-0.003331774546519818,,,-0.1649233613288561,-0.2473637662566024
1,ETH/USDT:USDT,1h,B,1697130000000,1728684000000,1728687600000,1736575200000,8766,2192,-0.11635891975655177,0.1422614067318686,0.3888888888888889,0.7215262268668636,-11.735376675055491,54,-0.0021449470821571365,0.35526315789473684,0.0,0.010568298054694605,0.05842718482422671,0.6,1.1527864778237662,6.191192311757805,10,0.0011999911913751758,0.23809523809523808,0.0,-0.12692721781124638,-0.43126025095690257
2,ETH/USDT:USDT,1h,A,1705021200000,1736575200000,1736578800000,1744466400000,8766,2192,-0.20499640564341015,0.20860788430728372,0.45,0.4866451033877365,-22.639666667380638,40,-0.005547477922278545,,,-0.007556369443895164,0.02027876400108279,0.6666666666666666,0.6321520203799623,-14.815602806378063,3,-0.002510168680770726,,,-0.197440036199515,-0.14550691699222584
2,ETH/USDT:USDT,1h,B,1705021200000,1736575200000,1736578800000,1744466400000,8766,2192,-0.13387827724222554,0.16997209669734073,0.39655172413793105,0.7225411068284304,-11.858734824876473,58,-0.002311999140109589,0.3493975903614458,0.0,-0.007103217898594266,0.033107296768465855,0.5,0.8604772096867084,-4.7500296907063815,4,-0.0014667012025173704,0.13793103448275862,0.0,-0.12677505934363126,-0.13793610285827795
3,ETH/USDT:USDT,1h,A,1712912400000,1744466400000,1744470000000,1752357600000,8766,2192,-0.14456369466631785,0.1586548439179955,0.4722222222222222,0.555105927468717,-18.527029412499203,36,-0.004163588491372758,,,-0.1842493964934226,0.18845156976161495,0.38461538461538464,0.0656329073201788,-70.46670594773524,13,-0.015450904842095882,,,0.039685701827104736,0.4894730201485382
3,ETH/USDT:USDT,1h,B,1712912400000,1744466400000,1744470000000,1752357600000,8766,2192,-0.124297004520669,0.16697783673969546,0.38461538461538464,0.7172798689986286,-12.394937122349674,52,-0.0023900609856865743,0.32098765432098764,0.0,-0.09362143812304348,0.1412613554615166,0.3333333333333333,0.5928936731924451,-21.415571705060614,18,-0.005201924144768669,0.375,0.0,-0.030675566397625517,0.12438619580618349
4,ETH/USDT:USDT,1h,A,1720803600000,1752357600000,1752361200000,1760248800000,8766,2192,-0.17364291891913963,0.20656360669159982,0.42857142857142855,0.47563562646007357,-25.018979468150494,35,-0.005475121318853631,,,-0.05370764702345059,0.06157482312281578,0.25,0.3279849961824018,-44.33250068249216,8,-0.007384698491471412,,,-0.11993527189568903,0.14765063027767178
4,ETH/USDT:USDT,1h,B,1720803600000,1752357600000,1752361200000,1760248800000,8766,2192,-0.08359448383551463,0.12855912669673222,0.38,0.8199469024971391,-7.2379412384146224,50,-0.001548552279605504,0.32051282051282054,0.0,-0.10113079090966166,0.10113079090966166,0.21428571428571427,0.2954813032933308,-49.22381538347367,14,-0.0074923457413288,0.3888888888888889,0.0,0.017536307074147037,0.5244655992038083
5,ETH/USDT:USDT,1h,A,1728694800000,1760248800000,1760252400000,1768140000000,8766,2192,-0.23411101274135926,0.25590751726633154,0.4117647058823529,0.38221044018906564,-33.409447571932,34,-0.007585928790817294,,,0.06372745900783193,0.01376761921424999,0.75,3.413385317127538,48.877524900806705,8,0.008372273166205502,,,-0.2978384717491912,-3.031174876938472
5,ETH/USDT:USDT,1h,B,1728694800000,1760248800000,1760252400000,1768140000000,8766,2192,-0.1447551027920279,0.1924463376555512,0.3673469387755102,0.7029667617381984,-14.106875531901293,49,-0.0029934236429704055,0.310126582278481,0.0,0.001938144208842459,0.06738533041691962,0.5,1.0129917151654095,1.615294454602456,14,0.0004415085115611715,0.35,0.0,-0.14669324700087036,-0.31002495342721115
6,ETH/USDT:USDT,1h,A,1736586000000,1768140000000,1768143600000,1776031200000,8766,2192,-0.1532707481635698,0.2156814649093098,0.47058823529411764,0.5064199367952688,-22.726442097031576,34,-0.004832035521164803,,,-0.10332469309901698,0.12394757770840126,0.3,0.20179605327861586,-64.41485560520411,10,-0.01022925971809331,,,-0.049946055064552825,0.3046238835166529
6,ETH/USDT:USDT,1h,B,1736586000000,1768140000000,1768143600000,1776031200000,8766,2192,-0.1520587607558291,0.2011326523296107,0.3584905660377358,0.7184340572523982,-12.414826336771869,53,-0.0028772923220488286,0.33974358974358976,0.0,0.053545574758896694,0.07758780777748724,0.5294117647058824,1.3927681044863416,13.991754252882906,17,0.0033007772321678353,0.4146341463414634,0.0,-0.2056043355147258,-0.6743340472339434
0,ETH/USDT:USDT,15m,A,1689257700000,1720814400000,1720815300000,1728703800000,35064,8766,-0.22853551149902743,0.22853551149902743,0.39166666666666666,0.48695492497744153,-50.07517751807652,120,-0.002128398917536663,,,-0.11785778736687534,0.1280083853960616,0.42857142857142855,0.38212719787958144,-65.8290796147525,35,-0.00370934986669749,,,-0.11067772413215209,0.10482772709786009
0,ETH/USDT:USDT,15m,B,1689257700000,1720814400000,1720815300000,1728703800000,35064,8766,-0.1065634019864754,0.20941245281595688,0.4049079754601227,0.8293300608640028,-12.877455224768795,163,-0.0006472338903657855,0.2554517133956386,1.0,-0.06369993359604686,0.10654715877928539,0.42857142857142855,0.7630507132466796,-20.929164877164162,56,-0.0011249500060194317,0.3181818181818182,0.0,-0.04286346839042854,0.06627934761732324
1,ETH/USDT:USDT,15m,A,1697147100000,1728703800000,1728704700000,1736593200000,35064,8766,-0.3063212522514391,0.30974664856926354,0.4153846153846154,0.4431270439862393,-49.09128720641878,130,-0.0029752226702372264,,,-0.031002381542638794,0.061719047304566566,0.5263157894736842,0.8190993930234262,-14.631094894845402,38,-0.0008373756889284036,,,-0.2753188707088003,-0.37597234903718685
1,ETH/USDT:USDT,15m,B,1697147100000,1728703800000,1728704700000,1736593200000,35064,8766,-0.21991884406564194,0.23630309744031705,0.3870967741935484,0.7129427449158837,-24.540152562413567,186,-0.001286576391845876,0.27379209370424595,1.0,0.03730114601719888,0.051558857404332116,0.4339622641509434,1.1911856451935043,14.714117088441423,53,0.0007337632466449466,0.3375796178343949,0.0,-0.2572199900828408,-0.4782429002776206
2,ETH/USDT:USDT,15m,A,1705036500000,1736593200000,1736594100000,1744482600000,35064,8766,-0.28899751330787815,0.31830862896294626,0.4657534246575342,0.531323306713652,-37.761497792002544,146,-0.0023389481582120697,,,-0.047037599578381745,0.06668850192523351,0.3793103448275862,0.5807026132609456,-40.2436515883298,29,-0.0016795136570075223,,,-0.2419599137294964,-0.04937930654729361
