timeframe,segment,barrier,arm,bucket,n_trades,survival_rate,win_rate,mean_net_r,cost_r_median,breakeven_win_rate,win_rate_margin,cap_hit_rate,effective_risk_mean
15m,is,zone_height,matched_random,>2%,136,0.5,0.5,0.2047530353681005,0.045249956070881794,0.4180999824283528,0.08190001757164722,0.0,0.01
15m,oos,atr,default,0~0.2%,175,0.39428571428571424,0.3942857142857143,-0.6770868005232374,0.6365261979766991,0.6546104791906796,-0.2603247649049653,1.0,0.001680257843304785
15m,oos,atr,default,0.2~0.3%,311,0.4437299035369775,0.4437299035369775,-0.3308699457311054,0.4345260617184199,0.573810424687368,-0.13008052115039048,1.0,0.0025046255487300123
15m,oos,atr,default,0.3~0.5%,836,0.41746411483253587,0.41746411483253587,-0.23432328448441636,0.27318326198583454,0.5092733047943339,-0.09180918996179799,1.0,0.004026933615164486
15m,oos,atr,default,0.5~1%,1172,0.46160409556313997,0.4616040955631399,-0.010536631211102727,0.1641272425311816,0.4656508970124726,-0.004046801449332671,1.0,0.006938858784072981
15m,oos,atr,default,1~2%,242,0.4752066115702479,0.47520661157024796,0.09715918646172864,0.0931619518453009,0.43726478073812036,0.0379418308321276,0.0,0.01
15m,oos,atr,default,>2%,13,0.5384615384615384,0.5384615384615384,0.30527178804798427,0.04634616142712732,0.41853846457085087,0.11992307389068757,0.0,0.01
15m,oos,atr,filter_bot3,0~0.2%,43,0.2790697674418605,0.27906976744186046,-0.9493122853073697,0.6324546883809593,0.6529818753523837,-0.37391210791052326,1.0,0.0017118258119166638
15m,oos,atr,filter_bot3,0.2~0.3%,119,0.4789915966386554,0.4789915966386555,-0.24225739047506645,0.4289453719371597,0.5715781487748639,-0.09258655213620842,1.0,0.0025261896488145918
15m,oos,atr,filter_bot3,0.3~0.5%,309,0.4271844660194175,0.42718446601941745,-0.20696147374274781,0.27072658200266914,0.5082906328010677,-0.08110616678165022,1.0,0.004058604104707685
15m,oos,atr,filter_bot3,0.5~1%,472,0.48093220338983056,0.4809322033898305,0.0396514259611912,0.16156452687598005,0.464625810750392,0.016306392639438505,1.0,0.007035779762599002
15m,oos,atr,filter_bot3,1~2%,124,0.532258064516129,0.532258064516129,0.23974604214903295,0.09339805638150647,0.43735922255260257,0.09489884196352644,0.0,0.01
15m,oos,atr,filter_bot3,>2%,9,0.7777777777777778,0.7777777777777778,0.9078402083460393,0.0396247391845274,0.415849895673811,0.3619278821039668,0.0,0.01
15m,oos,atr,matched_random,0~0.2%,215,0.40930232558139534,0.40930232558139534,-0.6377553887347884,0.6459715939716992,0.6583886375886797,-0.24908631200728437,1.0,0.0016808031080542702
15m,oos,atr,matched_random,0.2~0.3%,369,0.4742547425474255,0.4742547425474255,-0.25924373403393897,0.4443665070012572,0.5777466028005029,-0.10349186025307744,1.0,0.0024860100822493565
15m,oos,atr,matched_random,0.3~0.5%,1012,0.4930830039525692,0.49308300395256915,-0.046123827383487796,0.27348147141422685,0.5093925885656907,-0.01630958461312154,1.0,0.004020453102898113
15m,oos,atr,matched_random,0.5~1%,1327,0.4898266767143934,0.4898266767143934,0.060437805483575975,0.16302297941603805,0.46520919176641523,0.024617484947978163,1.0,0.006952327336028086
15m,oos,atr,matched_random,1~2%,258,0.5155038759689923,0.5155038759689923,0.19757072456341154,0.0935073875696956,0.4374029550278783,0.07810092094111398,0.0,0.01
15m,oos,atr,matched_random,>2%,49,0.7959183673469388,0.7959183673469388,0.9529437675994861,0.045750642377274824,0.41830025695090994,0.3776181103960288,0.0,0.01
15m,oos,zone,default,0~0.2%,436,0.658256880733945,0.5435779816513762,-0.4136124534636905,0.8136322982672426,0.725452919306897,-0.18187493765552087,1.0,0.0013088948103460113
15m,oos,zone,default,0.2~0.3%,391,0.5191815856777493,0.5191815856777494,-0.14945938118315594,0.44584066886881935,0.5783362675475278,-0.05915468186977835,1.0,0.0024789586805471333
15m,oos,zone,default,0.3~0.5%,672,0.5223214285714286,0.5223214285714286,0.01757651973003694,0.28574688591367636,0.5142987543654705,0.008022674205958147,1.0,0.003890972265368708
15m,oos,zone,default,0.5~1%,799,0.4881101376720901,0.4881101376720901,0.057526016705229076,0.16117404197019075,0.4644696167880763,0.023640520884013805,1.0,0.007005864112723888
15m,oos,zone,default,1~2%,300,0.45666666666666667,0.45666666666666667,0.055011549720749855,0.08732321252399489,0.43492928500959793,0.021737381657068733,0.0,0.01
15m,oos,zone,default,>2%,35,0.4,0.4,-0.04146672288965371,0.04262934037211482,0.4170517361488459,-0.017051736148845864,0.0,0.01
15m,oos,zone,filter_bot3,0~0.2%,333,0.6606606606606606,0.5465465465465466,-0.3777557716882274,0.8297752909847181,0.7319101163938873,-0.1853635698473407,1.0,0.0013070761572963508
15m,oos,zone,filter_bot3,0.2~0.3%,262,0.5381679389312977,0.5381679389312977,-0.10480479285036282,0.4506290843198993,0.5802516337279597,-0.042083694796662074,1.0,0.0024737688653277434
15m,oos,zone,filter_bot3,0.3~0.5%,382,0.5837696335078534,0.5837696335078534,0.164963980349892,0.29420197461833647,0.5176807898473346,0.06608884366051881,1.0,0.003817124799288289
15m,oos,zone,filter_bot3,0.5~1%,209,0.569377990430622,0.569377990430622,0.2501024456361387,0.17664042419274648,0.47065616967709856,0.09872182075352343,1.0,0.0065417609827634286
15m,oos,zone,filter_bot3,1~2%,10,0.5,0.5,0.15555013690170205,0.10059433749475175,0.4402377349979007,0.0597622650020993,0.0,0.01
15m,oos,zone,filter_bot3,>2%,0,,,,,,,,
15m,oos,zone,matched_random,0~0.2%,1049,0.8455672068636797,0.5958055290753098,-0.21355793205042753,0.9284760088726607,0.7713904035490643,-0.17558487447375448,1.0,0.0011444440683041387
15m,oos,zone,matched_random,0.2~0.3%,586,0.6638225255972696,0.6638225255972696,0.21036218520179964,0.4463346764473618,0.5785338705789448,0.08528865501832483,1.0,0.0024753015185062155
15m,oos,zone,matched_random,0.3~0.5%,914,0.6487964989059081,0.6487964989059081,0.3273568961334396,0.2963380478965443,0.5185352191586177,0.1302612797472904,1.0,0.0038147234433866094
15m,oos,zone,matched_random,0.5~1%,910,0.5505494505494506,0.5505494505494506,0.21358423637372229,0.16088854832154925,0.4643554193286197,0.08619403122083091,1.0,0.007019593600377545
15m,oos,zone,matched_random,1~2%,319,0.4890282131661442,0.4890282131661442,0.13677196722809656,0.08610278017017547,0.4344411120680702,0.05458710109807402,0.0,0.01
15m,oos,zone,matched_random,>2%,35,0.4,0.4,-0.041466722889653695,0.04262934037211481,0.4170517361488459,-0.017051736148845864,0.0,0.01
15m,oos,zone_height,default,0~0.2%,305,0.5573770491803278,0.5475409836065573,-0.3961714243010316,0.6975353057858317,0.6790141223143327,-0.13147313870777533,1.0,0.001493739743508238
15m,oos,zone_height,default,0.2~0.3%,367,0.5367847411444142,0.5367847411444142,-0.10625354788135445,0.44597139693299426,0.5783885587731976,-0.0416038176287834,1.0,0.002474618259439703
15m,oos,zone_height,default,0.3~0.5%,675,0.4933333333333333,0.49333333333333335,-0.05189699949706731,0.2814703742225763,0.5125881496890305,-0.019254816355697202,1.0,0.003934594750441619
15m,oos,zone_height,default,0.5~1%,866,0.4780600461893765,0.4780600461893764,0.03281149196638491,0.15977631567797412,0.46391052627118967,0.014149519918186748,1.0,0.007027680368384658
15m,oos,zone_height,default,1~2%,321,0.45171339563862933,0.4517133956386293,0.04316834260510262,0.08613108555128171,0.4344524342205127,0.01726096141811656,0.0,0.01
15m,oos,zone_height,default,>2%,43,0.34883720930232553,0.3488372093023256,-0.1709376529479035,0.04377924476460723,0.4175116979058429,-0.06867448860351733,0.0,0.01
15m,oos,zone_height,filter_bot3,0~0.2%,270,0.5814814814814815,0.5703703703703704,-0.3774271011836004,0.7456834499504815,0.6982733799801926,-0.12790300960982215,1.0,0.001440240146932463
15m,oos,zone_height,filter_bot3,0.2~0.3%,276,0.5507246376811594,0.5507246376811594,-0.07488877803173968,0.44867039273251674,0.5794681570930067,-0.028743519411847274,1.0,0.0024674360872579577
15m,oos,zone_height,filter_bot3,0.3~0.5%,399,0.5363408521303259,0.5363408521303258,0.04752501492421385,0.293483102919967,0.5173932411679868,0.01894761096233899,1.0,0.003832937875738239
15m,oos,zone_height,filter_bot3,0.5~1%,233,0.5665236051502146,0.5665236051502146,0.24382928048416397,0.17778948885117252,0.47111579554046906,0.09540780960974554,1.0,0.006564443160153901
15m,oos,zone_height,filter_bot3,1~2%,10,0.4,0.4,-0.09185572772789916,0.0979599614412336,0.43918398457649344,-0.039183984576493414,0.0,0.01
15m,oos,zone_height,filter_bot3,>2%,0,,,,,,,,
15m,oos,zone_height,matched_random,0~0.2%,539,0.6549165120593692,0.6493506493506493,-0.1694010286619655,0.7412993815828508,0.6965197526331404,-0.04716910328249102,1.0,0.0014568856520887638
15m,oos,zone_height,matched_random,0.2~0.3%,581,0.6746987951807228,0.6746987951807228,0.23935353805194964,0.4424837707836631,0.5769935083134652,0.09770528686725766,1.0,0.0024862550122532042
15m,oos,zone_height,matched_random,0.3~0.5%,872,0.6020642201834863,0.6020642201834863,0.2145015090213126,0.2895127916586199,0.5158051166634479,0.0862591035200384,1.0,0.0038696220625870988
15m,oos,zone_height,matched_random,0.5~1%,983,0.5310274669379451,0.5310274669379451,0.165478477893667,0.15933943358008315,0.4637357734320332,0.06729169350591191,1.0,0.0070555967747735655
15m,oos,zone_height,matched_random,1~2%,340,0.48235294117647054,0.4823529411764706,0.12048803227157805,0.08546200408865648,0.4341848016354626,0.048168139541008015,0.0,0.01
15m,oos,zone_height,matched_random,>2%,43,0.34883720930232553,0.3488372093023256,-0.17093765294790353,0.04377924476460722,0.4175116979058429,-0.06867448860351733,0.0,0.01
