arm,lens,symbol,timeframe,window_start,window_end,window_days,adopted_entries,tp_entries,depth,is_n,is_wins,is_stops,is_gross_r_sum,is_net_pp_sum,oos_n,oos_wins,oos_stops,oos_gross_r_sum,oos_net_pp_sum,funding_coverage
zone,pen_5bp,BNB/USDT:USDT,2h,1600128000000,1784678400000,2136.0,105,61,4,1,0,1,-1.0,-1.476519419091362,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,2h,1600128000000,1784678400000,2136.0,105,61,1,24,13,11,8.500000000000021,15.698695419218335,8,6,2,6.999999999999998,8.18655251968109,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,2h,1600128000000,1784678400000,2136.0,105,61,2,12,6,6,3.0,1.6988287591538798,3,1,2,-0.5,-1.9543009297589649,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,2h,1600128000000,1784678400000,2136.0,105,61,3,4,1,3,-1.4999999999999947,-3.368558757597155,1,0,1,-1.0,-1.4844346653535743,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,1,56,36,20,33.99999999999997,26.849630057875682,29,11,18,-1.4999999999999525,-6.561011166096999,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,2,15,9,6,7.499999999999973,7.060113262988919,9,4,5,1.0000000000000422,-2.5699222904704997,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,3,6,2,4,-1.0,0.5888776873556127,3,3,0,4.500000000000043,2.7247051330300867,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,4,0,0,0,0.0,0.0,3,2,1,2.000000000000042,-0.29857301638189737,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,5,0,0,0,0.0,0.0,2,2,0,3.000000000000042,1.0207182433828828,0.8647003745318352
freeze,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,6,0,0,0,0.0,0.0,1,1,0,1.500000000000021,0.5103591216914414,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,1,59,32,27,20.999999999999986,13.431742053052371,29,11,18,-1.4999999999999525,-6.962175102277788,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,2,14,8,6,5.999999999999995,6.299169858205511,9,4,5,1.0000000000000422,-2.5699222904704997,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,3,5,2,3,0.0,1.1480507421644857,3,3,0,4.500000000000043,2.7247051330300867,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,4,0,0,0,0.0,0.0,3,2,1,2.000000000000042,-0.29857301638189737,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,5,0,0,0,0.0,0.0,2,2,0,3.000000000000042,1.0207182433828828,0.8647003745318352
zone,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,6,0,0,0,0.0,0.0,1,1,0,1.500000000000021,0.5103591216914414,0.8647003745318352
band,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,1,46,32,14,33.99999999999998,28.092239455301627,27,12,15,3.000000000000048,-0.5580740154900099,0.8647003745318352
band,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,2,10,5,5,2.5000000000000178,3.7587313300768703,8,4,4,1.9999999999999316,-2.1773235917136367,0.8647003745318352
band,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,3,2,2,0,2.999999999999952,2.5720263505976564,3,2,1,1.9999999999998608,-1.3192912597647801,0.8647003745318352
band,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,4,0,0,0,0.0,0.0,2,2,0,2.999999999999907,0.0,0.8647003745318352
band,baseline,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,220,134,5,0,0,0,0.0,0.0,1,1,0,1.499999999999957,0.0,0.8647003745318352
freeze,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,1,49,32,17,30.999999999999936,21.41601912214269,29,11,18,-1.4999999999999525,-6.461209540544244,0.8647003745318352
freeze,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,2,10,7,3,7.499999999999977,6.591254310976422,9,4,5,1.0000000000000422,-2.5699222904704997,0.8647003745318352
freeze,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,3,6,2,4,-1.0,0.5888776873556127,3,3,0,4.500000000000043,2.7247051330300867,0.8647003745318352
freeze,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,4,0,0,0,0.0,0.0,3,2,1,2.000000000000042,-0.29857301638189737,0.8647003745318352
freeze,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,5,0,0,0,0.0,0.0,1,1,0,1.500000000000021,0.5103591216914414,0.8647003745318352
zone,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,1,52,29,23,20.499999999999954,10.605776841959756,29,11,18,-1.4999999999999525,-6.962175102277788,0.8647003745318352
zone,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,2,11,6,5,3.9999999999999982,3.6897535607703396,9,4,5,1.0000000000000422,-2.5699222904704997,0.8647003745318352
zone,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,3,5,2,3,0.0,1.1480507421644857,3,3,0,4.500000000000043,2.7247051330300867,0.8647003745318352
zone,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,4,0,0,0,0.0,0.0,3,2,1,2.000000000000042,-0.29857301638189737,0.8647003745318352
zone,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,5,0,0,0,0.0,0.0,1,1,0,1.500000000000021,0.5103591216914414,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,1,39,27,12,28.49999999999996,21.481020933964214,23,10,13,2.0000000000000266,-1.2571248136883713,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,2,7,4,3,3.0,2.3876918720327738,6,2,4,-1.0,-2.6474837367789865,0.8647003745318352
band,pen_5bp,BNB/USDT:USDT,1h,1600128000000,1784678400000,2136.0,211,128,3,2,2,0,2.99999999999996,2.5720263505976564,1,0,1,-1.0,-1.3192912597647801,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,12,5,7,0.4999999999999871,4.027658865730565,8,4,4,2.0,0.04509158548041503,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,2,1,1,0.5,2.5450055514493313,2,1,1,0.5,-0.9070873816890674,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,1,0,1,-1.0,-1.1147965736215515,0.8647003745318352
zone,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,15,6,9,-8.659739592076221e-15,4.318494127350558,8,3,5,-0.5,-3.0366617974922896,0.8647003745318352
zone,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,2,2,0,3.0,6.674233722789339,2,1,1,0.5,-0.9070873816890674,0.8647003745318352
zone,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,1,0,1,-1.0,-1.1147965736215515,0.8647003745318352
band,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,11,4,7,-1.0000000000000058,5.135005896254553,7,2,5,-2.0,-5.568868817444947,0.8647003745318352
band,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,1,1,0,1.5,3.5345027156663806,0,0,0,0.0,0.0,0.8647003745318352
band,baseline,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,12,5,7,0.4999999999999871,4.027658865730565,8,2,6,-3.0,-7.915977203876986,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,2,1,1,0.5,2.5450055514493313,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,15,6,9,-8.659739592076221e-15,4.318494127350558,8,1,7,-5.5,-10.99773058684969,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,2,2,0,3.0,6.674233722789339,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,1,11,4,7,-1.0000000000000058,5.156820344121435,7,2,5,-2.000000000000017,-5.516169534244618,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,2,1,1,0,1.5,3.5345027156663806,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,4h,1600128000000,1784678400000,2136.0,58,34,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,1,25,16,9,15.000000000000021,36.60071086767684,13,7,6,4.499999999999968,0.06963613250974587,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,2,7,4,3,3.0000000000000124,-6.901782514493606,5,0,5,-5.0,-5.45696056339274,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,4,1,0,1,-1.0,-2.5396351437775784,0,0,0,0.0,0.0,0.8647003745318352
zone,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,1,29,15,14,8.499999999999991,27.731556955992477,13,7,6,4.499999999999991,1.248192718405868,0.8647003745318352
zone,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,2,9,6,3,5.999999999999995,2.5335911410356875,6,1,5,-3.4999999999999893,-4.634274697624009,0.8647003745318352
zone,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,3,3,2,1,2.0,4.870698108700705,1,1,0,1.5000000000000109,1.2019983619468146,0.8647003745318352
zone,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,4,1,0,1,-1.0,-2.5396351437775784,0,0,0,0.0,0.0,0.8647003745318352
band,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,1,23,15,8,14.49999999999993,37.56311198070271,10,6,4,4.9999999999999964,2.8842327728253916,0.8647003745318352
band,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,2,8,4,4,1.9999999999999756,-7.654312362650726,3,1,2,-0.4999999999999891,-0.712479516992248,0.8647003745318352
band,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,3,2,2,0,3.0,6.905266608164135,1,1,0,1.5000000000000109,1.2019983619468146,0.8647003745318352
band,baseline,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,101,60,4,2,1,1,0.5,0.8337127487201772,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,1,23,15,8,14.499999999999991,36.93428107691964,12,6,6,2.999999999999961,-2.0343921525419204,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,2,7,3,4,0.4999999999999949,-8.879727418559208,4,0,4,-4.0,-3.8694050400249846,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,3,1,1,0,1.5,3.53191871566638,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,4,1,0,1,-1.0,-2.5396351437775784,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,1,26,14,12,8.99999999999999,29.22792091599952,12,6,6,2.999999999999984,-0.8558355666457975,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,2,8,5,3,4.499999999999995,-1.6154781344917812,4,0,4,-4.0,-4.246386536203069,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,3,3,2,1,2.0,4.870698108700705,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,4,1,0,1,-1.0,-2.5396351437775784,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,1,21,14,7,13.999999999999954,35.77314339766047,9,5,4,3.4999999999999893,0.7219549044287468,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,2,7,3,4,0.4999999999999756,-11.750392615877654,2,0,2,-2.0,-1.9104041001273262,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,3,2,2,0,3.0,6.905266608164135,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,2h,1600128000000,1784678400000,2136.0,93,56,4,2,1,1,0.5,0.8337127487201772,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,1,68,44,24,42.000000000000036,35.831351397846575,30,14,16,5.000000000000073,0.0563773856024552,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,2,26,18,8,19.00000000000002,24.134492731268182,9,3,6,-1.499999999999969,-4.529336348921714,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,3,10,4,6,5.773159728050814e-15,-1.7214273985238207,2,0,2,-2.0,-2.0695683691564546,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,4,3,1,2,-0.4999999999999942,-1.4210194013967572,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,5,1,0,1,-1.0,-1.436421772866125,0,0,0,0.0,0.0,0.8647003745318352
zone,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,1,74,45,29,38.50000000000004,36.71518585486854,33,17,16,9.500000000000071,0.6593743569166906,0.8647003745318352
zone,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,2,29,19,10,18.500000000000025,24.38669717931366,11,4,7,-0.9999999999999736,-2.9609707984120264,0.8647003745318352
zone,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,3,11,5,6,1.5000000000000115,-0.2969074214880323,2,0,2,-2.0,-2.0695683691564546,0.8647003745318352
zone,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,4,4,1,3,-1.4999999999999942,-2.857441174262882,0,0,0,0.0,0.0,0.8647003745318352
zone,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,5,1,0,1,-1.0,-1.436421772866125,0,0,0,0.0,0.0,0.8647003745318352
band,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,1,61,39,22,36.50000000000006,25.27353059641947,27,16,11,13.000000000000043,9.174617684327057,0.8647003745318352
band,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,2,21,13,8,11.500000000000055,9.577165704561128,7,2,5,-1.9999999999999938,-3.480677707866149,0.8647003745318352
band,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,3,9,3,6,-1.4999999999999942,-4.715181804934932,0,0,0,0.0,0.0,0.8647003745318352
band,baseline,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,246,153,4,2,0,2,-2.0,-3.491238602603614,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,1,59,36,23,31.000000000000007,26.46493743191355,25,13,12,7.50000000000005,2.7095796047140963,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,2,19,14,5,16.000000000000014,21.87710639130902,8,1,7,-5.499999999999988,-8.455918150395156,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,3,9,2,7,-4.0,-6.642916677126859,1,0,1,-1.0,-0.7494311370284231,0.8647003745318352
freeze,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,4,1,0,1,-1.0,-2.054816829737489,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,1,61,38,23,34.00000000000002,36.11907723920907,28,15,13,9.500000000000039,1.7486586015213286,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,2,25,15,10,12.50000000000001,18.94841573088951,9,2,7,-3.999999999999993,-5.669832780022661,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,3,9,2,7,-4.0,-7.098079359390276,1,0,1,-1.0,-0.7494311370284231,0.8647003745318352
zone,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,4,1,0,1,-1.0,-2.054816829737489,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,1,51,33,18,31.499999999999996,24.01011831761093,21,14,7,14.000000000000037,11.862641048275513,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,2,16,9,7,6.500000000000011,5.595718476309849,7,2,5,-2.000000000000005,-3.2450687014352853,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,3,8,2,6,-3.0,-6.594864464234136,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,XRP/USDT:USDT,1h,1600128000000,1784678400000,2136.0,223,134,4,1,0,1,-1.0,-2.054816829737489,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,1,18,12,6,11.999999999999982,11.791012760712967,10,7,3,7.500000000000027,5.836126456010152,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,2,6,4,2,3.9999999999999964,2.5750617029141734,6,3,3,1.5000000000000033,-0.3483900320877249,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,3,4,1,3,-1.499999999999997,0.08365355484358639,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,4,1,1,0,1.500000000000003,2.7617051431652437,0,0,0,0.0,0.0,0.8647003745318352
zone,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,1,20,11,9,7.499999999999989,12.287542954414867,11,6,5,4.000000000000013,0.6180977420167864,0.8647003745318352
zone,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,2,5,2,3,-3.552713678800501e-15,-2.3410895522220336,6,3,3,1.5000000000000033,-0.6269575290154659,0.8647003745318352
zone,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,3,2,1,1,0.5000000000000031,1.5320632658493707,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
zone,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,4,1,1,0,1.500000000000003,2.7617051431652437,0,0,0,0.0,0.0,0.8647003745318352
band,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,1,16,12,4,13.999999999999986,19.220907437461943,9,5,4,3.5000000000000258,2.4959580025423733,0.8647003745318352
band,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,2,3,2,1,1.9999999999999885,0.8881695274392596,3,1,2,-0.4999999999999869,-1.7517822691134841,0.8647003745318352
band,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,3,2,1,1,0.5,-0.21937573112719155,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
band,baseline,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,46,4,1,0,1,-1.0,-1.579030877315873,0,0,0,0.0,0.0,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,1,18,12,6,11.999999999999993,11.693777882574814,10,7,3,7.500000000000027,5.761624627104674,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,2,6,4,2,3.9999999999999964,2.5911709550062847,5,3,2,2.5000000000000036,0.35834336951409584,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,3,4,1,3,-1.499999999999997,0.08365355484358639,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,4,1,1,0,1.500000000000003,2.7617051431652437,0,0,0,0.0,0.0,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,1,19,11,8,8.49999999999999,14.195407499717867,10,6,4,5.000000000000013,2.164753096866387,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,2,5,2,3,-3.552713678800501e-15,-2.3410895522220336,5,3,2,2.5000000000000036,0.04385665331603783,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,3,2,1,1,0.5000000000000031,1.5320632658493707,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
zone,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,4,1,1,0,1.500000000000003,2.7617051431652437,0,0,0,0.0,0.0,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,1,15,11,4,12.499999999999996,19.19674355932379,8,5,3,4.500000000000012,3.866917009877639,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,2,3,2,1,2.0,0.8640056493011052,3,1,2,-0.5,-1.7832221316761967,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,3,2,1,1,0.5,-0.21937573112719155,1,0,1,-1.0,-1.1184970744003175,0.8647003745318352
band,pen_5bp,TRX/USDT:USDT,4h,1600128000000,1784678400000,2136.0,69,45,4,1,0,1,-1.0,-1.579030877315873,0,0,0,0.0,0.0,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,1,29,18,11,15.999999999999961,22.537047110972974,17,10,7,7.9999999999999405,6.324189678859763,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,2,12,7,5,5.500000000000016,14.508784712965415,7,5,2,5.499999999999982,4.998657422154828,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,3,2,1,1,0.5,2.7173328652183466,3,1,2,-0.5000000000000073,-0.5461487902370432,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,4,0,0,0,0.0,0.0,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
freeze,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3644487812197028,0.8647003745318352
zone,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,1,32,17,15,10.500000000000007,25.3299752096049,18,9,9,4.499999999999956,0.24844848086641302,0.8647003745318352
zone,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,2,10,7,3,7.500000000000012,22.119207561467295,6,5,1,6.499999999999982,6.51557265456229,0.8647003745318352
zone,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,3,2,1,1,0.5,2.7173328652183466,3,1,2,-0.5000000000000073,-0.7251376255806969,0.8647003745318352
zone,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,4,0,0,0,0.0,0.0,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
zone,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3644487812197028,0.8647003745318352
band,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,1,25,15,10,12.50000000000002,13.303466751157082,14,7,7,3.499999999999994,3.0640287628632272,0.8647003745318352
band,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,2,8,5,3,4.500000000000009,13.610074555521466,5,4,1,4.999999999999993,4.426457386347689,0.8647003745318352
band,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,3,2,1,1,0.5,1.1466651459508608,2,1,1,0.4999999999999927,1.0191636175819005,0.8647003745318352
band,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,4,0,0,0,0.0,0.0,1,1,0,1.4999999999999927,1.7717231718295665,0.8647003745318352
band,baseline,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,123,71,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3644487812197028,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,1,28,17,11,14.499999999999972,21.984828353117532,16,9,7,6.499999999999964,4.948322726540321,0.8647003745318352
freeze,pen_5bp,TRX/USDT:USDT,2h,1600128000000,1784678400000,2136.0,122,70,2,12,6,6,3.0000000000000107,11.76752225678333,4,3,1,3.499999999999982,3.598618703145668,0.8647003745318352
