arm,lens,symbol,timeframe,window_start,window_end,window_days,adopted_entries,tp_entries,depth,is_n,is_wins,is_stops,is_gross_r_sum,is_net_pp_sum,oos_n,oos_wins,oos_stops,oos_gross_r_sum,oos_net_pp_sum,funding_coverage
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,3,4,1,3,-1.5,-6.660855457135886,2,1,1,0.500000000000006,-0.2889965223213009,0.0
zone,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,4,1,0,1,-1.0,-2.385328720905027,1,0,1,-1.0,-1.5099988840378358,0.0
band,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,1,20,11,9,7.500000000000016,10.758004225042253,10,5,5,2.5000000000000173,4.7152349162782,0.0
band,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,2,10,3,7,-2.4999999999999982,-1.377980160287421,4,3,1,3.5000000000000115,11.125337554297039,0.0
band,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,3,3,1,2,-0.4999999999999942,-2.076295977060199,2,1,1,0.5,-0.4324286344172015,0.0
band,baseline,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,119,63,4,1,1,0,1.4999999999999944,2.1007813746445962,0,0,0,0.0,0.0,0.0
freeze,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,1,25,14,11,10.000000000000025,13.821553635552593,11,4,7,-0.9999999999999827,-1.9693330063550993,0.0
freeze,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,2,13,6,7,2.000000000000017,3.9453255744929274,4,3,1,3.500000000000011,10.952374374073871,0.0
freeze,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,3,3,0,3,-3.0,-9.963898538493424,2,1,1,0.5000000000000064,-0.4050141790085442,0.0
freeze,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,4,0,0,0,0.0,0.0,1,1,0,1.5000000000000064,1.8740306693695283,0.0
freeze,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.4326537795796774,0.0
zone,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,1,26,14,12,8.999999999999993,15.022534112788712,11,4,7,-0.9999999999999831,-1.942347350005309,0.0
zone,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,2,13,5,8,-0.5000000000000027,1.4294506900554453,4,3,1,3.500000000000011,11.068392030761114,0.0
zone,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,3,3,0,3,-3.0,-9.963898538493424,2,1,1,0.500000000000006,-0.2889965223213009,0.0
zone,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.5099988840378358,0.0
band,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,1,18,9,9,4.500000000000003,6.4908447695514875,9,4,5,1.0000000000000173,3.8961751621441216,0.0
band,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,2,8,3,5,-0.499999999999998,1.3924766403915543,4,3,1,3.500000000000011,11.176903226320315,0.0
band,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,3,3,1,2,-0.4999999999999942,-2.076295977060199,1,0,1,-1.0,-1.3030540605745555,0.0
band,pen_5bp,LINK/USDT:USDT,2h,1600128000000,1784678400000,2136.0,114,59,4,1,1,0,1.4999999999999944,2.1007813746445962,0,0,0,0.0,0.0,0.0
freeze,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,1,66,36,30,24.00000000000004,21.78948057720688,33,15,18,4.499999999999973,-4.470609954358367,0.0
freeze,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,2,24,13,11,8.500000000000032,2.3557942487001218,14,8,6,6.000000000000007,4.803195295764127,0.0
freeze,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,3,8,4,4,2.000000000000001,-1.206683455901274,7,6,1,8.000000000000002,10.019466838896696,0.0
freeze,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,4,2,1,1,0.5000000000000073,0.27846862607091305,4,2,2,1.0000000000000009,0.8281321725276212,0.0
freeze,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,5,1,0,1,-1.0,-1.1068372521418135,2,0,2,-2.0,-2.7560643450552083,0.0
zone,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,1,71,38,33,24.00000000000001,29.310728007088024,36,15,21,1.499999999999937,-10.618570716203394,0.0
zone,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,2,28,15,13,9.499999999999996,7.829171642316039,14,9,5,8.499999999999979,10.608156011293655,0.0
zone,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,3,8,5,3,4.499999999999988,0.7984183459594822,8,5,3,4.500000000000002,7.402749175429433,0.0
zone,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,4,2,1,1,0.5000000000000073,0.27846862607091305,4,2,2,1.0000000000000009,0.8281321725276212,0.0
zone,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,5,1,0,1,-1.0,-1.1068372521418135,2,0,2,-2.0,-2.7560643450552083,0.0
band,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,1,58,33,25,24.500000000000036,16.34814196168781,30,18,12,15.000000000000018,10.87887073095398,0.0
band,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,2,15,9,6,7.499999999999973,3.471412513572603,12,9,3,10.500000000000025,7.805169855548944,0.0
band,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,3,3,1,2,-0.5000000000000353,-3.240128317181288,9,8,1,11.000000000000039,9.406127777644832,0.0
band,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,4,0,0,0,0.0,0.0,6,4,2,3.9999999999999956,1.457815092040363,0.0
band,baseline,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,266,146,5,0,0,0,0.0,0.0,3,1,2,-0.4999999999999831,-2.126381425542466,0.0
freeze,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,1,63,34,29,22.000000000000043,20.849945530142165,30,15,15,7.49999999999999,-1.3542152764421043,0.0
freeze,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,2,22,11,11,5.500000000000027,-2.681702482142761,14,8,6,6.000000000000023,4.836389878906238,0.0
freeze,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,3,6,4,2,4.000000000000001,2.004601439205985,6,5,1,6.500000000000002,9.456824261246496,0.0
freeze,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,4,2,1,1,0.5000000000000073,0.27846862607091305,4,2,2,1.0000000000000009,0.8281321725276212,0.0
freeze,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,5,1,0,1,-1.0,-1.1068372521418135,2,0,2,-2.0,-2.7560643450552083,0.0
zone,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,1,68,36,32,22.000000000000014,28.29189891072346,34,15,19,3.499999999999935,-8.249476103670583,0.0
zone,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,2,26,14,12,9.0,5.211709486642659,13,8,5,6.999999999999979,8.535438720520599,0.0
zone,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,3,6,4,2,4.000000000000001,1.8519227954765438,8,5,3,4.500000000000002,7.402749175429433,0.0
zone,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,4,2,1,1,0.5000000000000073,0.27846862607091305,4,2,2,1.0000000000000009,0.8281321725276212,0.0
zone,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,5,1,0,1,-1.0,-1.1068372521418135,2,0,2,-2.0,-2.7560643450552083,0.0
band,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,1,54,30,24,21.00000000000003,14.530118703120674,26,17,9,16.499999999999964,11.233044162000459,0.0
band,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,2,12,6,6,3.0000000000000124,-0.41951397427606874,10,8,2,9.999999999999996,8.919102079237447,0.0
band,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,3,1,0,1,-1.0,-1.1068372521418135,6,6,0,8.999999999999993,10.079250264114018,0.0
band,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,4,0,0,0,0.0,0.0,3,2,1,2.000000000000001,2.130937578509549,0.0
band,pen_5bp,LINK/USDT:USDT,1h,1600128000000,1784678400000,2136.0,254,137,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.4532589390732804,0.0
freeze,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,1,11,5,6,1.4999999999999871,12.686944690420445,9,6,3,6.000000000000011,9.354273403325092,0.0
freeze,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,2,3,1,2,-0.500000000000006,-5.724487803020284,4,4,0,6.00000000000001,10.29723245315797,0.0
freeze,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,3,1,0,1,-1.0,-1.8470956597062465,4,2,2,1.0000000000000049,-0.5934087472735667,0.0
freeze,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
zone,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,1,12,6,6,2.9999999999999867,13.556356897545104,10,8,2,10.000000000000009,22.59317373472126,0.0
zone,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,2,3,1,2,-0.500000000000006,-5.724487803020284,6,4,2,4.0000000000000115,8.638310246950507,0.0
zone,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,3,1,0,1,-1.0,-1.8470956597062465,4,1,3,-1.4999999999999951,-5.847778767933344,0.0
zone,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
band,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,1,10,5,5,2.4999999999999813,14.490547354878489,9,5,4,3.5000000000000098,4.474586684805174,0.0
band,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,2,3,1,2,-0.500000000000006,-5.724487803020284,4,4,0,6.00000000000001,10.636249057797858,0.0
band,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,3,1,0,1,-1.0,-1.8470956597062465,4,1,3,-1.4999999999999951,-5.847778767933344,0.0
band,baseline,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,53,31,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
freeze,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,1,11,5,6,1.499999999999992,12.655648011487578,8,5,3,4.50000000000001,5.361264133035889,0.0
freeze,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,2,3,1,2,-0.500000000000006,-5.724487803020284,3,3,0,4.50000000000001,6.304223182868769,0.0
freeze,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,3,1,0,1,-1.0,-1.8470956597062465,2,1,1,0.5000000000000049,0.6473759679693187,0.0
freeze,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
zone,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,1,12,6,6,2.9999999999999867,13.556356897545104,9,7,2,8.500000000000009,18.770776918370228,0.0
zone,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,2,3,1,2,-0.500000000000006,-5.724487803020284,5,3,2,2.5000000000000115,4.815913430599476,0.0
zone,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,3,1,0,1,-1.0,-1.8470956597062465,3,1,2,-0.4999999999999951,-3.116214223699342,0.0
zone,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
band,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,1,10,5,5,2.4999999999999813,14.521356790810577,8,4,4,2.0000000000000098,0.6521898684541421,0.0
band,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,2,3,1,2,-0.500000000000006,-5.724487803020284,3,3,0,4.50000000000001,6.813852241446828,0.0
band,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,3,1,0,1,-1.0,-1.8470956597062465,3,1,2,-0.4999999999999951,-3.116214223699342,0.0
band,pen_5bp,LTC/USDT:USDT,4h,1600128000000,1784678400000,2136.0,51,30,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
freeze,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,1,29,15,14,8.499999999999993,24.053285551118233,18,9,9,4.50000000000003,7.208500070984982,0.0
freeze,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,2,8,4,4,1.999999999999993,-0.9067200031342182,8,7,1,9.500000000000027,14.779362888072354,0.0
freeze,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,3,2,1,1,0.5,0.490230576434147,5,2,3,4.884981308350689e-15,-4.881795729717525,0.0
freeze,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,4,0,0,0,0.0,0.0,2,1,1,0.5,-1.3211820014327893,0.0
zone,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,1,33,15,18,4.499999999999989,18.118055236572346,18,10,8,7.000000000000043,10.571822381616727,0.0
zone,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,2,9,5,4,3.499999999999993,4.328515363986536,9,7,2,8.500000000000034,14.67175027756387,0.0
zone,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,3,2,0,2,-2.0,-4.932222715420058,5,1,4,-2.499999999999995,-7.449757486272659,0.0
zone,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
band,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,1,27,14,13,7.999999999999992,23.333763045355713,14,8,6,6.000000000000057,8.075704325219345,0.0
band,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,2,8,5,3,4.499999999999994,5.6155403017951615,8,6,2,7.000000000000055,11.468089901293116,0.0
band,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,3,2,1,1,0.4999999999999971,1.0366176067523702,5,2,3,1.532107773982716e-14,-3.6908951978266495,0.0
band,baseline,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,120,72,4,1,0,1,-1.0,-2.7812568568954874,1,0,1,-1.0,-1.8446519359385922,0.0
freeze,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,1,28,14,14,6.999999999999996,21.656995982282037,18,9,9,4.500000000000027,6.722456184158547,0.0
freeze,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,2,7,3,4,0.49999999999999734,-3.499115825399035,8,7,1,9.500000000000021,14.208659213713874,0.0
freeze,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,3,1,0,1,-1.0,-2.1509658585245703,4,2,2,1.0000000000000049,-3.0371437937789327,0.0
freeze,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,4,0,0,0,0.0,0.0,2,1,1,0.5,-1.3211820014327893,0.0
zone,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,1,31,14,17,3.999999999999994,17.64186973508808,18,10,8,7.000000000000043,10.571822381616727,0.0
zone,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,2,8,4,4,1.9999999999999973,1.8145620430931682,9,7,2,8.500000000000034,14.67175027756387,0.0
zone,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,3,2,0,2,-2.0,-4.932222715420058,5,1,4,-2.499999999999995,-7.449757486272659,0.0
zone,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,4,0,0,0,0.0,0.0,1,0,1,-1.0,-1.8446519359385922,0.0
band,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,1,25,12,13,4.999999999999994,16.97089829641702,14,8,6,6.000000000000034,8.331829489379881,0.0
band,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,2,6,3,3,1.4999999999999944,-0.934388365325125,7,5,2,5.500000000000026,11.468089901293116,0.0
band,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,3,2,1,1,0.4999999999999971,1.0366176067523702,4,1,3,-1.4999999999999951,-4.545581091063887,0.0
band,pen_5bp,LTC/USDT:USDT,2h,1600128000000,1784678400000,2136.0,117,69,4,1,0,1,-1.0,-2.7812568568954874,1,0,1,-1.0,-1.8446519359385922,0.0
freeze,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,1,54,26,28,10.999999999999943,1.9063953821766129,29,18,11,16.000000000000018,20.98498076790847,0.0
freeze,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,2,15,9,6,7.499999999999961,9.434002917833014,12,8,4,8.000000000000014,8.513981476457555,0.0
freeze,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,3,5,2,3,-7.549516567451064e-15,1.3527791240001823,7,3,4,0.5000000000000084,-4.519927785712767,0.0
freeze,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,4,0,0,0,0.0,0.0,1,1,0,1.5,1.7686245468540893,0.0
freeze,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3623830312360525,0.0
zone,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,1,55,27,28,12.49999999999993,11.845669935017254,30,19,11,17.50000000000002,26.064544894265143,0.0
zone,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,2,20,10,10,4.999999999999958,7.074494535762244,12,7,5,5.500000000000014,6.991434898058596,0.0
zone,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,3,6,2,4,-1.0000000000000075,-0.8432561619624136,6,3,3,1.5000000000000084,-1.89100910786107,0.0
zone,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,4,0,0,0,0.0,0.0,1,1,0,1.5,3.4900097147708142,0.0
zone,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,5,0,0,0,0.0,0.0,1,0,1,-1.0,-2.5099731431805408,0.0
band,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,1,47,26,21,17.9999999999999,8.223424874524556,26,16,10,13.999999999999973,13.419862894376916,0.0
band,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,2,18,13,5,14.49999999999997,15.423424006340648,10,6,4,5.000000000000021,10.32733564623303,0.0
band,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,3,6,2,4,-0.9999999999999869,-0.11262120351593496,4,2,2,1.0000000000000133,-0.7793093512384519,0.0
band,baseline,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,242,132,4,0,0,0,0.0,0.0,1,0,1,-1.0,-4.02573051751623,0.0
freeze,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,1,46,23,23,11.499999999999932,3.4587874529611353,27,16,11,13.00000000000001,16.499486108640664,0.0
freeze,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,2,14,7,7,3.49999999999996,5.206680054222653,11,6,5,4.000000000000011,4.099381857378262,0.0
freeze,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,3,3,2,1,1.9999999999999925,3.8487660570799687,5,3,2,2.5000000000000084,-1.767742339839203,0.0
freeze,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,4,0,0,0,0.0,0.0,1,1,0,1.5,1.7686245468540893,0.0
freeze,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,5,0,0,0,0.0,0.0,1,0,1,-1.0,-1.3623830312360525,0.0
zone,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,1,47,24,23,12.999999999999947,13.314475633482916,28,17,11,14.500000000000012,21.63414957301661,0.0
zone,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,2,18,7,11,-0.5000000000000329,0.9631240258492103,11,6,5,4.000000000000011,4.499406994150686,0.0
zone,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,3,3,2,1,1.9999999999999925,3.0920625353191458,5,3,2,2.5000000000000084,-0.04635717192247779,0.0
zone,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,4,0,0,0,0.0,0.0,1,1,0,1.5,3.4900097147708142,0.0
zone,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,5,0,0,0,0.0,0.0,1,0,1,-1.0,-2.5099731431805408,0.0
band,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,1,42,22,20,12.999999999999943,5.560480075468608,23,12,11,7.000000000000012,7.967977858734486,0.0
band,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,2,14,8,6,6.000000000000007,2.978582057348058,8,5,3,4.500000000000017,8.41741714228918,0.0
band,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,3,3,2,1,2.0000000000000133,4.492325451510563,3,2,1,2.0000000000000133,1.0653425847001403,0.0
band,pen_5bp,LTC/USDT:USDT,1h,1600128000000,1784678400000,2136.0,229,123,4,0,0,0,0.0,0.0,1,0,1,-1.0,-4.02573051751623,0.0
