symbol,timeframe,entry_ms,entry_utc,day,ordinal,chain_size,is_reentry,engine_entry,engine_take_profit,stop_price,net_r,tick_count,ohlc_match,solo_verdict,solo_outcome_ok,chain_verdict,chain_outcome_ok,fill_offset_s
ADA/USDT:USDT,4h,1758520920000,2025-09-22 06:02,2025-09-22,2,2,True,0.78445686,0.8136421500000001,0.765,1.4543088361344017,7323,True,인공물,False,인공물,False,
ADA/USDT:USDT,2h,1760131200000,2025-10-10 21:20,2025-10-10,1,1,False,0.2905581,0.31704525,0.2729,1.4805534606809343,11863,True,인공물,False,인공물,False,31.043
ADA/USDT:USDT,2h,1760131260000,2025-10-10 21:21,2025-10-10,1,1,True,0.2905581,0.31704525,0.2729,1.4805534606809343,10859,True,진짜,True,진짜,True,0.053
ADA/USDT:USDT,2h,1761662700000,2025-10-28 14:45,2025-10-28,1,1,False,0.65153028,0.6595257000000001,0.6462,1.3642196505887283,1568,True,인공물,False,인공물,False,39.358
ADA/USDT:USDT,15m,1764547800000,2025-12-01 00:10,2025-12-01,1,1,False,0.40078014,0.40360035,0.3989,1.264211376317731,1033,True,인공물,False,인공물,False,36.561
ADA/USDT:USDT,15m,1771593780000,2026-02-20 13:23,2026-02-20,1,1,False,0.2740928948909227,0.2755822372273067,0.2731,1.195045791046522,299,True,인공물,False,인공물,False,43.199
ADA/USDT:USDT,15m,1775386800000,2026-04-05 11:00,2026-04-05,1,1,False,0.2395478999999999,0.2411197499999999,0.2385,1.247238161036374,549,True,진짜,True,진짜,True,35.679
ADA/USDT:USDT,15m,1777486140000,2026-04-29 18:09,2026-04-29,1,1,False,0.23934786,0.24136965,0.238,1.3033519927366288,1446,True,인공물,False,인공물,False,50.197
BCH/USDT:USDT,15m,1730756640000,2024-11-04 21:44,2024-11-04,1,1,False,320.094006,322.41001499999993,318.55,1.270646401181744,4411,True,순서역전-성립,True,순서역전-성립,True,34.611
BCH/USDT:USDT,15m,1733209380000,2024-12-03 07:03,2024-12-03,1,1,False,530.9931265059935,534.7328162649837,528.5,1.2644117889868889,1990,True,인공물,False,인공물,False,56.124
BCH/USDT:USDT,15m,1733778240000,2024-12-09 21:04,2024-12-09,1,1,False,511.282236,525.77559,501.62,1.4404538118214003,5856,True,순서역전-성립,True,순서역전-성립,True,36.752
BCH/USDT:USDT,1h,1733778240000,2024-12-09 21:04,2024-12-09,1,1,True,514.142808,542.6170199999998,495.16,1.4688625962926054,5856,True,인공물,False,인공물,False,36.752
BCH/USDT:USDT,15m,1736261940000,2025-01-07 14:59,2025-01-07,1,1,False,457.3014419999999,460.04860499999984,455.47,1.224036020152962,2685,True,순서역전-성립,True,순서역전-성립,True,33.106
BCH/USDT:USDT,15m,1741052460000,2025-03-04 01:41,2025-03-04,1,1,True,310.422072,312.36018,309.13,1.2344218399872553,2343,True,인공물,False,인공물,False,33.139
BCH/USDT:USDT,15m,1741960800000,2025-03-14 14:00,2025-03-14,1,1,False,326.41527,328.208175,325.22,1.198306851284627,2219,True,인공물,False,인공물,False,6.848
