arm,segment,scope,timeframe,n,tp_on_tp,tp_on_tp_broke_share,tp_on_stop,tp_on_stop_broke_share,tp_on_stop_break_r_p25,tp_on_stop_break_r_median,tp_on_stop_break_r_p75,tp_on_stop_minutes_to_exit_median,tp_on_stop_bars_to_exit_median,no_tp_broke_share,no_tp_break_r_median,no_tp_break_mfe_r_median,closed,stop_cut,stop_saved_gross_mean,stop_saved_net_mean,tp_cut,tp_lost_gross_mean,tp_lost_net_mean,delta_gross_r,delta_net_r,bad_days_stop,bad_days_stop_broke_share
zone_top,oos_warm,first,all,13344,5471,0.11515262292085542,7868,0.21860701576004068,-0.7339736586307385,-0.5532456369057599,-0.27456812441849876,34.0,,0.30313249400479614,-0.2269535527926471,1.0941626433852356,13339,1720,0.5319114944810954,0.5314327741360628,630,1.5141455732477185,1.60205990942672,-0.002925552188213392,-0.007139468582712765,877,0.06727480045610035
zone_top,oos_warm,first,15m,8928,3645,0.10315500685871057,5281,0.20905131603862906,-0.7361431381480852,-0.5677235046549598,-0.28809088913417824,20.0,1.3333333333333333,0.2902105734767025,-0.2238218824596698,1.1563620682822011,8926,1104,0.5239176541596807,0.5234461282709377,376,1.4983132328712365,1.6090193217130382,0.0016848884867468742,-0.0030368294144059063,422,0.06872037914691943
zone_top,oos_warm,first,1h,2501,1033,0.13262342691190707,1468,0.23841961852861035,-0.7108392251968112,-0.5210339426079695,-0.25253270182795345,95.0,1.5833333333333333,0.32946821271491405,-0.20890007402573157,1.0371839504257676,2501,350,0.5439299094974904,0.543440372578942,137,1.4980915571833064,1.5649345535035337,-0.005942852862851399,-0.009672892214056145,212,0.0660377358490566
zone_top,oos_warm,first,2h,1275,514,0.1264591439688716,759,0.23978919631093545,-0.7640428140385693,-0.5049485731273146,-0.22756712202767246,146.0,1.2166666666666666,0.3270588235294118,-0.2625428060380368,1.0474357163498182,1273,182,0.5638707294192278,0.5633632457627507,65,1.5662011419079485,1.6113153457596698,0.0006452462924452525,-0.0017308615440360733,151,0.06622516556291391
zone_top,oos_warm,first,4h,640,279,0.1863799283154122,360,0.23333333333333334,-0.7271915688979137,-0.5674007007112274,-0.339006806392639,339.5,1.4145833333333333,0.3328125,-0.2523108436085313,0.925381678603342,639,84,0.517651657580661,0.5171857710888383,52,1.605852269775934,1.6379797436609276,-0.0626315787035572,-0.06530726431753647,92,0.06521739130434782
zone_top,oos_warm,first_fill,all,13551,5561,0.11562668584786909,7985,0.21778334376956793,-0.7335268015030051,-0.552260190558083,-0.2743706633154754,34.0,,0.3027082872112759,-0.22675742214733347,1.095505587992771,13546,1739,0.5324355518524992,0.5319563598558322,643,1.5122301389941581,1.6003695374784341,-0.0034296880777903082,-0.007674996516266125,894,0.06599552572706935
zone_top,oos_warm,first_fill,15m,9054,3696,0.10362554112554112,5356,0.20911127707244212,-0.7353086188499918,-0.5657524118837021,-0.28809088913417824,19.5,1.3,0.29036889772476254,-0.2242185229120513,1.159090418388506,9052,1120,0.524671965946622,0.5241997611772709,383,1.4957750887231724,1.6068620573883552,0.0016295562173267422,-0.0031290803646925195,429,0.0675990675990676
zone_top,oos_warm,first_fill,1h,2547,1057,0.1315042573320719,1490,0.23624161073825503,-0.7101924703554289,-0.5239129279023214,-0.25377806555946025,94.0,1.5666666666666667,0.3286219081272085,-0.2064431667464432,1.0555612989699363,2547,352,0.542534730042005,0.5420464487849667,139,1.492487712906486,1.5592449645625337,-0.006471757801026998,-0.010182449981108713,216,0.06481481481481481
zone_top,oos_warm,first_fill,2h,1299,524,0.1316793893129771,773,0.23673997412677877,-0.7614775141117043,-0.495271213402814,-0.2255647519679409,148.0,1.2333333333333334,0.325635103926097,-0.2625428060380368,0.9992625406518466,1297,183,0.5673107027306982,0.5668001230982406,69,1.5727827575350568,1.6188325778888628,-0.003626948088050236,-0.006148824477527763,154,0.06493506493506493
zone_top,oos_warm,first_fill,4h,651,284,0.18309859154929578,366,0.22950819672131148,-0.7271915688979137,-0.5674007007112274,-0.339006806392639,339.5,1.4145833333333333,0.3271889400921659,-0.2523108436085313,0.925381678603342,650,84,0.517651657580661,0.5171857710888383,52,1.605852269775934,1.6379797436609276,-0.061571659679343166,-0.06420206445985509,95,0.06315789473684211
zone_top,oos_warm,all,all,31854,12442,0.0999839254139206,19364,0.1880809750051642,-0.7386635804949638,-0.5541671704057731,-0.2523108436085313,39.0,,0.2734350474037797,-0.22313702380220113,1.1444463307629729,31806,3642,0.5339933235469237,0.5335127295557319,1244,1.5471697213841031,1.6335114204766923,0.0006327281316755249,-0.0027993097538524013,1751,0.0719588806396345
zone_top,oos_warm,all,15m,21519,8364,0.09086561453849833,13149,0.17651532435926687,-0.7421799481592162,-0.5728725804624474,-0.2809818842086267,21.0,1.4,0.25921278869835956,-0.2231350385519248,1.1874465499647373,21513,2321,0.5220021580277242,0.5215323560855005,760,1.5413206395253294,1.6480636711102787,0.0018669326799190037,-0.00195471536137987,852,0.08098591549295775
zone_top,oos_warm,all,1h,5999,2340,0.11196581196581197,3648,0.20888157894736842,-0.7224949969302779,-0.5234055365583012,-0.2177670895365865,100.0,1.6666666666666667,0.3033838973162194,-0.1999205525036994,1.0997948836324332,5988,762,0.5486635141480048,0.5481697169852711,262,1.5011071968178322,1.566921040129022,0.004140199100619178,0.0011977307663615254,441,0.07029478458049887
zone_top,oos_warm,all,2h,2913,1153,0.1170858629661752,1738,0.22036823935558114,-0.7540843106180528,-0.4902417511412202,-0.22071285633820625,178.0,1.4833333333333334,0.3044970820460007,-0.2813335319339655,0.9789511379914057,2891,383,0.5687855749837115,0.5682736679662258,135,1.617900938849675,1.6636823113125665,-0.00019776946590958845,-0.002403423450754762,273,0.05860805860805861
zone_top,oos_warm,all,4h,1423,585,0.14871794871794872,829,0.21230398069963813,-0.7268836999884787,-0.5380197278062192,-0.2523108436085313,298.0,1.2416666666666667,0.2986647926914968,-0.2392888370737411,0.9545748031150184,1414,176,0.5528988782727492,0.5524012692823039,87,1.6272268396735425,1.6601079596344004,-0.031300235131254836,-0.03338526810078312,185,0.05405405405405406
