symbol,timeframe,segment,arm,definition,num_trades,win_rate,total_return,max_drawdown,fill_rate,eligible_setups,mean_r,sharpe,n_from_15m,n_from_5m,n_from_1m
XRP/USDT:USDT,1h,full,C,touch,208,0.4855769230769231,0.0909627214450434,0.1868170306298178,0.6989010989010989,455,0.2139423076923076,4.656616016345899,197,11,0
XRP/USDT:USDT,1h,is,A,none,190,0.5263157894736842,0.4459118939196101,0.0900663721167433,0.793010752688172,372,0.3157894736842105,16.385892163190658,0,0,0
XRP/USDT:USDT,1h,is,B,contained,189,0.5291005291005291,0.4613217472071155,0.0900663721167432,0.7924528301886793,371,0.3227513227513227,16.937108653657006,144,31,14
XRP/USDT:USDT,1h,is,C,contained,129,0.5813953488372093,0.324078124457722,0.0680920716631285,0.6615853658536586,328,0.4534883720930232,22.470354632866034,118,9,2
XRP/USDT:USDT,1h,is,B,proximal_in,189,0.5291005291005291,0.4613217472071155,0.0900663721167432,0.7924528301886793,371,0.3227513227513227,16.937108653657006,153,31,5
XRP/USDT:USDT,1h,is,C,proximal_in,131,0.5725190839694656,0.3047904576841778,0.0779496128566497,0.6515151515151515,330,0.4312977099236641,20.762686041678812,120,9,2
XRP/USDT:USDT,1h,is,B,touch,189,0.5291005291005291,0.4613217472071155,0.0900663721167432,0.7924528301886793,371,0.3227513227513227,16.937108653657006,169,18,2
XRP/USDT:USDT,1h,is,C,touch,151,0.5033112582781457,0.1541388975446518,0.1868170306298178,0.7120253164556962,316,0.2582781456953642,9.821916876530493,144,7,0
XRP/USDT:USDT,1h,oos,A,none,73,0.410958904109589,-0.0707199077857168,0.129147152570585,0.7161290322580646,155,0.0273972602739726,-8.44275946175201,0,0,0
XRP/USDT:USDT,1h,oos,B,contained,72,0.4027777777777778,-0.0835537824714996,0.1291471525705858,0.7142857142857143,154,0.0069444444444444,-10.36577538266338,58,11,3
XRP/USDT:USDT,1h,oos,C,contained,46,0.4565217391304347,-0.0388414665239639,0.0759462131470761,0.5757575757575758,132,0.1413043478260869,-10.258077348567182,41,5,0
XRP/USDT:USDT,1h,oos,B,proximal_in,72,0.4027777777777778,-0.0835537824714996,0.1291471525705858,0.7142857142857143,154,0.0069444444444444,-10.36577538266338,61,9,2
XRP/USDT:USDT,1h,oos,C,proximal_in,48,0.4583333333333333,-0.0338252308916999,0.0919595795943925,0.5703703703703704,135,0.1458333333333333,-7.712130011957123,43,5,0
XRP/USDT:USDT,1h,oos,B,touch,72,0.4027777777777778,-0.0835537824714996,0.1291471525705858,0.7142857142857143,154,0.0069444444444444,-10.36577538266338,65,6,1
XRP/USDT:USDT,1h,oos,C,touch,48,0.4791666666666667,-0.0308643793753828,0.0809362104907226,0.6583333333333333,120,0.1979166666666666,-7.182176186007192,44,4,0
