lens,universe,scope,segment,exclude_symbol,num_cells,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_open_notional_ratio,liquidation_events,clamped_entries,skipped_cell_busy,skipped_notional,reentry
pen_5bp,15,1h,full,,15,3502,0.5796687607081668,18326.977384799786,0.15249038769944198,6,0.06053099934620802,5.0,0,1606,743,1,off
pen_5bp,15,1h,oos_warm,,15,1207,0.5352112676056338,6.9966390649431744,0.15249038769944215,6,0.05592886450718982,5.0,0,695,257,0,off
pen_5bp,15,2h,full,,15,1719,0.5828970331588132,297.5675108782997,0.12716394898533875,7,0.07,4.6155299417994815,0,392,368,0,off
pen_5bp,15,2h,oos_warm,,15,614,0.5504885993485342,3.2558754882671725,0.10429683223322082,7,0.06383353944118404,4.615529941799482,0,191,137,0,off
pen_5bp,15,4h,full,,15,908,0.5770925110132159,25.090263271659637,0.16855739458897656,7,0.06999999999999998,3.9206255897983544,0,73,181,0,off
pen_5bp,15,4h,oos_warm,,15,341,0.5571847507331378,1.8252996775955017,0.09330117359323518,6,0.055353752947280635,3.9206255897983544,0,39,76,0,off
pen_5bp,15,all,full,,60,18348,0.5644756921735339,813506485963632.8,0.2729051397209433,15,0.14958357205366174,5.000000000000001,0,12626,3567,496,off
pen_5bp,15,all,oos_warm,,60,6145,0.5306753458096013,631.0363201799048,0.2509708805313046,11,0.10506457545517363,5.000000000000001,0,4723,1202,248,off
pen_5bp,19,15m,full,,19,16846,0.5570461830701651,27685740657.883892,0.2991004608749962,8,0.08,5.000000000000001,0,13993,3204,79,off
pen_5bp,19,15m,oos_warm,,19,5664,0.5282485875706214,59.70204510871887,0.23784913957408443,6,0.05571738459598584,5.000000000000001,0,5181,1078,25,off
pen_5bp,19,1h,full,,19,4640,0.575,302371.933930705,0.1613090272770614,8,0.07021526812604928,5.0,0,2003,1024,2,off
pen_5bp,19,1h,oos_warm,,19,1642,0.5371498172959805,16.2717692983353,0.16130902727706078,7,0.0601622834675651,5.0,0,866,359,1,off
pen_5bp,19,2h,full,,19,2249,0.5820364606491775,1680.7759852072752,0.14148209219322608,9,0.08315620793709551,5.0,0,466,508,0,off
pen_5bp,19,2h,oos_warm,,19,796,0.5439698492462312,4.760943618058424,0.14148209219322602,9,0.08315620793709552,5.0,0,228,175,0,off
pen_5bp,19,4h,full,,19,1184,0.5768581081081081,68.0313693809871,0.20048205240290826,8,0.08031606021145571,4.53902590164612,0,87,249,0,off
pen_5bp,19,4h,oos_warm,,19,453,0.565121412803532,3.27541322731197,0.10329479097779974,6,0.06032316125977207,4.53902590164612,0,49,105,0,off
pen_5bp,19,all,full,,76,24044,0.5598486108800532,2.9170220650495734e+18,0.36974709919560605,19,0.17854364322849114,5.000000000000001,0,16386,4840,1153,off
pen_5bp,19,all,oos_warm,,76,8150,0.5261349693251534,2576.4956819422623,0.29459276897211656,12,0.10724438071822186,5.000000000000001,0,6191,1642,541,off
pen_5bp,9,15m,full,,9,7147,0.5620540086749685,34435.188579455054,0.21738412124100687,5,0.04997675138291968,5.0,0,6040,1325,0,off
pen_5bp,9,15m,oos_warm,,9,2306,0.5355594102341718,5.439032936765641,0.15172294481762524,5,0.03981943641701783,5.0,0,2148,420,0,off
pen_5bp,9,1h,full,,9,2088,0.5795019157088123,290.86402519820405,0.10153135455277913,6,0.049999999999999996,5.0,0,1010,432,0,off
pen_5bp,9,1h,oos_warm,,9,725,0.5365517241379311,2.34561942022692,0.09965941104293582,4,0.039774932840309085,3.9525104440388055,0,433,152,0,off
pen_5bp,9,2h,full,,9,1032,0.5804263565891473,24.2103577328751,0.12352017840780094,5,0.049999999999999996,3.1991673364060804,0,289,197,0,off
pen_5bp,9,2h,oos_warm,,9,373,0.546916890080429,1.167417158390934,0.09354414036965378,4,0.04,3.1991673364060804,0,144,79,0,off
pen_5bp,9,4h,full,,9,542,0.5996309963099631,8.319043327941387,0.09030413785063308,7,0.07000000000000002,3.427839819273697,0,53,97,0,off
pen_5bp,9,4h,oos_warm,,9,209,0.569377990430622,1.0235798469278736,0.0668492261579066,4,0.040106050469288564,3.427839819273697,0,30,48,0,off
pen_5bp,9,all,full,,36,10748,0.5676404912541868,959503838.3302311,0.21709404615094305,11,0.10861381649176809,5.000000000000001,0,7382,2045,69,off
pen_5bp,9,all,oos_warm,,36,3588,0.5365105908584169,64.72405426725442,0.15268915689464954,10,0.097159599659869,5.000000000000001,0,2748,694,31,off
