segment,axis,bucket,arm,category,num_trades,trade_share,net_r_sum,gain_share,loss_share,win_rate
oos,timeframe,15m,1_봉마감,트리거 전에 이미 익절,1335,0.1329284078462611,1898.1308226076803,0.327966719761475,0.0,1.0
oos,timeframe,15m,1_봉마감,트리거 전에 이미 손절,32,0.003186298914666932,-38.782858060514876,0.0,0.005444674361412501,0.0
oos,timeframe,15m,1_봉마감,아직 들고 있음,3915,0.3898237578412825,1054.4759686683574,0.5343700876529719,0.286144297682149,0.5496807151979566
oos,timeframe,15m,1_봉마감,트리거 안 옴,4761,0.4740615353977895,-4249.333774515933,0.1376631925855536,0.7084110279564346,0.11804242806133165
oos,timeframe,15m,2_교차,트리거 전에 이미 익절,532,0.052972219456337746,755.6975291618768,0.13057247520515,0.0,1.0
oos,timeframe,15m,2_교차,트리거 전에 이미 손절,180,0.017922931395001493,-217.47772805403983,0.0,0.03053141179710031,0.0
oos,timeframe,15m,2_교차,아직 들고 있음,6143,0.6116698197749676,1210.7265785167194,0.7995265535562588,0.4796506364923254,0.526127299365131
oos,timeframe,15m,2_교차,트리거 안 옴,3188,0.3174350293736931,-3084.4562209249743,0.06990097123859146,0.4898179517105685,0.08939774153074027
oos,timeframe,15m,C_고정오프셋,트리거 전에 이미 익절,1428,0.14218858906701184,2012.646050794536,0.347753123998662,0.0,1.0
oos,timeframe,15m,C_고정오프셋,트리거 전에 이미 손절,147,0.01463706063925122,-175.8710246692583,0.0,0.024690301509959003,0.0
oos,timeframe,15m,C_고정오프셋,아직 들고 있음,3027,0.30140396295927513,1931.740954311806,0.5202549419914191,0.15151753141016133,0.6851668318467129
oos,timeframe,15m,C_고정오프셋,트리거 안 옴,5441,0.5417703873344618,-5104.02582173752,0.13199193400991915,0.8237921670798781,0.10053299025914354
oos,timeframe,1h,1_봉마감,트리거 전에 이미 익절,348,0.13556680950525907,504.0513870884849,0.3442266401543792,0.0,1.0
oos,timeframe,1h,1_봉마감,트리거 전에 이미 손절,3,0.001168679392286716,-3.465234884111118,0.0,0.001977581233471088,0.0
oos,timeframe,1h,1_봉마감,아직 들고 있음,943,0.3673548889754577,250.5125695588389,0.49884506827413255,0.2739016740344998,0.5291622481442205
oos,timeframe,1h,1_봉마감,트리거 안 옴,1273,0.4959096221269965,-1039.0569850732,0.15692829157148672,0.7241207447320294,0.12568735271013354
oos,timeframe,1h,2_교차,트리거 전에 이미 익절,171,0.06661472536034281,246.87804985044195,0.16859789260527241,0.0,1.0
oos,timeframe,1h,2_교차,트리거 전에 이미 손절,70,0.027269185820023373,-79.85010761325178,0.0,0.0455698039491253,0.0
oos,timeframe,1h,2_교차,아직 들고 있음,1422,0.5539540319439034,346.69661872450513,0.7440528994323119,0.42392172040217824,0.5253164556962026
oos,timeframe,1h,2_교차,트리거 안 옴,904,0.35216205687573043,-801.6828242716813,0.0873492079624139,0.5305084756486975,0.09845132743362832
oos,timeframe,1h,C_고정오프셋,트리거 전에 이미 익절,151,0.058823529411764705,213.74244473919597,0.1459689339135584,0.0,1.0
oos,timeframe,1h,C_고정오프셋,트리거 전에 이미 손절,75,0.0292169848071679,-88.39314331077806,0.0,0.05044524461543247,0.0
oos,timeframe,1h,C_고정오프셋,아직 들고 있음,1335,0.5200623295675886,622.9584759321525,0.8110281358863197,0.32223016817672123,0.6074906367041198
oos,timeframe,1h,C_고정오프셋,트리거 안 옴,1006,0.39189715621347876,-1036.2660406705584,0.043002930200120956,0.6273245872078469,0.04473161033797217
oos,timeframe,2h,1_봉마감,트리거 전에 이미 익절,174,0.13394919168591224,253.09839690590306,0.34130289421648397,0.0,1.0
oos,timeframe,2h,1_봉마감,트리거 전에 이미 손절,3,0.0023094688221709007,-3.3420160459886628,0.0,0.0038776748101382757,0.0
oos,timeframe,2h,1_봉마감,아직 들고 있음,440,0.33872209391839875,92.08818056230857,0.436691239347374,0.26889133118958336,0.5
oos,timeframe,2h,1_봉마감,트리거 안 옴,682,0.5250192455735181,-462.1400551269857,0.222005866436142,0.7272309940002774,0.16715542521994134
oos,timeframe,2h,2_교차,트리거 전에 이미 익절,101,0.07775211701308699,146.55859790333193,0.1976340990232106,0.0,1.0
oos,timeframe,2h,2_교차,트리거 전에 이미 손절,32,0.024634334103156273,-35.49600235852982,0.0,0.041185306208056084,0.0
oos,timeframe,2h,2_교차,아직 들고 있음,665,0.5119322555812164,137.3959798555223,0.6603228868827464,0.40873952333426744,0.5022556390977444
oos,timeframe,2h,2_교차,트리거 안 옴,501,0.3856812933025404,-368.75406910508724,0.14204301409404282,0.5500751704576758,0.14570858283433133
oos,timeframe,2h,C_고정오프셋,트리거 전에 이미 익절,61,0.04695919938414165,86.32554554333404,0.11640989788532964,0.0,1.0
oos,timeframe,2h,C_고정오프셋,트리거 전에 이미 손절,39,0.03002309468822171,-43.550388195471626,0.0,0.05053065004879887,0.0
oos,timeframe,2h,C_고정오프셋,아직 들고 있음,793,0.6104695919938414,214.5978391096433,0.8265241203562048,0.4621671919226335,0.5258511979823455
oos,timeframe,2h,C_고정오프셋,트리거 안 옴,406,0.3125481139337952,-377.66849016226894,0.05706598175846512,0.4873021580285674,0.07389162561576355
oos,timeframe,4h,1_봉마감,트리거 전에 이미 익절,79,0.1264,116.23263779929817,0.33458744094003867,0.0,1.0
oos,timeframe,4h,1_봉마감,트리거 전에 이미 손절,0,0.0,0.0,0.0,0.0,0.0
oos,timeframe,4h,1_봉마감,아직 들고 있음,193,0.3088,63.29185380484617,0.4465758720263626,0.2212368008504675,0.5440414507772021
oos,timeframe,4h,1_봉마감,트리거 안 옴,353,0.5648,-247.2749410081506,0.2188366870335984,0.7787631991495324,0.14730878186968838
oos,timeframe,4h,2_교차,트리거 전에 이미 익절,51,0.0816,74.85204535111531,0.21546920707764075,0.0,1.0
oos,timeframe,4h,2_교차,트리거 전에 이미 손절,12,0.0192,-13.20894340289121,0.0,0.03181794078785065,0.0
oos,timeframe,4h,2_교차,아직 들고 있음,299,0.4784,67.53281973257309,0.6414911000703956,0.374126440381635,0.5050167224080268
oos,timeframe,4h,2_교차,트리거 안 옴,263,0.4208,-196.92637108480326,0.14303969285196338,0.5940556188305148,0.12927756653992395
oos,timeframe,4h,C_고정오프셋,트리거 전에 이미 익절,12,0.0192,17.255742683856266,0.04967240609372219,0.0,1.0
oos,timeframe,4h,C_고정오프셋,트리거 전에 이미 손절,24,0.0384,-26.615208155582447,0.0,0.06411119279724395,0.0
oos,timeframe,4h,C_고정오프셋,아직 들고 있음,432,0.6912,102.49942312399004,0.9339661722412335,0.5346418345890341,0.5092592592592593
oos,timeframe,4h,C_고정오프셋,트리거 안 옴,157,0.2512,-160.8904070562698,0.01636142166504412,0.4012469726137225,0.025477707006369428
