lens,scope,arm,month,monthly_return,equity_end,num_exits,btc_buy_hold,num_seeds
pen_5bp_drop_50,all,long_only,2024-12,0.11383260875981356,16059.918586590149,37.8,-0.03820692108474688,5
pen_5bp_drop_50,all,long_only,2025-01,-0.0003025155932458334,16048.362165826678,30.0,0.08245639447287978,5
pen_5bp_drop_50,all,long_only,2025-02,0.10537820104206892,17763.87503033467,43.6,-0.16206179500534768,5
pen_5bp_drop_50,all,long_only,2025-03,0.0859981301425103,19284.41012463027,43.6,-0.0405800875968082,5
pen_5bp_drop_50,all,long_only,2025-04,0.14589530223619543,22020.162453376222,39.4,0.10578130635366878,5
pen_5bp_drop_50,all,long_only,2025-05,0.07204195653755989,23636.261777376087,28.8,0.08422653030958283,5
pen_5bp_drop_50,all,long_only,2025-06,0.11588088753845231,26323.80067159661,39.8,0.014245624071230978,5
pen_5bp_drop_50,all,long_only,2025-07,0.04793460375134957,27635.144949482044,28.6,0.09522529319496131,5
pen_5bp_drop_50,all,long_only,2025-08,0.059786581712387044,29308.761048618784,28.0,-0.044473565232134304,5
pen_5bp_drop_50,all,long_only,2025-09,0.05688173503162593,31066.776540675608,29.6,0.043969157754659705,5
pen_5bp_drop_50,all,long_only,2025-10,0.06016110070357046,32872.84715507155,31.8,-0.07587446563713596,5
pen_5bp_drop_50,all,long_only,2025-11,0.00046830393907433266,32919.44085463848,30.4,-0.17925581023415404,5
pen_5bp_drop_50,all,long_only,2025-12,-0.02441231549515206,32062.778379804287,16.2,0.01584618096139212,5
pen_5bp_drop_50,all,long_only,2026-01,0.021831724824876452,32704.52131057983,36.0,-0.11366216216216218,5
pen_5bp_drop_50,all,long_only,2026-02,0.1483603010373394,37605.574958574914,38.2,-0.12991297452928896,5
pen_5bp_drop_50,all,long_only,2026-03,-0.016560268709531933,36997.46585972126,29.4,0.03789353612167301,5
pen_5bp_drop_50,all,long_only,2026-04,0.02365898456957747,37951.982424508125,24.0,0.1207126229134996,5
pen_5bp_drop_50,all,long_only,2026-05,0.07109115716174488,40707.673462186576,32.4,-0.05804685901370987,5
pen_5bp_drop_50,all,long_only,2026-06,0.1430769088218904,46376.55048651999,49.6,-0.17909835204471114,5
pen_5bp_drop_50,all,long_only,2026-07,0.04761902166651351,48562.8659904822,16.0,0.10350569003793342,5
pen_5bp_drop_50,all,long_short,2024-08,0.013544350160919483,10135.443501609196,38.2,-0.09776683825994315,5
pen_5bp_drop_50,all,long_short,2024-09,0.14878662996225592,11651.26502743916,65.8,0.10548630040109597,5
pen_5bp_drop_50,all,long_short,2024-10,0.22368142279637154,14294.653847255639,82.4,0.15705170393966106,5
pen_5bp_drop_50,all,long_short,2024-11,0.3548435555514408,19421.374215672382,95.8,0.388220820053097,5
pen_5bp_drop_50,all,long_short,2024-12,0.27549558425048903,24746.397787498576,68.0,-0.03820692108474688,5
pen_5bp_drop_50,all,long_short,2025-01,-0.09682323828803334,22449.599708203208,57.4,0.08245639447287978,5
pen_5bp_drop_50,all,long_short,2025-02,0.17847700900228833,26520.993604877625,63.8,-0.16206179500534768,5
pen_5bp_drop_50,all,long_short,2025-03,0.15446600141715164,30601.621919782756,66.6,-0.0405800875968082,5
pen_5bp_drop_50,all,long_short,2025-04,0.30424169073863416,39533.75092704247,75.8,0.10578130635366878,5
pen_5bp_drop_50,all,long_short,2025-05,-0.012081798444786674,38944.15864057263,77.8,0.08422653030958283,5
pen_5bp_drop_50,all,long_short,2025-06,0.1273295729611122,43969.04758712682,64.0,0.014245624071230978,5
pen_5bp_drop_50,all,long_short,2025-07,0.10058668812852271,48754.002102537306,61.8,0.09522529319496131,5
pen_5bp_drop_50,all,long_short,2025-08,0.036759014849531965,50806.753843278144,62.0,-0.044473565232134304,5
pen_5bp_drop_50,all,long_short,2025-09,0.08553185149256941,55568.70280504287,51.6,0.043969157754659705,5
pen_5bp_drop_50,all,long_short,2025-10,0.060313865688068714,58792.60842451155,49.8,-0.07587446563713596,5
pen_5bp_drop_50,all,long_short,2025-11,0.045489376615334365,61415.28699149719,47.4,-0.17925581023415404,5
pen_5bp_drop_50,all,long_short,2025-12,0.0001873862961146333,61166.44700620101,30.8,0.01584618096139212,5
pen_5bp_drop_50,all,long_short,2026-01,0.0006625978016150613,61190.740201231405,59.2,-0.11366216216216218,5
pen_5bp_drop_50,all,long_short,2026-02,0.03500488032234102,63461.679121345966,60.8,-0.12991297452928896,5
pen_5bp_drop_50,all,long_short,2026-03,0.11044220138844438,69743.58708343314,60.0,0.03789353612167301,5
pen_5bp_drop_50,all,long_short,2026-04,0.10333951718087464,77338.41727565617,39.4,0.1207126229134996,5
pen_5bp_drop_50,all,long_short,2026-05,0.08045319519836194,83381.66150845062,55.2,-0.05804685901370987,5
pen_5bp_drop_50,all,long_short,2026-06,0.15920665553956398,96124.27502265756,63.4,-0.17909835204471114,5
pen_5bp_drop_50,all,long_short,2026-07,0.0384391505521291,99898.4511627772,38.0,0.10350569003793342,5
