scope,leverage_mode,multiple,segment,month,monthly_return,equity_end,num_exits
both,combined,3.0,is,2022-07,0.9157059300297594,253524410091.2216,112
both,combined,3.0,is,2022-08,0.3642953834407143,345882182276.9841,120
both,combined,3.0,is,2022-09,-0.12916410354465413,301206620271.10876,117
both,combined,3.0,is,2022-10,0.4754704494740789,444421467395.9811,67
both,combined,3.0,is,2022-11,4.287084764766218,2349693969404.338,137
both,combined,3.0,is,2022-12,0.23542484235610317,2902870301736.4404,71
both,combined,3.0,is,2023-01,1.6755107411870105,7766660672568.625,62
both,combined,3.0,is,2023-02,0.16421633885723796,9042073253364.338,68
both,combined,3.0,is,2023-03,1.0815078922974886,18821146839609.9,106
both,combined,3.0,is,2023-04,1.3090250804256245,43458500095032.734,88
both,combined,3.0,is,2023-05,0.21676856152618384,52878936646718.51,41
both,combined,3.0,is,2023-06,0.645998659493235,87038658835926.36,81
both,combined,3.0,is,2023-07,0.8939869417515793,164850083262815.25,74
both,combined,3.0,is,2023-08,0.1912222110885602,196373080682464.03,49
both,combined,3.0,is,2023-09,0.2439039806444223,244269256752325.3,53
both,combined,3.0,is,2023-10,0.5985795208017459,390483831405730.8,72
both,combined,3.0,is,2023-11,0.5111546273163661,590081448720993.9,85
both,combined,3.0,is,2023-12,0.776685530262041,1048389171618652.4,83
both,combined,3.0,is,2024-01,0.25056774057708386,1311081677596618.8,89
both,combined,3.0,is,2024-02,1.6341283584979553,3453557427264327.0,75
both,combined,3.0,is,2024-03,0.8311989264871056,6324150653368006.0,105
both,combined,3.0,is,2024-04,0.3151988222950288,8317515491325939.0,130
both,combined,3.0,is,2024-05,0.6705096640747816,1.3894490009351686e+16,102
both,combined,3.0,is,2024-06,0.050252769562276756,1.4592726613976994e+16,69
both,combined,3.0,is,2024-07,0.4910348056677456,2.175826329103373e+16,108
both,combined,3.0,is,2024-08,-0.08674072965003177,1.987093565725196e+16,51
both,combined,5.0,is,2020-09,0.1789561113400806,11789.561113400807,43
both,combined,5.0,is,2020-10,0.7594159290183515,20742.74161905271,83
both,combined,5.0,is,2020-11,2.863750899224109,80144.78658298826,115
both,combined,5.0,is,2020-12,10.824734059301282,947690.7875832937,149
both,combined,5.0,is,2021-01,10.047588775277788,10469698.107339362,181
both,combined,5.0,is,2021-02,5.263781704680042,65579903.45827556,118
both,combined,5.0,is,2021-03,1.2142958673837034,145213309.2110818,107
both,combined,5.0,is,2021-04,5.914058746143876,1004013350.6073753,155
both,combined,5.0,is,2021-05,13.378307823281608,14436013013.717203,171
both,combined,5.0,is,2021-06,2.3601153690322887,48506669194.9413,149
both,combined,5.0,is,2021-07,0.27781527268204176,61982562724.231514,105
both,combined,5.0,is,2021-08,2.2619105213881365,202181573492.7709,126
both,combined,5.0,is,2021-09,3.634470388279471,937004515407.9965,127
both,combined,5.0,is,2021-10,1.4352124165675573,2281805030301.42,122
both,combined,5.0,is,2021-11,1.779916456494722,6343227354247.355,135
both,combined,5.0,is,2021-12,3.8970944443546953,31063383435763.457,154
both,combined,5.0,is,2022-01,1.4360991004985189,75673480446303.95,159
both,combined,5.0,is,2022-02,0.34024048083298664,101420661819660.02,117
both,combined,5.0,is,2022-03,2.4091215984221077,345755368735667.4,94
both,combined,5.0,is,2022-04,0.17601895270343415,406614866632109.25,122
both,combined,5.0,is,2022-05,1.540372463921277,1032953210613232.9,135
both,combined,5.0,is,2022-06,1.1991150016886682,2271582901502035.0,175
both,combined,5.0,is,2022-07,1.8491401700912027,6472058094361776.0,113
both,combined,5.0,is,2022-08,0.6167592818646948,1.046375999682693e+16,115
both,combined,5.0,is,2022-09,-0.23806778097260772,7972675873752402.0,114
both,combined,5.0,is,2022-10,0.8821698861863083,1.5005930441900884e+16,66
both,combined,5.0,is,2022-11,14.66044032639716,2.3499947822745536e+17,137
both,combined,5.0,is,2022-12,0.3981499323997182,3.2856450459768576e+17,70
both,combined,5.0,is,2023-01,4.027989698853524,1.6520189445260754e+18,62
both,combined,5.0,is,2023-02,0.26788616059484527,2.0945719568051144e+18,68
both,combined,5.0,is,2023-03,2.2814396939467407,6.873211560888e+18,106
both,combined,5.0,is,2023-04,2.93338631216566,2.7034996274215633e+19,86
both,combined,5.0,is,2023-05,0.37619031584380425,3.720530006144888e+19,38
both,combined,5.0,is,2023-06,1.2489588982477158,8.367319063517174e+19,80
both,combined,5.0,is,2023-07,1.8383458434974127,2.3749345285150635e+20,74
both,combined,5.0,is,2023-08,0.3218987887898139,3.1394230766991704e+20,50
both,combined,5.0,is,2023-09,0.42036201374072935,4.45911728320455e+20,56
both,combined,5.0,is,2023-10,1.1411842603086586,9.54779174166789e+20,73
both,combined,5.0,is,2023-11,0.9248580668156401,1.8378143954225188e+21,85
both,combined,5.0,is,2023-12,1.5419169932696275,4.671571642200047e+21,82
both,combined,5.0,is,2024-01,0.4167830624828597,6.618603577844264e+21,88
both,combined,5.0,is,2024-02,3.9090243202300563,3.2490885929599154e+22,76
both,combined,5.0,is,2024-03,1.6153065821805939,8.497362783255952e+22,105
both,combined,5.0,is,2024-04,0.5099464249026293,1.283056255567798e+23,131
both,combined,5.0,is,2024-05,1.263058003263552,2.9036307278000707e+23,103
both,combined,5.0,is,2024-06,0.06688484573863973,3.0978396211109524e+23,68
both,combined,5.0,is,2024-07,0.8855869472814024,5.841245954337977e+23,109
both,combined,5.0,is,2024-08,-0.15914023472604177,4.911668702072089e+23,50
both,cap_only,1.0,is,2020-09,0.039883619764104594,10398.836197641045,43
both,cap_only,1.0,is,2020-10,0.1374316953540029,11827.965885991427,82
both,cap_only,1.0,is,2020-11,0.3389992224418261,15837.637124410965,113
both,cap_only,1.0,is,2020-12,0.663039102126989,26338.60982319348,144
both,cap_only,1.0,is,2021-01,0.7043675690100992,44890.67239546179,180
both,cap_only,1.0,is,2021-02,0.49973142993471376,67323.9523023767,118
both,cap_only,1.0,is,2021-03,0.19491347969419137,80446.2981123987,106
both,cap_only,1.0,is,2021-04,0.5239312193248595,122594.62517259888,154
both,cap_only,1.0,is,2021-05,0.7839755687921925,218705.81617315274,172
both,cap_only,1.0,is,2021-06,0.3091746923750742,286324.11960912676,150
both,cap_only,1.0,is,2021-07,0.06856898278838086,305957.0732385033,105
both,cap_only,1.0,is,2021-08,0.29442566859524355,396038.6890881935,126
both,cap_only,1.0,is,2021-09,0.3911681715561699,550956.4189643246,127
both,cap_only,1.0,is,2021-10,0.21659193212607986,670289.1342650737,122
both,cap_only,1.0,is,2021-11,0.25050550492000934,838200.252286542,136
both,cap_only,1.0,is,2021-12,0.40772995429596803,1179959.6028422026,155
both,cap_only,1.0,is,2022-01,0.22884064795752046,1449982.3229203108,160
both,cap_only,1.0,is,2022-02,0.07833317631691994,1563564.0438780447,113
both,cap_only,1.0,is,2022-03,0.29562084474677874,2025786.1673449618,96
both,cap_only,1.0,is,2022-04,0.049412427196471764,2125885.1788545144,118
both,cap_only,1.0,is,2022-05,0.23226237551349738,2619648.3205642,132
both,cap_only,1.0,is,2022-06,0.19975728202699905,3142942.1489466974,174
both,cap_only,1.0,is,2022-07,0.2511799284046705,3932386.13289915,115
both,cap_only,1.0,is,2022-08,0.11748372235953686,4394377.493547167,115
both,cap_only,1.0,is,2022-09,-0.0371201446507885,4231257.565336526,114
both,cap_only,1.0,is,2022-10,0.14209663563256036,4832505.029865665,65
both,cap_only,1.0,is,2022-11,0.7664354384646466,8536308.141313367,140
both,cap_only,1.0,is,2022-12,0.07674383635640036,9191417.176398128,70
both,cap_only,1.0,is,2023-01,0.39544544457433095,12826121.227987027,62
both,cap_only,1.0,is,2023-02,0.047510646205086715,13435498.53583347,70
both,cap_only,1.0,is,2023-03,0.2855147904964672,17271532.085507557,106
both,cap_only,1.0,is,2023-04,0.32852565202306816,22945673.425336268,85
both,cap_only,1.0,is,2023-05,0.06924370700005311,24534516.912919156,38
both,cap_only,1.0,is,2023-06,0.18550468044291413,29085784.632671498,81
both,cap_only,1.0,is,2023-07,0.24263369061798068,36142975.90261633,74
both,cap_only,1.0,is,2023-08,0.06275295428895689,38411054.41730008,49
both,cap_only,1.0,is,2023-09,0.07825257223698179,41416818.22778849,53
both,cap_only,1.0,is,2023-10,0.17410498030383814,48627692.54958525,72
both,cap_only,1.0,is,2023-11,0.155287208631816,56178951.1878165,85
both,cap_only,1.0,is,2023-12,0.21732366433078254,68387966.71821295,81
both,cap_only,1.0,is,2024-01,0.082603989563931,74037085.60730267,87
both,cap_only,1.0,is,2024-02,0.38759567538394113,102733539.8067238,74
both,cap_only,1.0,is,2024-03,0.23522130736471647,126898657.35026652,105
both,cap_only,1.0,is,2024-04,0.10551681576258876,140288599.59841448,130
both,cap_only,1.0,is,2024-05,0.19410880338090197,167519851.7944452,101
both,cap_only,1.0,is,2024-06,0.019950193732791277,170861905.29183283,68
both,cap_only,1.0,is,2024-07,0.14975333626742282,196449045.65029323,108
both,cap_only,1.0,is,2024-08,-0.025502349798145696,191439133.37060755,50
both,cap_only,2.0,is,2020-09,0.06545886401722045,10654.588640172204,51
both,cap_only,2.0,is,2020-10,0.23565786331746397,13165.426233641709,119
both,cap_only,2.0,is,2020-11,0.4297698205286298,18823.52910325682,132
both,cap_only,2.0,is,2020-12,0.9682123181276534,37048.70185166445,167
both,cap_only,2.0,is,2021-01,1.149459580129165,79634.68712640929,213
both,cap_only,2.0,is,2021-02,0.6103069083329413,128236.28682258923,138
both,cap_only,2.0,is,2021-03,0.33612421610188337,171339.60820664832,128
both,cap_only,2.0,is,2021-04,0.8631535603612566,319232.0010611196,181
both,cap_only,2.0,is,2021-05,1.2599972870281304,721463.4563306916,211
both,cap_only,2.0,is,2021-06,0.5308950000421142,1104484.798009758,190
both,cap_only,2.0,is,2021-07,0.0614648296258673,1172371.767943788,143
both,cap_only,2.0,is,2021-08,0.576420409699324,1848150.7827418672,163
both,cap_only,2.0,is,2021-09,0.5760512068183001,2912780.2715225057,166
both,cap_only,2.0,is,2021-10,0.37528662186068606,4005907.739844639,151
both,cap_only,2.0,is,2021-11,0.31382693828476294,5263069.500891317,180
both,cap_only,2.0,is,2021-12,0.4408891947618214,7583499.975114791,199
both,cap_only,2.0,is,2022-01,0.40321491433724654,10641280.267957212,203
both,cap_only,2.0,is,2022-02,0.10739987477142421,11784152.436143445,151
both,cap_only,2.0,is,2022-03,0.32972688657289706,15669704.329813443,113
both,cap_only,2.0,is,2022-04,0.09535011638175472,17163812.46132884,163
both,cap_only,2.0,is,2022-05,0.31466521717173324,22564667.236967783,160
both,cap_only,2.0,is,2022-06,0.42329048546194836,32116076.185991198,238
both,cap_only,2.0,is,2022-07,0.3016928581208249,41805267.00216904,152
both,cap_only,2.0,is,2022-08,0.17145732577533046,48973086.285684615,158
both,cap_only,2.0,is,2022-09,-0.022684064169708362,47862177.65379148,140
both,cap_only,2.0,is,2022-10,0.2268861576138601,58721443.23669219,84
both,cap_only,2.0,is,2022-11,1.1249344148013414,124779215.6204507,172
both,cap_only,2.0,is,2022-12,0.07517557254924623,134159564.59696394,81
both,cap_only,2.0,is,2023-01,0.3903333232606012,186526513.29329216,68
both,cap_only,2.0,is,2023-02,0.04575115617329728,195060316.9334342,89
both,cap_only,2.0,is,2023-03,0.41351495335981725,275720674.7925144,132
both,cap_only,2.0,is,2023-04,0.49664926703109646,412657145.83353597,113
both,cap_only,2.0,is,2023-05,0.05937494414926725,437158640.82019824,47
both,cap_only,2.0,is,2023-06,0.2712985655821334,555759153.006553,106
both,cap_only,2.0,is,2023-07,0.26842525313857135,704938944.336415,89
both,cap_only,2.0,is,2023-08,0.06189537567928238,748571405.1270741,54
both,cap_only,2.0,is,2023-09,0.12121500295168541,839309490.2090998,68
both,cap_only,2.0,is,2023-10,0.18930176929515485,998192261.6918968,79
both,cap_only,2.0,is,2023-11,0.25373376845343176,1251467345.892036,108
both,cap_only,2.0,is,2023-12,0.2850513780882282,1608199837.4709783,94
both,cap_only,2.0,is,2024-01,0.10462635337505621,1776459921.963925,106
both,cap_only,2.0,is,2024-02,0.45286069976326204,2580948805.3258977,89
both,cap_only,2.0,is,2024-03,0.28505809086567613,3316669144.3941455,121
both,cap_only,2.0,is,2024-04,0.15591767408976653,3833796483.1133766,158
both,cap_only,2.0,is,2024-05,0.30488576774747833,5002666467.254981,129
both,cap_only,2.0,is,2024-06,-0.032312947253416935,4841015569.572133,89
both,cap_only,2.0,is,2024-07,0.2081782010530815,5848809482.115619,135
both,cap_only,2.0,is,2024-08,-0.08853093948204427,5331008883.812434,60
both,cap_only,3.0,is,2020-09,0.06841275870013042,10684.127587001303,52
both,cap_only,3.0,is,2020-10,0.2593418970876722,13454.969504140954,120
both,cap_only,3.0,is,2020-11,0.5303625391639977,20590.981294731304,139
both,cap_only,3.0,is,2020-12,0.997905543597194,41138.8356768498,169
both,cap_only,3.0,is,2021-01,1.3085503934425886,94971.0752875616,219
both,cap_only,3.0,is,2021-02,0.6612974890445666,157775.20890708858,138
both,cap_only,3.0,is,2021-03,0.345180972973971,212236.20902880895,133
both,cap_only,3.0,is,2021-04,0.9740477827964567,418964.41786244564,190
both,cap_only,3.0,is,2021-05,1.4072844759462915,1008566.5390941405,224
both,cap_only,3.0,is,2021-06,0.537826050084169,1550999.8970622027,201
both,cap_only,3.0,is,2021-07,0.03707609658819511,1608504.9190539615,151
both,cap_only,3.0,is,2021-08,0.6772092116997466,2697799.2673016596,178
both,cap_only,3.0,is,2021-09,0.7052890594019161,4600527.574992025,177
both,cap_only,3.0,is,2021-10,0.42751740698855123,6567333.1946319435,154
both,cap_only,3.0,is,2021-11,0.3427937325558881,8818573.853358012,189
both,cap_only,3.0,is,2021-12,0.430024067648745,12610772.852639891,216
both,cap_only,3.0,is,2022-01,0.48969850864061626,18786249.511383217,216
both,cap_only,3.0,is,2022-02,0.14391651701339558,21489901.108806096,163
both,cap_only,3.0,is,2022-03,0.31109193570054083,28175236.042757783,121
both,cap_only,3.0,is,2022-04,0.15313555715241778,32489866.51206638,174
both,cap_only,3.0,is,2022-05,0.3891390499095144,45132942.29825884,171
both,cap_only,3.0,is,2022-06,0.5129893613240288,68285661.54251689,251
both,cap_only,3.0,is,2022-07,0.30759227479994267,89289803.51259862,164
both,cap_only,3.0,is,2022-08,0.20657523205427464,107734865.39329426,172
both,cap_only,3.0,is,2022-09,0.031826124624008356,111163648.645652,149
both,cap_only,3.0,is,2022-10,0.23886254654032624,137716480.84386653,89
both,cap_only,3.0,is,2022-11,1.1843055675084688,300814875.84493107,174
both,cap_only,3.0,is,2022-12,0.06781569412408661,321214845.453206,84
both,cap_only,3.0,is,2023-01,0.3999034861820594,449669781.9633745,69
both,cap_only,3.0,is,2023-02,0.08845445365390558,489445076.8516156,95
both,cap_only,3.0,is,2023-03,0.4075581300249782,688922397.1231918,142
both,cap_only,3.0,is,2023-04,0.548122549498574,1066536297.8410248,119
both,cap_only,3.0,is,2023-05,0.071056728416387,1142320877.9029334,50
both,cap_only,3.0,is,2023-06,0.3016981031359396,1486956919.9388297,107
both,cap_only,3.0,is,2023-07,0.3091939388282148,1946714986.882587,94
both,cap_only,3.0,is,2023-08,0.06621221936362143,2075611306.6325061,55
both,cap_only,3.0,is,2023-09,0.12426170208263043,2333530300.456614,73
both,cap_only,3.0,is,2023-10,0.216334488740471,2838353384.9662933,81
both,cap_only,3.0,is,2023-11,0.25384523775796586,3558855874.8141894,111
both,cap_only,3.0,is,2023-12,0.29815925709628077,4619961698.5615225,95
both,cap_only,3.0,is,2024-01,0.12811112509556266,5211830189.662646,111
both,cap_only,3.0,is,2024-02,0.46181786637733957,7618746487.773655,92
both,cap_only,3.0,is,2024-03,0.29272168139716137,9848918769.813477,121
both,cap_only,3.0,is,2024-04,0.13866157992655825,11214585407.004148,170
both,cap_only,3.0,is,2024-05,0.3396088981827723,15023158400.653423,137
both,cap_only,3.0,is,2024-06,-0.03480491408779263,14500278663.191381,92
both,cap_only,3.0,is,2024-07,0.2789461783152072,18545075980.79416,142
both,cap_only,3.0,is,2024-08,-0.09654020336976088,16754730574.100624,61
both,cap_only,5.0,is,2020-09,0.07046604012196922,10704.660401219691,52
both,cap_only,5.0,is,2020-10,0.2593418970876724,13480.827337351291,120
both,cap_only,5.0,is,2020-11,0.5651634634681766,21099.698405745225,141
both,cap_only,5.0,is,2020-12,0.9979055435971977,42155.20441306734,169
both,cap_only,5.0,is,2021-01,1.3298478299571448,98215.21152318479,220
both,cap_only,5.0,is,2021-02,0.6783735795604562,164841.816131455,138
both,cap_only,5.0,is,2021-03,0.32537290725396506,218476.87708317008,136
both,cap_only,5.0,is,2021-04,1.0153432011736006,440305.8888432072,190
both,cap_only,5.0,is,2021-05,1.423529686466114,1067094.3927373616,226
both,cap_only,5.0,is,2021-06,0.5040610126132004,1604975.0728944242,209
both,cap_only,5.0,is,2021-07,0.03016785864293059,1653393.7340189305,156
both,cap_only,5.0,is,2021-08,0.6877252996234864,2790474.4351426945,186
both,cap_only,5.0,is,2021-09,0.7028472076487169,4751751.599897868,181
both,cap_only,5.0,is,2021-10,0.45123739135515795,6895919.59620348,156
both,cap_only,5.0,is,2021-11,0.37415956323160815,9476093.860399261,193
both,cap_only,5.0,is,2021-12,0.36490985178335067,12934013.866482675,224
both,cap_only,5.0,is,2022-01,0.4801316871763395,19144043.766159173,220
both,cap_only,5.0,is,2022-02,0.18730557649567858,22729829.92023812,167
both,cap_only,5.0,is,2022-03,0.28709313728686414,29255408.10203611,124
both,cap_only,5.0,is,2022-04,0.1575649670957704,33865035.51700676,180
both,cap_only,5.0,is,2022-05,0.5003525542378648,50809492.53729711,177
both,cap_only,5.0,is,2022-06,0.57771592245459,80162945.38793132,257
both,cap_only,5.0,is,2022-07,0.2480233422525524,100045227.02785487,174
both,cap_only,5.0,is,2022-08,0.27991732966320426,128049619.82304105,181
both,cap_only,5.0,is,2022-09,0.01424540428090948,129873738.42543702,152
both,cap_only,5.0,is,2022-10,0.2336659204696545,160220805.0594519,89
both,cap_only,5.0,is,2022-11,1.214041387734369,354735493.5777467,175
both,cap_only,5.0,is,2022-12,0.05910960751235628,375703769.3738293,85
both,cap_only,5.0,is,2023-01,0.39990348618205807,525949016.5181636,69
both,cap_only,5.0,is,2023-02,0.14268721391966466,600995216.3489281,97
both,cap_only,5.0,is,2023-03,0.4473750368410958,869865473.4043522,150
both,cap_only,5.0,is,2023-04,0.5458426964693377,1344675188.9729607,121
both,cap_only,5.0,is,2023-05,0.07105672841638766,1440223408.6840672,50
both,cap_only,5.0,is,2023-06,0.3016981031359387,1874736079.176026,107
both,cap_only,5.0,is,2023-07,0.3091939388282152,2454393111.759826,94
both,cap_only,5.0,is,2023-08,0.06621221936362165,2616903926.8802295,55
both,cap_only,5.0,is,2023-09,0.11273999906955035,2911933673.161809,75
both,cap_only,5.0,is,2023-10,0.2430236124610996,3619602313.660711,82
both,cap_only,5.0,is,2023-11,0.27716659747463024,4622835171.149349,112
both,cap_only,5.0,is,2023-12,0.2981592570962799,6001176271.457793,95
both,cap_only,5.0,is,2024-01,0.1297810091482725,6780014984.044253,113
both,cap_only,5.0,is,2024-02,0.4808919767528568,10040469792.135283,93
both,cap_only,5.0,is,2024-03,0.2927216813971607,12979532991.706522,121
both,cap_only,5.0,is,2024-04,0.18532710384832862,15384992250.363325,171
both,cap_only,5.0,is,2024-05,0.35512014660922686,20848512953.89417,138
both,cap_only,5.0,is,2024-06,-0.03480491408779218,20122882251.67566,92
both,cap_only,5.0,is,2024-07,0.3059750449243783,26279982052.640095,145
both,cap_only,5.0,is,2024-08,-0.10121167085318405,23620141159.1007,61
both,combined,1.0,oos_warm,2024-08,-0.006791781132979513,9932.082188670205,92
both,combined,1.0,oos_warm,2024-09,0.00044677072914578453,9936.519552271573,68
both,combined,1.0,oos_warm,2024-10,0.19590777340401133,11883.16097314252,115
both,combined,1.0,oos_warm,2024-11,0.22854847946596268,14599.039344803512,110
both,combined,1.0,oos_warm,2024-12,0.2873597708317053,18794.2159452893,147
both,combined,1.0,oos_warm,2025-01,0.21539868709470156,22842.46538487892,107
both,combined,1.0,oos_warm,2025-02,0.12797505644963292,25765.731181957584,145
both,combined,1.0,oos_warm,2025-03,0.14029740808129065,29380.596484105525,118
both,combined,1.0,oos_warm,2025-04,0.053101765680998225,30940.758034172457,103
both,combined,1.0,oos_warm,2025-05,0.07794893606539821,33352.55720399312,101
both,combined,1.0,oos_warm,2025-06,0.005374152755470041,33531.79894119293,94
both,combined,1.0,oos_warm,2025-07,0.18358372449255445,39687.69147975262,90
both,combined,1.0,oos_warm,2025-08,0.07521047064042952,42672.62143457698,107
both,combined,1.0,oos_warm,2025-09,0.10713930211272493,47244.53631439806,76
both,combined,1.0,oos_warm,2025-10,0.3479800285477097,63684.6914098056,121
both,combined,1.0,oos_warm,2025-11,-0.013043183292503424,62854.040306820985,86
both,combined,1.0,oos_warm,2025-12,0.10924817066326065,69720.72922913602,83
both,combined,1.0,oos_warm,2026-01,0.07903362078747844,75231.01090405803,90
both,combined,1.0,oos_warm,2026-02,-0.05353524262654741,71203.50048226885,89
both,combined,1.0,oos_warm,2026-03,0.14612097104476862,81607.82511452462,77
both,combined,1.0,oos_warm,2026-04,0.03598913055599229,84544.81978696183,48
both,combined,1.0,oos_warm,2026-05,0.15322331090206442,97499.05699433849,83
both,combined,1.0,oos_warm,2026-06,0.07025472847376446,104348.82676992383,105
both,combined,1.0,oos_warm,2026-07,-0.014613014551664194,102823.97584588586,46
both,combined,2.0,oos_warm,2024-08,-0.01808128473838022,9819.187152616198,93
both,combined,2.0,oos_warm,2024-09,-0.0025309703225715463,9794.33508134115,68
both,combined,2.0,oos_warm,2024-10,0.42107923497298416,13918.526204461343,113
both,combined,2.0,oos_warm,2024-11,0.4619493107602899,20348.179791411294,110
both,combined,2.0,oos_warm,2024-12,0.6355921179036452,33281.32248051855,147
both,combined,2.0,oos_warm,2025-01,0.46415168766115,48728.90447744621,107
both,combined,2.0,oos_warm,2025-02,0.2601677853680777,61406.59563875599,148
both,combined,2.0,oos_warm,2025-03,0.28889327262544984,79146.54801362389,119
both,combined,2.0,oos_warm,2025-04,0.10300815428912857,87299.28784286318,103
both,combined,2.0,oos_warm,2025-05,0.14730240221682322,100158.68265393484,98
both,combined,2.0,oos_warm,2025-06,0.00595463966453047,100755.09151841307,99
both,combined,2.0,oos_warm,2025-07,0.3933969225359648,140391.83445158627,93
both,combined,2.0,oos_warm,2025-08,0.14940913844746184,161367.65748205647,107
both,combined,2.0,oos_warm,2025-09,0.22095330605749042,197022.3748934696,76
both,combined,2.0,oos_warm,2025-10,0.802586931045278,355149.9581064716,119
both,combined,2.0,oos_warm,2025-11,-0.03077526290656074,344220.1247744909,85
both,combined,2.0,oos_warm,2025-12,0.2264498519404483,422168.721064597,86
both,combined,2.0,oos_warm,2026-01,0.15871974487694107,489175.23276699433,92
both,combined,2.0,oos_warm,2026-02,-0.10972650356796643,435499.7448434259,91
both,combined,2.0,oos_warm,2026-03,0.3088372349956632,569998.2818821864,77
both,combined,2.0,oos_warm,2026-04,0.07110961252149095,610530.6388447443,48
both,combined,2.0,oos_warm,2026-05,0.3259111983796017,809509.4109980988,86
both,combined,2.0,oos_warm,2026-06,0.10993539897028959,898503.1510663789,104
both,combined,2.0,oos_warm,2026-07,-0.019487828771737603,880993.2755075307,47
both,combined,3.0,oos_warm,2024-08,-0.033710874908342014,9662.89125091658,92
both,combined,3.0,oos_warm,2024-09,-0.00889091944360132,9576.9792632124,70
both,combined,3.0,oos_warm,2024-10,0.6779961936815992,16070.134750638015,115
both,combined,3.0,oos_warm,2024-11,0.741197715117011,27981.28190943339,110
both,combined,3.0,oos_warm,2024-12,1.051225965279627,57395.93199443887,148
both,combined,3.0,oos_warm,2025-01,0.7483981381320699,100350.94063543182,108
both,combined,3.0,oos_warm,2025-02,0.3944554842239605,139934.919516111,145
both,combined,3.0,oos_warm,2025-03,0.44419965448004883,202093.96241486096,118
both,combined,3.0,oos_warm,2025-04,0.14902555582234145,232211.127492075,102
both,combined,3.0,oos_warm,2025-05,0.21705276625184688,282613.19506869017,98
both,combined,3.0,oos_warm,2025-06,0.001752220875083088,283108.39580866345,100
both,combined,3.0,oos_warm,2025-07,0.6317538813518306,461963.22370407695,91
both,combined,3.0,oos_warm,2025-08,0.2216670344773355,564365.2415401497,108
both,combined,3.0,oos_warm,2025-09,0.30061951788934493,734024.4483654532,79
both,combined,3.0,oos_warm,2025-10,1.3914703102574508,1755397.6752690845,119
both,combined,3.0,oos_warm,2025-11,-0.052936034279043254,1662473.8837576874,84
both,combined,3.0,oos_warm,2025-12,0.35166665358486227,2247110.5111309825,84
both,combined,3.0,oos_warm,2026-01,0.2568622217170071,2824308.3094637264,92
both,combined,3.0,oos_warm,2026-02,-0.16771784007747204,2350621.4200876136,88
both,combined,3.0,oos_warm,2026-03,0.4892736916950384,3500718.6400713143,77
both,combined,3.0,oos_warm,2026-04,0.10519682063751157,3868983.11095329,54
both,combined,3.0,oos_warm,2026-05,0.5058424526379144,5826079.01701257,86
both,combined,3.0,oos_warm,2026-06,0.20167150162291314,7001033.120947241,103
both,combined,3.0,oos_warm,2026-07,-0.048258501918993835,6663173.750645069,47
both,combined,5.0,oos_warm,2024-08,-0.07708826230437171,9229.117376956283,91
both,combined,5.0,oos_warm,2024-09,-0.031428917692795544,8939.056206538775,69
both,combined,5.0,oos_warm,2024-10,1.2961401465570592,20525.32582816373,115
both,combined,5.0,oos_warm,2024-11,1.3985957384345218,49231.95906141355,110
both,combined,5.0,oos_warm,2024-12,2.1017148576708164,152703.4988930278,151
both,combined,5.0,oos_warm,2025-01,1.4291048516951914,370932.81003188516,110
both,combined,5.0,oos_warm,2025-02,0.6593977700708669,615525.0778130307,143
both,combined,5.0,oos_warm,2025-03,0.7667837872861409,1087499.728148103,121
both,combined,5.0,oos_warm,2025-04,0.22679212142685867,1334136.0985459434,103
both,combined,5.0,oos_warm,2025-05,0.4074887224295072,1877781.512889517,101
both,combined,5.0,oos_warm,2025-06,-0.020633436351287116,1839036.4275616875,96
both,combined,5.0,oos_warm,2025-07,1.2030533604282958,4051495.3816898237,91
both,combined,5.0,oos_warm,2025-08,0.35653494331678126,5495995.057948806,108
both,combined,5.0,oos_warm,2025-09,0.5998451208510842,8792740.87768107,77
both,combined,5.0,oos_warm,2025-10,3.111163601076007,36148396.25001551,119
both,combined,5.0,oos_warm,2025-11,-0.10922442928816545,32200108.299925108,84
both,combined,5.0,oos_warm,2025-12,0.626029004509481,52358310.0440247,86
both,combined,5.0,oos_warm,2026-01,0.39446961479866194,73012072.43860003,91
both,combined,5.0,oos_warm,2026-02,-0.2858610474347719,52140764.93591838,92
both,combined,5.0,oos_warm,2026-03,0.9075909601836998,99463251.84882113,78
both,combined,5.0,oos_warm,2026-04,0.16961799139021316,116334008.84455708,48
both,combined,5.0,oos_warm,2026-05,0.9793825585949183,230269508.07834324,81
both,combined,5.0,oos_warm,2026-06,0.31453213023409066,302696666.9821807,104
both,combined,5.0,oos_warm,2026-07,-0.08723106044216022,276292115.7290177,46
both,cap_only,1.0,oos_warm,2024-08,-0.006791781132979513,9932.082188670205,92
both,cap_only,1.0,oos_warm,2024-09,0.00044677072914578453,9936.519552271573,68
both,cap_only,1.0,oos_warm,2024-10,0.19590777340401133,11883.16097314252,115
both,cap_only,1.0,oos_warm,2024-11,0.22854847946596268,14599.039344803512,110
both,cap_only,1.0,oos_warm,2024-12,0.2873597708317053,18794.2159452893,147
both,cap_only,1.0,oos_warm,2025-01,0.21539868709470156,22842.46538487892,107
both,cap_only,1.0,oos_warm,2025-02,0.12797505644963292,25765.731181957584,145
both,cap_only,1.0,oos_warm,2025-03,0.14029740808129065,29380.596484105525,118
both,cap_only,1.0,oos_warm,2025-04,0.053101765680998225,30940.758034172457,103
