arm,symbol,timeframe,width_label,width_threshold,guard,total_taps,surviving_taps,survival_share,adopted_point,below_sample_gate
mid,DOGE/USDT:USDT,2h,1.28,1.28,0.005,834,265,0.31774580335731417,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.0,834,247,0.2961630695443645,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.002,834,247,0.2961630695443645,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.0025,834,245,0.29376498800959233,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.003,834,241,0.28896882494004794,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.004,834,228,0.2733812949640288,False,False
mid,DOGE/USDT:USDT,2h,1.15,1.15,0.005,834,213,0.25539568345323743,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.0,834,178,0.21342925659472423,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.002,834,178,0.21342925659472423,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.0025,834,176,0.21103117505995203,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.003,834,172,0.20623501199040767,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.004,834,159,0.1906474820143885,False,False
mid,DOGE/USDT:USDT,2h,1.00,1.0,0.005,834,146,0.1750599520383693,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.0,834,140,0.16786570743405277,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.002,834,140,0.16786570743405277,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.0025,834,138,0.16546762589928057,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.003,834,134,0.1606714628297362,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.004,834,122,0.14628297362110312,False,False
mid,DOGE/USDT:USDT,2h,0.90,0.9,0.005,834,112,0.1342925659472422,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.0,834,102,0.1223021582733813,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.002,834,102,0.1223021582733813,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.0025,834,100,0.11990407673860912,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.003,834,96,0.11510791366906475,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.004,834,86,0.10311750599520383,False,False
mid,DOGE/USDT:USDT,2h,0.80,0.8,0.005,834,78,0.09352517985611511,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.0,834,46,0.05515587529976019,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.002,834,46,0.05515587529976019,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.0025,834,44,0.05275779376498801,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.003,834,40,0.047961630695443645,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.004,834,35,0.04196642685851319,False,False
mid,DOGE/USDT:USDT,2h,0.60,0.6,0.005,834,30,0.03597122302158273,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.0,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.002,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.0025,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.003,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.004,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,off,,0.005,441,441,1.0,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.0,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.002,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.0025,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.003,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.004,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,2.60,2.6,0.005,441,361,0.81859410430839,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.0,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.002,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.0025,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.003,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.004,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.80,1.8,0.005,441,274,0.6213151927437641,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.0,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.002,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.0025,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.003,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.004,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.55,1.55,0.005,441,229,0.5192743764172335,False,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.0,441,166,0.3764172335600907,False,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.002,441,166,0.3764172335600907,False,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.0025,441,166,0.3764172335600907,False,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.003,441,166,0.3764172335600907,True,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.004,441,166,0.3764172335600907,False,False
proximal,DOGE/USDT:USDT,4h,1.28,1.28,0.005,441,166,0.3764172335600907,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.0,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.002,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.0025,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.003,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.004,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.15,1.15,0.005,441,140,0.31746031746031744,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.0,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.002,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.0025,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.003,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.004,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,1.00,1.0,0.005,441,108,0.24489795918367346,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.0,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.002,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.0025,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.003,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.004,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.90,0.9,0.005,441,77,0.1746031746031746,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.0,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.002,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.0025,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.003,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.004,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.80,0.8,0.005,441,60,0.1360544217687075,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.0,441,24,0.05442176870748299,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.002,441,24,0.05442176870748299,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.0025,441,24,0.05442176870748299,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.003,441,24,0.05442176870748299,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.004,441,24,0.05442176870748299,False,False
proximal,DOGE/USDT:USDT,4h,0.60,0.6,0.005,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,off,,0.0,441,441,1.0,False,False
mid,DOGE/USDT:USDT,4h,off,,0.002,441,441,1.0,False,False
mid,DOGE/USDT:USDT,4h,off,,0.0025,441,441,1.0,False,False
mid,DOGE/USDT:USDT,4h,off,,0.003,441,441,1.0,False,False
mid,DOGE/USDT:USDT,4h,off,,0.004,441,441,1.0,False,False
mid,DOGE/USDT:USDT,4h,off,,0.005,441,439,0.9954648526077098,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.0,441,361,0.81859410430839,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.002,441,361,0.81859410430839,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.0025,441,361,0.81859410430839,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.003,441,361,0.81859410430839,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.004,441,361,0.81859410430839,False,False
mid,DOGE/USDT:USDT,4h,2.60,2.6,0.005,441,359,0.8140589569160998,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.0,441,274,0.6213151927437641,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.002,441,274,0.6213151927437641,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.0025,441,274,0.6213151927437641,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.003,441,274,0.6213151927437641,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.004,441,274,0.6213151927437641,False,False
mid,DOGE/USDT:USDT,4h,1.80,1.8,0.005,441,272,0.6167800453514739,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.0,441,229,0.5192743764172335,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.002,441,229,0.5192743764172335,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.0025,441,229,0.5192743764172335,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.003,441,229,0.5192743764172335,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.004,441,229,0.5192743764172335,False,False
mid,DOGE/USDT:USDT,4h,1.55,1.55,0.005,441,227,0.5147392290249433,False,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.0,441,166,0.3764172335600907,False,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.002,441,166,0.3764172335600907,False,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.0025,441,166,0.3764172335600907,False,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.003,441,166,0.3764172335600907,True,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.004,441,166,0.3764172335600907,False,False
mid,DOGE/USDT:USDT,4h,1.28,1.28,0.005,441,164,0.37188208616780044,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.0,441,140,0.31746031746031744,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.002,441,140,0.31746031746031744,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.0025,441,140,0.31746031746031744,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.003,441,140,0.31746031746031744,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.004,441,140,0.31746031746031744,False,False
mid,DOGE/USDT:USDT,4h,1.15,1.15,0.005,441,138,0.3129251700680272,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.0,441,108,0.24489795918367346,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.002,441,108,0.24489795918367346,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.0025,441,108,0.24489795918367346,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.003,441,108,0.24489795918367346,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.004,441,108,0.24489795918367346,False,False
mid,DOGE/USDT:USDT,4h,1.00,1.0,0.005,441,106,0.24036281179138322,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.0,441,77,0.1746031746031746,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.002,441,77,0.1746031746031746,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.0025,441,77,0.1746031746031746,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.003,441,77,0.1746031746031746,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.004,441,77,0.1746031746031746,False,False
mid,DOGE/USDT:USDT,4h,0.90,0.9,0.005,441,75,0.17006802721088435,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.0,441,60,0.1360544217687075,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.002,441,60,0.1360544217687075,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.0025,441,60,0.1360544217687075,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.003,441,60,0.1360544217687075,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.004,441,60,0.1360544217687075,False,False
mid,DOGE/USDT:USDT,4h,0.80,0.8,0.005,441,58,0.13151927437641722,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.0,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.002,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.0025,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.003,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.004,441,24,0.05442176870748299,False,False
mid,DOGE/USDT:USDT,4h,0.60,0.6,0.005,441,22,0.049886621315192746,False,False
proximal,LINK/USDT:USDT,15m,off,,0.0,6694,6694,1.0,False,False
proximal,LINK/USDT:USDT,15m,off,,0.002,6694,6650,0.9934269495070213,False,False
proximal,LINK/USDT:USDT,15m,off,,0.0025,6694,6598,0.9856587989244099,False,False
proximal,LINK/USDT:USDT,15m,off,,0.003,6694,6491,0.9696743352255751,False,False
proximal,LINK/USDT:USDT,15m,off,,0.004,6694,6074,0.9073797430534807,False,False
proximal,LINK/USDT:USDT,15m,off,,0.005,6694,5665,0.8462802509710188,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.0,6694,5841,0.872572452942934,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.002,6694,5797,0.8659994024499552,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.0025,6694,5745,0.8582312518673438,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.003,6694,5638,0.8422467881685091,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.004,6694,5221,0.7799521959964147,False,False
proximal,LINK/USDT:USDT,15m,2.60,2.6,0.005,6694,4813,0.7190020914251568,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.0,6694,4589,0.6855392889154467,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.002,6694,4545,0.6789662384224678,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.0025,6694,4493,0.6711980878398566,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.003,6694,4386,0.6552136241410218,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.004,6694,3971,0.5932178069913355,False,False
proximal,LINK/USDT:USDT,15m,1.80,1.8,0.005,6694,3567,0.5328652524648939,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.0,6694,3957,0.5911263818344786,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.002,6694,3913,0.5845533313414999,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.0025,6694,3861,0.5767851807588885,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.003,6694,3755,0.5609501045712578,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.004,6694,3346,0.4998506124887959,False,False
proximal,LINK/USDT:USDT,15m,1.55,1.55,0.005,6694,2947,0.44024499551837465,False,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.0,6694,3034,0.45324170899312816,False,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.002,6694,2990,0.44666865850014936,False,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.0025,6694,2939,0.4390498954287422,False,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.003,6694,2834,0.4233642067523155,True,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.004,6694,2450,0.36599940244995516,False,False
proximal,LINK/USDT:USDT,15m,1.28,1.28,0.005,6694,2093,0.3126680609501046,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.0,6694,2530,0.3779504033462803,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.002,6694,2486,0.3713773528533015,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.0025,6694,2437,0.36405736480430234,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.003,6694,2333,0.34852106363907975,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.004,6694,1972,0.2945921720944129,False,False
proximal,LINK/USDT:USDT,15m,1.15,1.15,0.005,6694,1644,0.24559306841948014,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.0,6694,1894,0.28293994622049595,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.002,6694,1850,0.27636689572751716,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.0025,6694,1802,0.26919629518972216,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.003,6694,1701,0.25410815655811175,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.004,6694,1396,0.2085449656408724,False,False
proximal,LINK/USDT:USDT,15m,1.00,1.0,0.005,6694,1136,0.16970421272781597,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.0,6694,1478,0.22079474155960563,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.002,6694,1434,0.21422169106662683,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.0025,6694,1386,0.20705109052883178,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.003,6694,1297,0.19375560203167017,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.004,6694,1048,0.15655811174185838,False,False
proximal,LINK/USDT:USDT,15m,0.90,0.9,0.005,6694,826,0.12339408425455632,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.0,6694,1073,0.16029279952195996,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.002,6694,1031,0.1540185240513893,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.0025,6694,989,0.14774424858081864,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.003,6694,915,0.13668957275171795,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.004,6694,733,0.10950104571257843,False,False
proximal,LINK/USDT:USDT,15m,0.80,0.8,0.005,6694,565,0.08440394383029579,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.0,6694,476,0.07110845533313415,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.002,6694,444,0.06632805497460412,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.0025,6694,412,0.061547654616074095,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.003,6694,370,0.05527337914550343,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.004,6694,287,0.042874215715566176,False,False
proximal,LINK/USDT:USDT,15m,0.60,0.6,0.005,6694,220,0.03286525246489393,False,False
mid,LINK/USDT:USDT,15m,off,,0.0,6694,6694,1.0,False,False
mid,LINK/USDT:USDT,15m,off,,0.002,6694,6177,0.9227666567074992,False,False
mid,LINK/USDT:USDT,15m,off,,0.0025,6694,5736,0.8568867642665073,False,False
mid,LINK/USDT:USDT,15m,off,,0.003,6694,5234,0.7818942336420676,False,False
mid,LINK/USDT:USDT,15m,off,,0.004,6694,4049,0.6048700328652524,False,False
mid,LINK/USDT:USDT,15m,off,,0.005,6694,3074,0.4592172094412907,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.0,6694,5841,0.872572452942934,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.002,6694,5324,0.7953391096504332,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.0025,6694,4883,0.7294592172094413,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.003,6694,4382,0.6546160740962056,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.004,6694,3222,0.48132656109949207,False,False
mid,LINK/USDT:USDT,15m,2.60,2.6,0.005,6694,2280,0.3406035255452644,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.0,6694,4589,0.6855392889154467,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.002,6694,4074,0.6086047206453541,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.0025,6694,3636,0.5431729907379743,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.003,6694,3153,0.4710188228264117,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.004,6694,2128,0.31789662384224676,False,False
mid,LINK/USDT:USDT,15m,1.80,1.8,0.005,6694,1341,0.20032865252464893,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.0,6694,3957,0.5911263818344786,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.002,6694,3446,0.5147893636092022,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.0025,6694,3016,0.45055273379145505,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.003,6694,2559,0.3822826411711981,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.004,6694,1628,0.24320286824021511,False,False
mid,LINK/USDT:USDT,15m,1.55,1.55,0.005,6694,980,0.14639976097998209,False,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.0,6694,3034,0.45324170899312816,False,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.002,6694,2536,0.37884672841350464,False,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.0025,6694,2151,0.32133253659994027,False,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.003,6694,1767,0.2639677322975799,True,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.004,6694,1049,0.15670749925306243,False,False
mid,LINK/USDT:USDT,15m,1.28,1.28,0.005,6694,579,0.08649536898715267,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.0,6694,2530,0.3779504033462803,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.002,6694,2053,0.30669256050194205,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.0025,6694,1695,0.2532118314908874,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.003,6694,1358,0.202868240215118,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.004,6694,766,0.11443083358231251,False,False
mid,LINK/USDT:USDT,15m,1.15,1.15,0.005,6694,404,0.06035255452644159,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.0,6694,1894,0.28293994622049595,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.002,6694,1459,0.21795637884672842,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.0025,6694,1176,0.1756797131759785,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.003,6694,916,0.13683896026292203,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.004,6694,500,0.07469375560203168,False,False
mid,LINK/USDT:USDT,15m,1.00,1.0,0.005,6694,271,0.04048401553630117,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.0,6694,1478,0.22079474155960563,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.002,6694,1096,0.1637287122796534,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.0025,6694,859,0.12832387212429042,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.003,6694,655,0.09784881983866149,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.004,6694,365,0.05452644158948312,False,False
mid,LINK/USDT:USDT,15m,0.90,0.9,0.005,6694,192,0.02868240215118016,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.0,6694,1073,0.16029279952195996,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.002,6694,770,0.11502838362712878,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.0025,6694,586,0.08754108156558112,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.003,6694,444,0.06632805497460412,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.004,6694,247,0.036898715267403646,False,False
mid,LINK/USDT:USDT,15m,0.80,0.8,0.005,6694,135,0.02016731401254855,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.0,6694,476,0.07110845533313415,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.002,6694,297,0.044368090827606815,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.0025,6694,226,0.033761577532118316,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.003,6694,172,0.025694651927098893,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.004,6694,106,0.015835076187630713,False,False
mid,LINK/USDT:USDT,15m,0.60,0.6,0.005,6694,59,0.008813863161039737,False,False
proximal,LINK/USDT:USDT,1h,off,,0.0,1530,1530,1.0,False,False
proximal,LINK/USDT:USDT,1h,off,,0.002,1530,1530,1.0,False,False
proximal,LINK/USDT:USDT,1h,off,,0.0025,1530,1530,1.0,False,False
proximal,LINK/USDT:USDT,1h,off,,0.003,1530,1530,1.0,False,False
proximal,LINK/USDT:USDT,1h,off,,0.004,1530,1527,0.9980392156862745,False,False
proximal,LINK/USDT:USDT,1h,off,,0.005,1530,1514,0.9895424836601308,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.0,1530,1331,0.8699346405228758,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.002,1530,1331,0.8699346405228758,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.0025,1530,1331,0.8699346405228758,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.003,1530,1331,0.8699346405228758,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.004,1530,1328,0.8679738562091504,False,False
proximal,LINK/USDT:USDT,1h,2.60,2.6,0.005,1530,1315,0.8594771241830066,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.0,1530,1083,0.707843137254902,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.002,1530,1083,0.707843137254902,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.0025,1530,1083,0.707843137254902,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.003,1530,1083,0.707843137254902,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.004,1530,1080,0.7058823529411765,False,False
proximal,LINK/USDT:USDT,1h,1.80,1.8,0.005,1530,1067,0.6973856209150326,False,False
